Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Alpha Tau Medical Ltd.,DRTS,"$208,256,107",($0.14),time-not-supplied,Mar/2025,2,($0.11),2025-05-19 05:20:48
"Greenwich LifeSciences, Inc.",GLSI,"$128,620,593",($0.24),time-not-supplied,Mar/2025,1,($0.19),2025-05-19 05:20:48
Compugen Ltd.,CGEN,"$128,112,785",($0.05),time-pre-market,Mar/2025,2,($0.08),2025-05-19 05:20:48
Borealis Foods Inc.,BRLS,"$124,638,929",,time-not-supplied,Mar/2025,2,($0.49),2025-05-19 05:20:48
Prairie Operating Co.,PROP,"$111,733,735",$0.81,time-not-supplied,Mar/2025,2,($0.80),2025-05-19 05:20:48
"CBAK Energy Technology, Inc.",CBAT,"$78,787,144",$0,time-pre-market,Mar/2025,1,$0.11,2025-05-19 05:20:48
Allied Gaming & Entertainment Inc.,AGAE,"$77,516,320",,time-not-supplied,Mar/2025,2,($0.04),2025-05-19 05:20:48
"BioSig Technologies, Inc.",BSGM,"$61,843,829",($0.05),time-not-supplied,Mar/2025,1,($0.36),2025-05-19 05:20:48
Zepp Health Corporation,ZEPP,"$60,230,918",,time-after-hours,Mar/2025,2,($0.92),2025-05-19 05:20:48
"Hyperscale Data, Inc.",GPUS,"$39,106,266",,time-not-supplied,Mar/2025,2,$4.90,2025-05-19 05:20:48
"Vivakor, Inc.",VIVK,"$36,061,636",,time-not-supplied,Mar/2025,2,($0.07),2025-05-19 05:20:48
"FlexShopper, Inc.",FPAY,"$28,543,780",$0.07,time-not-supplied,Mar/2025,1,($0.03),2025-05-19 05:20:48
Sol-Gel Technologies Ltd.,SLGL,"$21,365,402",,time-not-supplied,Mar/2025,N/A,($2.30),2025-05-19 05:20:48
"Clean Energy Technologies, Inc.",CETY,"$19,047,392",,time-not-supplied,Mar/2025,N/A,($0.04),2025-05-19 05:20:48
Northann Corp.,NCL,"$17,147,836",,time-not-supplied,Mar/2025,N/A,N/A,2025-05-19 05:20:48
"Lottery.com, Inc.",LTRY,"$14,517,196",,time-not-supplied,Mar/2025,2,($1.99),2025-05-19 05:20:48
"ClearOne, Inc.",CLRO,"$14,010,224",,time-not-supplied,Mar/2025,N/A,($0.08),2025-05-19 05:20:48
"Greenwave Technology Solutions, Inc.",GWAV,"$11,491,071",,time-not-supplied,Mar/2025,2,($58.21),2025-05-19 05:20:48
"Beeline Holdings, Inc.",BLNE,"$10,282,528",,time-not-supplied,Mar/2025,N/A,($7.80),2025-05-19 05:20:48
XTL Biopharmaceuticals Ltd.,XTLB,"$10,047,791",,time-not-supplied,Mar/2025,2,$0.10,2025-05-19 05:20:48
Interactive Strength Inc.,TRNR,"$7,794,522",,time-pre-market,Mar/2025,2,($99.99),2025-05-19 05:20:48
"XTI Aerospace, Inc. Common Stock ",XTIA,"$7,420,304",,time-not-supplied,Mar/2025,N/A,($99.99),2025-05-19 05:20:48
"Xcel Brands, Inc",XELB,"$6,382,743",($0.55),time-not-supplied,Mar/2025,1,($0.90),2025-05-19 05:20:48
"SHF Holdings, Inc.",SHFS,"$6,070,118",,time-not-supplied,Mar/2025,2,$0.80,2025-05-19 05:20:48
"Envirotech Vehicles, Inc.",EVTV,"$5,753,492",,time-not-supplied,Mar/2025,N/A,($0.19),2025-05-19 05:20:48
Future FinTech Group Inc.,FTFT,"$4,393,109",,time-not-supplied,Mar/2025,2,$2,2025-05-19 05:20:48
Baosheng Media Group Holdings Limited,BAOS,"$3,682,769",,time-not-supplied,Mar/2025,2,N/A,2025-05-19 05:20:48
"Healthcare Triangle, Inc.",HCTI,"$1,699,949",,time-not-supplied,Mar/2025,N/A,($0.42),2025-05-19 05:20:48
"Onconetix, Inc. ",ONCO,"$618,787",,time-not-supplied,Mar/2025,N/A,($6.40),2025-05-19 05:20:48
"K Wave Media, Ltd.",KWM,,,time-not-supplied,Mar/2025,N/A,($0.03),2025-05-19 05:20:48
