Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Webull Corporation,BULL,"$5,634,319,665",,time-after-hours,Mar/2025,12,($0.01),2025-05-22 05:21:07
Telix Pharmaceuticals Limited,TLX,"$5,489,481,554",$0.22,time-not-supplied,Mar/2025,12,N/A,2025-05-22 05:21:07
"CSW Industrials, Inc.",CSWI,"$5,449,130,414",$2.23,time-pre-market,Mar/2025,2,$2.04,2025-05-22 05:21:07
Atour Lifestyle Holdings Limited,ATAT,"$4,258,891,010",$0.32,time-pre-market,Mar/2025,2,$0.26,2025-05-22 05:21:07
"Cavco Industries, Inc.",CVCO,"$4,164,993,936",$5.23,time-after-hours,Mar/2025,1,$4.03,2025-05-22 05:21:07
Corporacion America Airports SA,CAAP,"$3,518,213,943",,time-after-hours,Mar/2025,N/A,$0.95,2025-05-22 05:21:07
ATS Corporation,ATS,"$2,760,538,479",$0.26,time-not-supplied,Mar/2025,5,$0.48,2025-05-22 05:21:07
Advance Auto Parts Inc.,AAP,"$2,042,527,035",($0.82),time-pre-market,Mar/2025,12,$0.67,2025-05-22 05:21:07
Lionsgate Studios Cp,LION,"$2,038,089,441",$0.59,time-after-hours,Mar/2025,12,N/A,2025-05-22 05:21:07
"Triumph Group, Inc.",TGI,"$1,988,609,105",$0.31,time-not-supplied,Mar/2025,3,$0.31,2025-05-22 05:21:07
ePlus inc.,PLUS,"$1,769,858,848",$0.68,time-after-hours,Mar/2025,2,$0.82,2025-05-22 05:21:07
Lightspeed Commerce Inc.,LSPD,"$1,681,023,262",$0.02,time-pre-market,Mar/2025,4,$0.01,2025-05-22 05:21:07
FLEX LNG Ltd.,FLNG,"$1,319,741,539",,time-not-supplied,Mar/2025,N/A,$0.70,2025-05-22 05:21:07
Dorian LPG Ltd.,LPG,"$1,002,052,853",,time-pre-market,Mar/2025,N/A,$1.91,2025-05-22 05:21:07
"Thermon Group Holdings, Inc.",THR,"$1,000,596,534",$0.50,time-pre-market,Mar/2025,2,$0.34,2025-05-22 05:21:07
CureVac N.V.,CVAC,"$960,167,740",($0.16),time-not-supplied,Mar/2025,1,($0.34),2025-05-22 05:21:07
Silvercorp Metals Inc.,SVM,"$813,137,680",$0.09,time-after-hours,Mar/2025,2,$0.02,2025-05-22 05:21:07
Magic Software Enterprises Ltd.,MGIC,"$776,014,516",$0.25,time-not-supplied,Mar/2025,1,$0.23,2025-05-22 05:21:07
"Replimune Group, Inc.",REPL,"$707,765,837",($0.75),time-pre-market,Mar/2025,6,($0.82),2025-05-22 05:21:07
"TechTarget, Inc.",TTGT,"$572,348,238",($0.04),time-not-supplied,Mar/2025,1,($0.02),2025-05-22 05:21:07
Titan Machinery Inc.,TITN,"$477,039,311",($0.79),time-pre-market,Apr/2025,1,$0.41,2025-05-22 05:21:07
NANO-X IMAGING LTD,NNOX,"$350,053,385",,time-pre-market,Mar/2025,N/A,($0.21),2025-05-22 05:21:07
Arqit Quantum Inc.,ARQQ,"$307,973,742",,time-pre-market,Mar/2025,12,N/A,2025-05-22 05:21:07
Intchains Group Limited,ICG,"$283,078,453",,time-after-hours,Mar/2025,12,($0.04),2025-05-22 05:21:07
Euroseas Ltd.,ESEA,"$273,187,802",$3.41,time-not-supplied,Mar/2025,1,$2.66,2025-05-22 05:21:07
Himalaya Shipping Ltd.,HSHP,"$268,128,000",,time-not-supplied,Mar/2025,12,$0.06,2025-05-22 05:21:07
SatixFy Communications Ltd.,SATX,"$255,337,695",($0.13),time-not-supplied,Mar/2025,1,($0.14),2025-05-22 05:21:07
BingEx Limited,FLX,"$165,021,391",,time-pre-market,Mar/2025,12,N/A,2025-05-22 05:21:07
American Vanguard Corporation,AVD,"$125,802,813",,time-not-supplied,Mar/2025,12,$0.09,2025-05-22 05:21:07
"Kandi Technologies Group, Inc.",KNDI,"$103,082,716",,time-not-supplied,Mar/2025,12,$0.01,2025-05-22 05:21:07
Sunlands Technology Group,STG,"$72,987,739",,time-pre-market,Mar/2025,12,$1.14,2025-05-22 05:21:07
"111, Inc.",YI,"$69,166,139",,time-not-supplied,Mar/2025,12,($0.20),2025-05-22 05:21:07
Sono-Tek Corporation,SOTK,"$63,004,612",$0.01,time-not-supplied,Feb/2025,1,$0.01,2025-05-22 05:21:07
Youxin Technology Ltd,YAAS,"$58,377,000",,time-not-supplied,Mar/2025,12,N/A,2025-05-22 05:21:07
"Syntec Optics Holdings, Inc.",OPTX,"$58,334,343",,time-not-supplied,Mar/2025,12,($0.03),2025-05-22 05:21:07
Cato Corporation (The),CATO,"$52,804,038",,time-not-supplied,Apr/2025,12,$0.54,2025-05-22 05:21:07
Argo Blockchain plc,ARBK,"$27,307,980",,time-not-supplied,Mar/2025,N/A,($0.10),2025-05-22 05:21:07
Huize Holding Limited,HUIZ,"$21,892,210",,time-not-supplied,Mar/2025,12,$0.10,2025-05-22 05:21:07
Castor Maritime Inc.,CTRM,"$21,160,555",,time-not-supplied,Mar/2025,12,$0.71,2025-05-22 05:21:07
Trinity Biotech plc,TRIB,"$15,036,039",($0.28),time-not-supplied,Mar/2025,1,($0.37),2025-05-22 05:21:07
Enlightify Inc.,ENFY,"$14,592,034",,time-not-supplied,Mar/2025,12,($0.79),2025-05-22 05:21:07
BP Prudhoe Bay Royalty Trust,BPT,"$13,696,000",,time-not-supplied,Mar/2025,12,N/A,2025-05-22 05:21:07
Cambium Networks Corporation,CMBM,"$13,153,141",($0.20),time-not-supplied,Mar/2025,3,($0.53),2025-05-22 05:21:07
United Maritime Corporation,USEA,"$11,851,318",,time-pre-market,Mar/2025,12,($0.15),2025-05-22 05:21:07
Naas Technology Inc.,NAAS,"$7,923,708",,time-not-supplied,Mar/2025,12,($5.60),2025-05-22 05:21:07
Marin Software Incorporated,MRIN,"$2,860,539",,time-not-supplied,Mar/2025,12,($0.78),2025-05-22 05:21:07
NuCana plc,NCNA,"$263,621",,time-not-supplied,Mar/2025,N/A,($0.16),2025-05-22 05:21:07
