Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Capri Holdings Limited,CPRI,"$1,980,884,556",($0.16),time-pre-market,Mar/2025,5,$0.42,2025-05-28 05:20:52
"VNET Group, Inc.",VNET,"$1,627,606,701",($0.01),time-pre-market,Mar/2025,2,($0.12),2025-05-28 05:20:52
Universal Corporation,UVV,"$1,465,883,719",,time-not-supplied,Mar/2025,3,$1.79,2025-05-28 05:20:52
"Phreesia, Inc.",PHR,"$1,414,065,099",($0.13),time-pre-market,Apr/2025,5,($0.35),2025-05-28 05:20:52
"Photronics, Inc.",PLAB,"$1,261,699,924",$0.48,time-pre-market,Apr/2025,1,$0.46,2025-05-28 05:20:52
Amber International Holding Limited,AMBR,"$863,987,017",,time-pre-market,Mar/2025,3,N/A,2025-05-28 05:20:52
Ituran Location and Control Ltd.,ITRN,"$731,089,065",,time-pre-market,Mar/2025,3,$0.66,2025-05-28 05:20:52
REX American Resources Corporation,REX,"$707,391,226",,time-pre-market,Apr/2025,N/A,$0.58,2025-05-28 05:20:52
Noah Holdings Ltd.,NOAH,"$630,088,317",,time-after-hours,Mar/2025,N/A,$0.32,2025-05-28 05:20:52
Compass Diversified ,CODI,"$554,489,069",$0.48,time-not-supplied,Mar/2025,2,$0.40,2025-05-28 05:20:52
Dada Nexus Limited,DADA,"$544,899,383",,time-not-supplied,Mar/2025,3,($0.11),2025-05-28 05:20:52
Columbus McKinnon Corporation,CMCO,"$472,965,121",$0.57,time-pre-market,Mar/2025,2,$0.75,2025-05-28 05:20:52
"Reservoir Media, Inc..",RSVR,"$470,326,736",$0.04,time-pre-market,Mar/2025,2,$0.04,2025-05-28 05:20:52
Eagle Point Credit Company Inc.,ECC,"$454,968,930",$0.26,time-pre-market,Mar/2025,2,$0.29,2025-05-28 05:20:52
Brasilagro Cia Brasileira De Propriedades Agricolas ,LND,"$395,331,259",,time-not-supplied,Mar/2025,3,($0.06),2025-05-28 05:20:52
"Monro, Inc. ",MNRO,"$383,352,102",$0.09,time-pre-market,Mar/2025,2,$0.21,2025-05-28 05:20:52
"Ooma, Inc.",OOMA,"$357,972,000",$0.04,time-after-hours,Apr/2025,6,($0.03),2025-05-28 05:20:52
"OneConnect Financial Technology Co., Ltd.",OCFT,"$281,965,337",,time-pre-market,Mar/2025,3,($0.21),2025-05-28 05:20:52
"StealthGas, Inc.",GASS,"$197,096,359",,time-pre-market,Mar/2025,3,$0.49,2025-05-28 05:20:52
Eagle Point Income Company Inc.,EIC,"$128,365,836",$0.44,time-pre-market,Mar/2025,1,$0.56,2025-05-28 05:20:52
Triller Group Inc.,ILLR,"$122,017,680",,time-not-supplied,Mar/2025,3,($0.23),2025-05-28 05:20:52
"B. Riley Financial, Inc.",RILY,"$89,203,918",,time-not-supplied,Mar/2025,3,($1.71),2025-05-28 05:20:52
Zeo Energy Corporation,ZEO,"$77,341,097",,time-not-supplied,Mar/2025,3,($1.20),2025-05-28 05:20:52
Sono-Tek Corporation,SOTK,"$59,381,847",$0.01,time-pre-market,Feb/2025,1,$0.01,2025-05-28 05:20:52
IceCure Medical Ltd.,ICCM,"$57,700,379",($0.08),time-pre-market,Mar/2025,1,($0.08),2025-05-28 05:20:52
Mega Matrix Inc.,MPU,"$36,624,234",,time-not-supplied,Mar/2025,3,($0.05),2025-05-28 05:20:52
"SPAR Group, Inc.",SGRP,"$27,201,653",$0.03,time-not-supplied,Mar/2025,1,$0.06,2025-05-28 05:20:52
BTC Digital Ltd.,BTCT,"$26,765,606",,time-not-supplied,Mar/2025,N/A,($0.30),2025-05-28 05:20:52
CollPlant Biotechnologies Ltd.,CLGN,"$23,023,569",($0.37),time-pre-market,Mar/2025,1,($0.37),2025-05-28 05:20:52
Sunnova Energy International Inc.,NOVA,"$22,902,507",($0.74),time-not-supplied,Mar/2025,3,($0.57),2025-05-28 05:20:52
Real Messenger Corporation,RMSG,"$19,201,874",,time-not-supplied,Mar/2025,3,($0.01),2025-05-28 05:20:52
"AgEagle Aerial Systems, Inc.",UAVS,"$11,224,136",,time-not-supplied,Mar/2025,3,($38.50),2025-05-28 05:20:52
"Splash Beverage Group, Inc.",SBEV,"$6,160,145",,time-not-supplied,Mar/2025,N/A,$4,2025-05-28 05:20:52
Locafy Limited,LCFY,"$5,767,443",,time-not-supplied,Mar/2025,3,($0.34),2025-05-28 05:20:52
"PLUS THERAPEUTICS, Inc.",PSTV,"$5,320,883",($0.17),time-not-supplied,Mar/2025,2,($0.75),2025-05-28 05:20:52
La Rosa Holdings Corp.,LRHC,"$5,245,085",,time-not-supplied,Mar/2025,3,($0.35),2025-05-28 05:20:52
Movano Inc.,MOVE,"$4,362,911",,time-not-supplied,Mar/2025,3,($1.50),2025-05-28 05:20:52
Singularity Future Technology Ltd.,SGLY,"$3,741,528",,time-not-supplied,Mar/2025,3,($0.32),2025-05-28 05:20:52
PainReform Ltd.,PRFX,"$3,675,752",,time-not-supplied,Mar/2025,3,($65.27),2025-05-28 05:20:52
