Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
NVIDIA Corporation,NVDA,"$3,241,052,000,000",$0.80,time-after-hours,Apr/2025,15,$0.58,2025-05-28 05:20:52
"Salesforce, Inc.",CRM,"$262,477,930,000",$1.87,time-after-hours,Apr/2025,16,$1.90,2025-05-28 05:20:52
"Synopsys, Inc.",SNPS,"$77,848,115,864",$2.40,time-after-hours,Apr/2025,6,$2.14,2025-05-28 05:20:52
Bank Of Montreal,BMO,"$75,824,230,000",$1.84,time-pre-market,Apr/2025,4,$1.91,2025-05-28 05:20:52
Haleon plc,HLN,"$50,325,920,124",,time-not-supplied,Mar/2025,N/A,$0.12,2025-05-28 05:20:52
Veeva Systems Inc.,VEEV,"$37,908,177,320",$1.20,time-after-hours,Apr/2025,10,$1.03,2025-05-28 05:20:52
"Agilent Technologies, Inc.",A,"$30,942,197,876",$1.26,time-after-hours,Apr/2025,6,$1.22,2025-05-28 05:20:52
HP Inc.,HPQ,"$26,376,830,751",$0.80,time-after-hours,Apr/2025,4,$0.82,2025-05-28 05:20:52
"Nutanix, Inc.",NTNX,"$21,295,664,854",$0.08,time-after-hours,Apr/2025,11,$0.01,2025-05-28 05:20:52
"Pure Storage, Inc. ",PSTG,"$18,074,688,176",($0.04),time-after-hours,Apr/2025,9,($0.02),2025-05-28 05:20:52
Dick's Sporting Goods Inc,DKS,"$13,353,467,813",$3.37,time-pre-market,Apr/2025,2,$3.30,2025-05-28 05:20:52
U-Haul Holding Company,UHAL,"$12,154,867,781",($0.26),time-after-hours,Mar/2025,1,($0.05),2025-05-28 05:20:52
Nordson Corporation,NDSN,"$11,145,594,770",$2.36,time-after-hours,Apr/2025,5,$2.34,2025-05-28 05:20:52
U-Haul Holding Company,UHAL.B,"$10,768,597,170",,time-after-hours,Mar/2025,3,($0.05),2025-05-28 05:20:52
"SentinelOne, Inc.",S,"$6,514,025,956",($0.18),time-after-hours,Apr/2025,12,($0.20),2025-05-28 05:20:52
"e.l.f. Beauty, Inc.",ELF,"$4,733,535,169",$0.57,time-after-hours,Mar/2025,11,$0.37,2025-05-28 05:20:52
Kingsoft Cloud Holdings Limited,KC,"$3,650,009,607",($0.14),time-pre-market,Mar/2025,2,($0.21),2025-05-28 05:20:52
Abercrombie & Fitch Company,ANF,"$3,575,748,901",$1.36,time-pre-market,Apr/2025,7,$2.14,2025-05-28 05:20:52
Macy's Inc,M,"$3,213,193,060",$0.14,time-pre-market,Apr/2025,5,$0.27,2025-05-28 05:20:52
"nCino, Inc.",NCNO,"$3,104,555,294",$0,time-after-hours,Apr/2025,5,$0.05,2025-05-28 05:20:52
"C3.ai, Inc.",AI,"$3,015,823,764",($0.67),time-after-hours,Apr/2025,6,($0.59),2025-05-28 05:20:52
