Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"TriSalus Life Sciences, Inc.",TLSI,"$163,621,382",($0.20),time-pre-market,Mar/2025,3,($0.54),2025-05-15 05:21:09
Molecular Partners AG,MOLN,"$160,604,755",,time-not-supplied,Mar/2025,N/A,($0.39),2025-05-15 05:21:09
"FitLife Brands, Inc.",FTLF,"$145,053,538",$0.24,time-after-hours,Mar/2025,1,$0.22,2025-05-15 05:21:09
"Nkarta, Inc.",NKTX,"$137,657,655",($0.44),time-not-supplied,Mar/2025,5,($0.58),2025-05-15 05:21:09
Alliance Entertainment Holding Corporation,AENT,"$134,527,457",,time-after-hours,Mar/2025,1,($0.07),2025-05-15 05:21:09
American Vanguard Corporation,AVD,"$126,954,326",,time-not-supplied,Mar/2025,1,$0.09,2025-05-15 05:21:09
"Aldeyra Therapeutics, Inc.",ALDX,"$124,194,000",($0.25),time-not-supplied,Mar/2025,4,($0.14),2025-05-15 05:21:09
Bragg Gaming Group Inc.,BRAG,"$115,750,721",,time-pre-market,Mar/2025,N/A,($0.09),2025-05-15 05:21:09
"PLBY Group, Inc. ",PLBY,"$113,433,953",($0.10),time-after-hours,Mar/2025,1,($0.23),2025-05-15 05:21:09
BioHarvest Sciences Inc.,BHST,"$113,323,263",($0.14),time-after-hours,Mar/2025,1,($0.35),2025-05-15 05:21:09
Bitcoin Depot Inc.,BTM,"$113,172,657",$0.09,time-pre-market,Mar/2025,4,($0.25),2025-05-15 05:21:09
"Kandi Technologies Group, Inc.",KNDI,"$110,944,957",,time-not-supplied,Mar/2025,1,$0.01,2025-05-15 05:21:09
Alpha Cognition Inc.,ACOG,"$110,696,728",($0.58),time-after-hours,Mar/2025,1,($0.75),2025-05-15 05:21:09
"Virgin Galactic Holdings, Inc.",SPCE,"$110,137,885",($2.23),time-after-hours,Mar/2025,1,$5,2025-05-15 05:21:09
"Black Diamond Therapeutics, Inc.",BDTX,"$109,744,886",$0.02,time-not-supplied,Mar/2025,4,($0.35),2025-05-15 05:21:09
"LightPath Technologies, Inc.",LPTH,"$109,237,289",($0.05),time-after-hours,Mar/2025,1,($0.07),2025-05-15 05:21:09
"Origin Materials, Inc.",ORGN,"$104,548,420",,time-after-hours,Mar/2025,N/A,($0.10),2025-05-15 05:21:09
"Invivyd, Inc.",IVVD,"$103,274,808",($0.04),time-pre-market,Mar/2025,2,($0.38),2025-05-15 05:21:09
"Contineum Therapeutics, Inc.",CTNM,"$98,570,602",($0.56),time-not-supplied,Mar/2025,2,($3.55),2025-05-15 05:21:09
Legacy Education Inc.,LGCY,"$92,977,983",$0.16,time-after-hours,Mar/2025,1,$0.19,2025-05-15 05:21:09
Imperial Petroleum Inc.,IMPP,"$91,544,525",,time-not-supplied,Mar/2025,1,$0.50,2025-05-15 05:21:09
Oramed Pharmaceuticals Inc.,ORMP,"$91,505,019",($0.03),time-not-supplied,Mar/2025,2,$0.04,2025-05-15 05:21:09
Ondas Holdings Inc.,ONDS,"$91,319,714",($0.11),time-pre-market,Mar/2025,2,($0.17),2025-05-15 05:21:09
"Duos Technologies Group, Inc.",DUOT,"$86,088,351",($0.18),time-after-hours,Mar/2025,2,($0.38),2025-05-15 05:21:09
EDAP TMS S.A.,EDAP,"$81,701,708",($0.16),time-pre-market,Mar/2025,3,($0.13),2025-05-15 05:21:09
"Sensus Healthcare, Inc.",SRTS,"$75,713,868",$0.04,time-after-hours,Mar/2025,2,$0.14,2025-05-15 05:21:09
vTv Therapeutics Inc.,VTVT,"$66,343,805",($0.73),time-not-supplied,Mar/2025,1,($1.17),2025-05-15 05:21:09
P3 Health Partners Inc.,PIII,"$58,823,291",$5,time-after-hours,Mar/2025,1,$8,2025-05-15 05:21:09
WidePoint Corporation,WYY,"$57,331,843",$0,time-after-hours,Mar/2025,2,($0.07),2025-05-15 05:21:09
Youxin Technology Ltd,YAAS,"$57,035,000",,time-not-supplied,Mar/2025,1,N/A,2025-05-15 05:21:09
Flexible Solutions International Inc.,FSI,"$56,155,042",$0.05,time-not-supplied,Mar/2025,1,$0.04,2025-05-15 05:21:09
"Immix Biopharma, Inc.",IMMX,"$55,197,040",($0.23),time-not-supplied,Mar/2025,1,($0.22),2025-05-15 05:21:09
"Precision BioSciences, Inc.",DTIL,"$53,929,535",($0.43),time-pre-market,Mar/2025,1,($0.35),2025-05-15 05:21:09
"Fluent, Inc.",FLNT,"$49,751,221",($0.41),time-after-hours,Mar/2025,1,($0.35),2025-05-15 05:21:09
"Adverum Biotechnologies, Inc.",ADVM,"$46,272,546",($1.92),time-not-supplied,Mar/2025,3,($1.50),2025-05-15 05:21:09
"LanzaTech Global, Inc.",LNZA,"$45,517,066",($0.11),time-not-supplied,Mar/2025,2,($0.13),2025-05-15 05:21:09
"Century Therapeutics, Inc.",IPSC,"$45,259,687",($0.31),time-not-supplied,Mar/2025,3,($0.45),2025-05-15 05:21:09
VolitionRX Limited,VNRX,"$45,163,163",($0.06),time-after-hours,Mar/2025,1,($0.10),2025-05-15 05:21:09
"Mersana Therapeutics, Inc.",MRSN,"$44,642,946",($0.21),time-not-supplied,Mar/2025,3,($0.16),2025-05-15 05:21:09
Lantern Pharma Inc.,LTRN,"$44,325,220",,time-pre-market,Mar/2025,N/A,($0.51),2025-05-15 05:21:09
"Kronos Bio, Inc.",KRON,"$44,294,134",($0.30),time-not-supplied,Mar/2025,1,($0.50),2025-05-15 05:21:09
Ideal Power Inc.,IPWR,"$41,909,155",,time-pre-market,Mar/2025,1,($0.39),2025-05-15 05:21:09
374Water Inc.,SCWO,"$41,710,382",,time-after-hours,Mar/2025,1,($0.02),2025-05-15 05:21:09
Akari Therapeutics Plc,AKTX,"$40,427,087",,time-not-supplied,Mar/2025,1,N/A,2025-05-15 05:21:09
"KORE Group Holdings, Inc.",KORE,"$39,639,741",($0.59),time-after-hours,Mar/2025,1,($0.70),2025-05-15 05:21:09
"Atara Biotherapeutics, Inc.",ATRA,"$39,137,512",($3.07),time-not-supplied,Mar/2025,2,($5.75),2025-05-15 05:21:09
"NRX Pharmaceuticals, Inc.",NRXP,"$38,736,832",,time-after-hours,Mar/2025,N/A,($0.74),2025-05-15 05:21:09
"RenovoRx, Inc.",RNXT,"$37,643,155",($0.08),time-after-hours,Mar/2025,2,($0.07),2025-05-15 05:21:09
"Knightscope, Inc.",KSCP,"$36,369,456",($1.47),time-not-supplied,Mar/2025,2,$4,2025-05-15 05:21:09
"Harte Hanks, Inc.",HHS,"$33,844,270",,time-not-supplied,Mar/2025,1,$0.10,2025-05-15 05:21:09
"Katapult Holdings, Inc.",KPLT,"$31,094,864",,time-pre-market,Mar/2025,N/A,($0.13),2025-05-15 05:21:09
"Pioneer Power Solutions, Inc.",PPSI,"$30,358,326",($0.08),time-after-hours,Mar/2025,1,($0.10),2025-05-15 05:21:09
"Sidus Space, Inc.",SIDU,"$30,202,397",,time-after-hours,Mar/2025,1,($1.40),2025-05-15 05:21:09
Allakos Inc.,ALLK,"$29,761,137",($0.26),time-not-supplied,Mar/2025,1,($0.50),2025-05-15 05:21:09
"Precision Optics Corporation, Inc.",POCI,"$29,151,146",,time-after-hours,Mar/2025,1,($0.05),2025-05-15 05:21:09
Data Storage Corporation,DTST,"$29,032,526",,time-pre-market,Mar/2025,1,$0.05,2025-05-15 05:21:09
"The Glimpse Group, Inc.",VRAR,"$25,462,945",,time-pre-market,Mar/2025,1,($0.09),2025-05-15 05:21:09
"High Roller Technologies, Inc.",ROLR,"$24,330,389",,time-after-hours,Mar/2025,1,N/A,2025-05-15 05:21:09
Chemomab Therapeutics Ltd. ,CMMB,"$23,759,330",($0.20),time-not-supplied,Mar/2025,2,($0.28),2025-05-15 05:21:09
Castor Maritime Inc.,CTRM,"$23,576,224",,time-not-supplied,Mar/2025,1,$0.71,2025-05-15 05:21:09
"SIFCO Industries, Inc.",SIF,"$21,415,572",,time-not-supplied,Mar/2025,1,($0.26),2025-05-15 05:21:09
"Elevation Oncology, Inc.",ELEV,"$20,666,312",($0.20),time-not-supplied,Mar/2025,5,($0.23),2025-05-15 05:21:09
Cel-Sci Corporation,CVM,"$19,990,068",,time-not-supplied,Mar/2025,N/A,($0.14),2025-05-15 05:21:09
Vor Biopharma Inc.,VOR,"$19,976,248",($0.25),time-not-supplied,Mar/2025,4,($0.45),2025-05-15 05:21:09
"Stran & Company, Inc.",SWAG,"$19,910,997",,time-after-hours,Mar/2025,1,($0.03),2025-05-15 05:21:09
"Bridgeline Digital, Inc.",BLIN,"$19,423,253",($0.04),time-after-hours,Mar/2025,1,($0.02),2025-05-15 05:21:09
"GameSquare Holdings, Inc.",GAME,"$18,943,196",($0.16),time-after-hours,Mar/2025,2,($0.39),2025-05-15 05:21:09
iPower Inc.,IPW,"$18,554,968",,time-after-hours,Mar/2025,1,$0.05,2025-05-15 05:21:09
American Shared Hospital Services,AMS,"$18,382,500",$0.04,time-pre-market,Mar/2025,1,$0.02,2025-05-15 05:21:09
Synergy CHC Corp.,SNYR,"$18,018,286",$0.07,time-pre-market,Mar/2025,1,N/A,2025-05-15 05:21:09
NextPlat Corp,NXPL,"$17,369,281",,time-pre-market,Mar/2025,1,($0.08),2025-05-15 05:21:09
"Worksport, Ltd.",WKSP,"$16,688,413",($1.05),time-after-hours,Mar/2025,1,($1.80),2025-05-15 05:21:09
HOOKIPA Pharma Inc.,HOOK,"$16,520,883",($0.61),time-not-supplied,Mar/2025,1,$1.20,2025-05-15 05:21:09
"GlycoMimetics, Inc.",GLYC,"$16,315,556",,time-not-supplied,Mar/2025,N/A,($0.17),2025-05-15 05:21:09
"Medalist Diversified REIT, Inc.",MDRR,"$15,897,433",,time-not-supplied,Mar/2025,1,N/A,2025-05-15 05:21:09
Enlightify Inc.,ENFY,"$15,415,544",,time-not-supplied,Mar/2025,1,($0.79),2025-05-15 05:21:09
"Banzai International, Inc.",BNZI,"$15,147,330",($0.12),time-after-hours,Mar/2025,1,$13,2025-05-15 05:21:09
Lifeward Ltd.,LFWD,"$15,094,999",($0.33),time-pre-market,Mar/2025,1,($0.73),2025-05-15 05:21:09
BP Prudhoe Bay Royalty Trust,BPT,"$14,609,780",,time-not-supplied,Mar/2025,1,N/A,2025-05-15 05:21:09
"ProPhase Labs, Inc.",PRPH,"$14,238,866",($0.18),time-not-supplied,Mar/2025,1,($0.07),2025-05-15 05:21:09
Cambium Networks Corporation,CMBM,"$13,907,251",($0.20),time-not-supplied,Mar/2025,3,($0.53),2025-05-15 05:21:09
"Equillium, Inc.",EQ,"$13,606,545",($0.22),time-not-supplied,Mar/2025,2,($0.08),2025-05-15 05:21:09
BiomX Inc.,PHGE,"$13,356,838",($0.42),time-pre-market,Mar/2025,1,($1.50),2025-05-15 05:21:09
Air Industries Group,AIRI,"$13,261,801",($0.04),time-pre-market,Mar/2025,1,($0.21),2025-05-15 05:21:09
S&W Seed Company,SANW,"$12,270,155",,time-pre-market,Mar/2025,1,($1.90),2025-05-15 05:21:09
PAVmed Inc.,PAVM,"$12,138,805",($0.31),time-pre-market,Mar/2025,1,($0.99),2025-05-15 05:21:09
"Precipio, Inc.",PRPO,"$10,530,184",,time-after-hours,Mar/2025,1,($1.46),2025-05-15 05:21:09
"LM Funding America, Inc.",LMFA,"$9,599,480",($0.65),time-pre-market,Mar/2025,1,($0.84),2025-05-15 05:21:09
Phio Pharmaceuticals Corp.,PHIO,"$9,078,493",,time-not-supplied,Mar/2025,N/A,($4.23),2025-05-15 05:21:09
Naas Technology Inc.,NAAS,"$8,163,820",,time-not-supplied,Mar/2025,1,($5.60),2025-05-15 05:21:09
Brainstorm Cell Therapeutics Inc.,BCLI,"$7,892,044",,time-pre-market,Mar/2025,N/A,($0.75),2025-05-15 05:21:09
"SUNation Energy, Inc.",SUNE,"$6,492,520",,time-after-hours,Mar/2025,1,($99.99),2025-05-15 05:21:09
Biofrontera Inc.,BFRI,"$6,378,582",($0.14),time-after-hours,Mar/2025,1,($1.85),2025-05-15 05:21:09
Lipella Pharmaceuticals Inc.,LIPO,"$6,104,402",,time-not-supplied,Mar/2025,1,($1.28),2025-05-15 05:21:09
"Moving iMage Technologies, Inc.",MITQ,"$5,899,512",,time-pre-market,Mar/2025,1,($0.06),2025-05-15 05:21:09
MetaVia Inc. ,MTVA,"$5,625,665",($0.57),time-not-supplied,Mar/2025,1,($1.32),2025-05-15 05:21:09
CaliberCos Inc.,CWD,"$5,393,074",($0.40),time-after-hours,Mar/2025,1,($3.60),2025-05-15 05:21:09
"Workhorse Group, Inc.",WKHS,"$5,279,360",$4,time-pre-market,Mar/2025,1,$25,2025-05-15 05:21:09
"New Concept Energy, Inc",GBR,"$4,969,262",,time-not-supplied,Mar/2025,1,$0.01,2025-05-15 05:21:09
IM Cannabis Corp.,IMCC,"$4,628,178",,time-pre-market,Mar/2025,N/A,($0.96),2025-05-15 05:21:09
Nuvve Holding Corp.,NVVE,"$4,448,671",,time-after-hours,Mar/2025,1,($16.90),2025-05-15 05:21:09
"NovaBay Pharmaceuticals, Inc.",NBY,"$3,417,020",($0.24),time-not-supplied,Mar/2025,1,($4.90),2025-05-15 05:21:09
Marin Software Incorporated,MRIN,"$3,394,925",,time-not-supplied,Mar/2025,1,($0.78),2025-05-15 05:21:09
Edible Garden AG Incorporated,EDBL,"$3,347,590",,time-pre-market,Mar/2025,1,($99.99),2025-05-15 05:21:09
"Matinas Biopharma Holdings, Inc.",MTNB,"$3,323,327",,time-not-supplied,Mar/2025,1,($1.50),2025-05-15 05:21:09
Expion360 Inc.,XPON,"$3,301,691",($0.64),time-after-hours,Mar/2025,1,$31,2025-05-15 05:21:09
"Ascent Solar Technologies, Inc",ASTI,"$3,087,831",,time-not-supplied,Mar/2025,1,$42,2025-05-15 05:21:09
C3is Inc.,CISS,"$3,084,034",,time-pre-market,Mar/2025,1,$16.65,2025-05-15 05:21:09
"Super League Enterprise, Inc.",SLE,"$2,666,426",($0.30),time-after-hours,Mar/2025,1,$1,2025-05-15 05:21:09
"Tivic Health Systems, Inc.",TIVC,"$2,486,749",,time-after-hours,Mar/2025,1,($17.18),2025-05-15 05:21:09
"SRX Health Solutions, Inc.",SRXH,"$1,802,262",,time-after-hours,Mar/2025,1,($2.67),2025-05-15 05:21:09
Venus Concept Inc. ,VERO,"$1,794,099",,time-pre-market,Mar/2025,1,($18.48),2025-05-15 05:21:09
"cbdMD, Inc.",YCBD,"$1,176,160",,time-after-hours,Mar/2025,1,($10.80),2025-05-15 05:21:09
NuCana plc,NCNA,"$186,921",,time-not-supplied,Mar/2025,N/A,($0.16),2025-05-15 05:21:09
Acuren Corporation,TIC,,,time-pre-market,Mar/2025,1,N/A,2025-05-15 05:21:09
