Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Adobe Inc.,ADBE,"$177,491,196,000",$4.01,time-after-hours,May/2025,12,$3.63,2025-06-12 05:21:13
Ferrovial SE,FER,"$37,212,015,374",,time-not-supplied,Mar/2025,2,N/A,2025-06-12 05:21:13
Korea Electric Power Corporation,KEP,"$13,147,424,297",,time-not-supplied,Mar/2025,2,$0.33,2025-06-12 05:21:13
Freedom Holding Corp.,FRHC,"$9,242,158,284",,time-not-supplied,Mar/2025,2,$1.58,2025-06-12 05:21:13
Telix Pharmaceuticals Limited,TLX,"$5,780,691,856",$0.22,time-not-supplied,Mar/2025,2,N/A,2025-06-12 05:21:13
Korn Ferry ,KFY,"$3,622,958,412",$1.25,time-not-supplied,Apr/2025,2,$1.26,2025-06-12 05:21:13
RH,RH,"$3,546,794,997",($0.09),time-after-hours,Apr/2025,8,($0.40),2025-06-12 05:21:13
Uxin Limited,UXIN,"$851,478,949",,time-pre-market,Mar/2025,2,($0.95),2025-06-12 05:21:13
Yiren Digital Ltd.,YRD,"$639,407,982",,time-pre-market,Mar/2025,2,$0.76,2025-06-12 05:21:13
Seneca Foods Corp.,SENEA,"$634,931,112",,time-not-supplied,Mar/2025,2,($0.02),2025-06-12 05:21:13
Seneca Foods Corp.,SENEB,"$620,483,660",,time-not-supplied,Mar/2025,2,($0.02),2025-06-12 05:21:13
"TechTarget, Inc.",TTGT,"$530,448,380",($0.04),time-not-supplied,Mar/2025,1,($0.02),2025-06-12 05:21:13
"America's Car-Mart, Inc.",CRMT,"$460,929,672",$0.87,time-pre-market,Apr/2025,2,$0.06,2025-06-12 05:21:13
Mesabi Trust,MSB,"$348,336,266",,time-not-supplied,Apr/2025,2,$0.27,2025-06-12 05:21:13
Nano Dimension Ltd.,NNDM,"$328,098,049",,time-after-hours,Mar/2025,2,($0.15),2025-06-12 05:21:13
The Lovesac Company,LOVE,"$309,036,299",($0.84),time-pre-market,Apr/2025,2,($0.83),2025-06-12 05:21:13
Euroseas Ltd.,ESEA,"$289,373,076",$3.35,time-not-supplied,Mar/2025,1,$2.66,2025-06-12 05:21:13
Outdoor Holding Company,POWW,"$181,678,415",($0.02),time-not-supplied,Mar/2025,1,$0.01,2025-06-12 05:21:13
Hooker Furnishings Corporation,HOFT,"$129,181,408",($0.16),time-pre-market,Apr/2025,2,($0.39),2025-06-12 05:21:13
"Perma-Pipe International Holdings, Inc.",PPIH,"$114,549,851",,time-not-supplied,Apr/2025,2,$0.18,2025-06-12 05:21:13
Tuniu Corporation,TOUR,"$113,647,844",,time-pre-market,Mar/2025,2,$0.04,2025-06-12 05:21:13
Youxin Technology Ltd,YAAS,"$97,295,000",,time-not-supplied,Mar/2025,2,N/A,2025-06-12 05:21:13
"Kandi Technologies Group, Inc.",KNDI,"$96,967,640",,time-not-supplied,Mar/2025,2,$0.01,2025-06-12 05:21:13
"J. W. Mays, Inc.",MAYS,"$75,249,067",,time-not-supplied,Apr/2025,2,($0.04),2025-06-12 05:21:13
"111, Inc.",YI,"$69,946,209",,time-not-supplied,Mar/2025,2,($0.20),2025-06-12 05:21:13
Cheche Group Inc.,CCG,"$67,415,142",,time-not-supplied,Mar/2025,2,($0.02),2025-06-12 05:21:13
"Syntec Optics Holdings, Inc.",OPTX,"$58,334,343",,time-not-supplied,Mar/2025,2,($0.03),2025-06-12 05:21:13
"Maxeon Solar Technologies, Ltd.",MAXN,"$57,871,297",,time-not-supplied,Mar/2025,2,($99.99),2025-06-12 05:21:13
"PodcastOne, Inc.",PODC,"$48,299,262",($0.04),time-not-supplied,Mar/2025,2,($0.05),2025-06-12 05:21:13
"Zedge, Inc.",ZDGE,"$36,472,509",,time-after-hours,Apr/2025,2,$0.03,2025-06-12 05:21:13
"Kirkland's, Inc.",KIRK,"$28,067,935",,time-not-supplied,Apr/2025,2,($0.68),2025-06-12 05:21:13
Argo Blockchain plc,ARBK,"$27,950,870",,time-not-supplied,Mar/2025,N/A,($0.10),2025-06-12 05:21:13
Moolec Science SA,MLEC,"$27,848,027",,time-not-supplied,Mar/2025,2,($0.40),2025-06-12 05:21:13
REE Automotive Ltd.,REE,"$23,982,283",($0.82),time-not-supplied,Mar/2025,1,($1.96),2025-06-12 05:21:13
Castor Maritime Inc.,CTRM,"$22,996,403",,time-not-supplied,Mar/2025,2,$0.71,2025-06-12 05:21:13
Enlightify Inc.,ENFY,"$14,592,034",,time-not-supplied,Mar/2025,2,($0.79),2025-06-12 05:21:13
BP Prudhoe Bay Royalty Trust,BPT,"$13,910,000",,time-not-supplied,Mar/2025,2,N/A,2025-06-12 05:21:13
Trinity Biotech plc,TRIB,"$12,298,996",($0.28),time-not-supplied,Mar/2025,1,($0.37),2025-06-12 05:21:13
Cambium Networks Corporation,CMBM,"$10,427,614",($0.20),time-not-supplied,Mar/2025,2,($0.53),2025-06-12 05:21:13
Naas Technology Inc.,NAAS,"$7,623,567",,time-not-supplied,Mar/2025,2,($5.60),2025-06-12 05:21:13
OceanPal Inc.,OP,"$5,473,383",,time-not-supplied,Mar/2025,2,($0.23),2025-06-12 05:21:13
Marin Software Incorporated,MRIN,"$5,343,863",,time-not-supplied,Mar/2025,2,($0.78),2025-06-12 05:21:13
Clearmind Medicine Inc.,CMND,"$3,927,379",,time-not-supplied,Apr/2025,2,($0.28),2025-06-12 05:21:13
