Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"General Mills, Inc.",GIS,"$32,831,333,250",$0.95,time-pre-market,Feb/2025,8,$1.17,2025-03-19 05:19:16
Prudential Public Limited Company,PUK,"$25,951,973,001",,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
"Williams-Sonoma, Inc.",WSM,"$20,619,240,453",$2.91,time-pre-market,Jan/2025,9,$2.72,2025-03-19 05:19:16
GDS Holdings Limited,GDS,"$6,856,403,811",($0.27),time-pre-market,Dec/2024,2,($0.62),2025-03-19 05:19:16
"Ollie's Bargain Outlet Holdings, Inc.",OLLI,"$6,280,267,329",$1.20,time-pre-market,Jan/2025,7,$1.23,2025-03-19 05:19:16
Sportradar Group AG,SRAD,"$5,987,078,282",$0.04,time-pre-market,Dec/2024,5,$0.08,2025-03-19 05:19:16
Macro Bank Inc.,BMA,"$5,449,720,493",$2.41,time-not-supplied,Dec/2024,2,$8.89,2025-03-19 05:19:16
Kingsoft Cloud Holdings Limited,KC,"$4,391,298,653",($0.15),time-pre-market,Dec/2024,1,($0.17),2025-03-19 05:19:16
"Five Below, Inc.",FIVE,"$4,015,702,917",$3.38,time-after-hours,Jan/2025,9,$3.65,2025-03-19 05:19:16
Corporacion America Airports SA,CAAP,"$3,000,033,355",,time-pre-market,Dec/2024,N/A,$0.81,2025-03-19 05:19:16
JOYY Inc.,YY,"$2,902,170,029",$0.68,time-after-hours,Dec/2024,1,$0.92,2025-03-19 05:19:16
HUTCHMED (China) Limited,HCM,"$2,735,084,236",,time-pre-market,Dec/2024,2,N/A,2025-03-19 05:19:16
Signet Jewelers Limited,SIG,"$2,085,412,486",$6.39,time-pre-market,Jan/2025,2,$6.73,2025-03-19 05:19:16
"TWFG, Inc.",TWFG,"$1,626,315,882",$0.10,time-after-hours,Dec/2024,2,N/A,2025-03-19 05:19:16
Universal Corporation,UVV,"$1,366,743,546",,time-not-supplied,Dec/2024,2,$2.16,2025-03-19 05:19:16
"Worthington Steel, Inc.",WS,"$1,351,571,138",$0.67,time-after-hours,Feb/2025,1,$0.99,2025-03-19 05:19:16
Liquidia Corporation,LQDA,"$1,221,306,441",($0.38),time-pre-market,Dec/2024,4,($0.42),2025-03-19 05:19:16
"LENZ Therapeutics, Inc.",LENZ,"$699,897,701",($0.42),time-after-hours,Dec/2024,2,N/A,2025-03-19 05:19:16
"Capricor Therapeutics, Inc.",CAPR,"$601,566,883",($0.31),time-after-hours,Dec/2024,3,($0.02),2025-03-19 05:19:16
"Precigen, Inc.",PGEN,"$527,164,375",($0.06),time-after-hours,Dec/2024,3,($0.09),2025-03-19 05:19:16
"Guess?, Inc.",GES,"$499,131,358",$1.45,time-not-supplied,Jan/2025,1,$2.01,2025-03-19 05:19:16
North American Construction Group Ltd.,NOA,"$465,828,701",$0.70,time-after-hours,Dec/2024,3,$0.65,2025-03-19 05:19:16
AirJoule Technologies Corporation,AIRJ,"$433,342,960",($0.07),time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
SBC Medical Group Holdings Incorporated,SBC,"$335,847,860",$0.17,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
Artesian Resources Corporation,ARTNA,"$329,225,302",,time-not-supplied,Dec/2024,N/A,$0.34,2025-03-19 05:19:16
Ur Energy Inc,URG,"$294,958,251",($0.05),time-not-supplied,Dec/2024,2,($0.02),2025-03-19 05:19:16
"J. Jill, Inc.",JILL,"$291,313,778",$0.22,time-pre-market,Jan/2025,4,$0.23,2025-03-19 05:19:16
Logistic Properties of the Americas,LPA,"$284,753,528",,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
"Septerna, Inc.",SEPN,"$279,737,275",($0.56),time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
TAT Technologies Ltd.,TATT,"$260,546,363",,time-not-supplied,Dec/2024,2,$0.04,2025-03-19 05:19:16
Gold Royalty Corp.,GROY,"$255,297,840",($0.01),time-after-hours,Dec/2024,2,$0.01,2025-03-19 05:19:16
Alumis Inc.,ALMS,"$248,641,484",($1.39),time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
"Spire Global, Inc.",SPIR,"$233,466,502",($0.97),time-not-supplied,Dec/2024,1,($0.52),2025-03-19 05:19:16
"FrontView REIT, Inc.",FVR,"$232,345,536",$0.28,time-after-hours,Dec/2024,2,N/A,2025-03-19 05:19:16
MediWound Ltd.,MDWD,"$200,046,600",($0.59),time-pre-market,Dec/2024,5,($0.19),2025-03-19 05:19:16
SWK Holdings Corporation,SWKH,"$197,750,050",,time-after-hours,Dec/2024,2,$0.23,2025-03-19 05:19:16
ADC Therapeutics SA,ADCT,"$178,875,791",($0.39),time-not-supplied,Dec/2024,3,($1.03),2025-03-19 05:19:16
BankFinancial Corporation,BFIN,"$158,126,004",$0.23,time-not-supplied,Dec/2024,1,$0.17,2025-03-19 05:19:16
Epsilon Energy Ltd.,EPSN,"$152,782,709",$0.05,time-not-supplied,Dec/2024,1,$0.12,2025-03-19 05:19:16
scPharmaceuticals Inc.,SCPH,"$151,621,606",($0.40),time-after-hours,Dec/2024,4,($0.35),2025-03-19 05:19:16
"Aeva Technologies, Inc.",AEVA,"$146,561,219",($0.69),time-after-hours,Dec/2024,3,($0.70),2025-03-19 05:19:16
"Lument Finance Trust, Inc.",LFT,"$143,803,294",$0.10,time-after-hours,Dec/2024,1,$0.10,2025-03-19 05:19:16
Envela Corporation,ELA,"$142,717,200",$0.04,time-not-supplied,Dec/2024,1,$0.05,2025-03-19 05:19:16
Neonode Inc.,NEON,"$137,955,619",,time-not-supplied,Dec/2024,N/A,($0.39),2025-03-19 05:19:16
"Sera Prognostics, Inc.",SERA,"$137,454,075",($0.23),time-after-hours,Dec/2024,1,($0.25),2025-03-19 05:19:16
"TuHURA Biosciences, Inc.",HURA,"$96,408,715",($0.15),time-not-supplied,Dec/2024,2,($8.39),2025-03-19 05:19:16
Oramed Pharmaceuticals Inc.,ORMP,"$96,345,845",($0.03),time-not-supplied,Dec/2024,2,($0.08),2025-03-19 05:19:16
"HilleVax, Inc.",HLVX,"$87,160,623",($0.38),time-not-supplied,Dec/2024,4,($0.78),2025-03-19 05:19:16
"Rani Therapeutics Holdings, Inc.",RANI,"$86,505,910",($0.24),time-not-supplied,Dec/2024,3,($0.27),2025-03-19 05:19:16
MV Oil Trust,MVO,"$66,125,000",,time-not-supplied,Dec/2024,2,$0.38,2025-03-19 05:19:16
"Aimei Health Technology Co., Ltd",AFJK,"$65,700,000",,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
Vor Biopharma Inc.,VOR,"$61,497,220",($0.25),time-not-supplied,Dec/2024,4,($0.39),2025-03-19 05:19:16
"One Stop Systems, Inc.",OSS,"$61,232,149",($0.02),time-pre-market,Dec/2024,1,($0.01),2025-03-19 05:19:16
icad inc.,ICAD,"$60,776,669",,time-after-hours,Dec/2024,2,($0.02),2025-03-19 05:19:16
"Applied Therapeutics, Inc.",APLT,"$59,737,414",($0.15),time-not-supplied,Dec/2024,1,($0.33),2025-03-19 05:19:16
VOC Energy Trust,VOC,"$53,550,000",,time-not-supplied,Dec/2024,2,$0.23,2025-03-19 05:19:16
"Aadi Bioscience, Inc.",AADI,"$48,801,836",($0.30),time-pre-market,Dec/2024,2,($0.60),2025-03-19 05:19:16
vTv Therapeutics Inc.,VTVT,"$47,365,649",,time-not-supplied,Dec/2024,2,($1.67),2025-03-19 05:19:16
Gold Resource Corporation,GORO,"$46,804,550",,time-not-supplied,Dec/2024,N/A,($0.03),2025-03-19 05:19:16
"Spero Therapeutics, Inc.",SPRO,"$42,655,012",($0.31),time-not-supplied,Dec/2024,2,$0.96,2025-03-19 05:19:16
Barinthus Biotherapeutics plc,BRNS,"$42,642,163",($0.34),time-not-supplied,Dec/2024,2,($0.45),2025-03-19 05:19:16
"ESS Tech, Inc.",GWH,"$38,619,331",($1.34),time-not-supplied,Dec/2024,1,($1.35),2025-03-19 05:19:16
"Firefly Neuroscience, Inc. ",AIFF,"$36,139,301",,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
Clene Inc.,CLNN,"$35,350,186",($1.21),time-not-supplied,Dec/2024,2,($1.20),2025-03-19 05:19:16
LAVA Therapeutics N.V.,LVTX,"$34,175,813",($0.26),time-not-supplied,Dec/2024,3,($0.24),2025-03-19 05:19:16
"FTC Solar, Inc.",FTCI,"$33,219,467",($0.99),time-not-supplied,Dec/2024,2,($0.70),2025-03-19 05:19:16
Moolec Science SA,MLEC,"$33,011,039",,time-not-supplied,Dec/2024,2,($0.05),2025-03-19 05:19:16
Stardust Power Inc.,SDST,"$29,720,407",($0.07),time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
Nortech Systems Incorporated,NSYS,"$27,732,945",,time-not-supplied,Dec/2024,2,$1.51,2025-03-19 05:19:16
American Strategic Investment Co.,NYC,"$26,639,800",,time-pre-market,Dec/2024,N/A,($3.42),2025-03-19 05:19:16
"High Roller Technologies, Inc.",ROLR,"$26,372,049",,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
Yunhong Green CTI Ltd.,YHGJ,"$25,848,187",,time-not-supplied,Dec/2024,2,$0.02,2025-03-19 05:19:16
Mogo Inc.,MOGO,"$22,024,800",($0.09),time-not-supplied,Dec/2024,2,($0.09),2025-03-19 05:19:16
CVD Equipment Corporation,CVV,"$21,333,698",,time-after-hours,Dec/2024,2,($0.33),2025-03-19 05:19:16
AIX Inc.,AIFU,"$21,066,065",,time-not-supplied,Dec/2024,2,($0.07),2025-03-19 05:19:16
Intelligent Protection Management Corp. ,IPM,"$18,289,234",,time-after-hours,Dec/2024,2,($0.03),2025-03-19 05:19:16
"Medalist Diversified REIT, Inc.",MDRR,"$16,830,584",,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
Sol-Gel Technologies Ltd.,SLGL,"$15,491,622",,time-not-supplied,Dec/2024,N/A,($0.17),2025-03-19 05:19:16
"Electro-Sensors, Inc.",ELSE,"$15,426,437",,time-not-supplied,Dec/2024,2,$0.06,2025-03-19 05:19:16
17 Education & Technology Group Inc.,YQ,"$15,339,254",,time-not-supplied,Dec/2024,2,($1.23),2025-03-19 05:19:16
"ConnectM Technology Solutions, Inc.",CNTM,"$15,108,080",($0.06),time-not-supplied,Dec/2024,1,($0.52),2025-03-19 05:19:16
"Spruce Biosciences, Inc.",SPRB,"$13,840,501",($0.21),time-not-supplied,Dec/2024,3,($0.23),2025-03-19 05:19:16
Wag! Group Co.,PET,"$12,427,864",,time-not-supplied,Dec/2024,2,($0.09),2025-03-19 05:19:16
"Sensei Biotherapeutics, Inc.",SNSE,"$11,343,272",($0.25),time-not-supplied,Dec/2024,1,($0.30),2025-03-19 05:19:16
Sphere 3D Corp.,ANY,"$10,470,454",($0.27),time-not-supplied,Dec/2024,1,($0.64),2025-03-19 05:19:16
"Talphera, Inc.",TLPH,"$9,536,362",,time-not-supplied,Dec/2024,N/A,($0.25),2025-03-19 05:19:16
"Odyssey Marine Exploration, Inc.",OMEX,"$9,013,757",,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
"ABVC Biopharma, Inc.",ABVC,"$8,380,870",,time-not-supplied,Dec/2024,2,($0.35),2025-03-19 05:19:16
Hall of Fame Resort & Entertainment Company,HOFV,"$5,770,015",,time-not-supplied,Dec/2024,2,($2.60),2025-03-19 05:19:16
Healthy Choice Wellness Corp.,HCWC,"$5,496,819",,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
Portage Biotech Inc.,PRTG,"$4,416,238",,time-not-supplied,Dec/2024,N/A,($3.60),2025-03-19 05:19:16
Boxlight Corporation,BOXL,"$2,772,181",,time-not-supplied,Dec/2024,N/A,($3.15),2025-03-19 05:19:16
Peraso Inc.,PRSO,"$2,503,870",($0.50),time-after-hours,Dec/2024,1,($10.30),2025-03-19 05:19:16
"Ascent Solar Technologies, Inc",ASTI,"$2,344,903",,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
NuCana plc,NCNA,"$1,711,125",($2.42),time-not-supplied,Dec/2024,2,($4.25),2025-03-19 05:19:16
iSpecimen Inc.,ISPC,"$1,289,934",,time-not-supplied,Dec/2024,2,($6.80),2025-03-19 05:19:16
Churchill Capital Corp IX,CCIX,,,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
Perceptive Capital Solutions Corp,PCSC,,,time-not-supplied,Dec/2024,2,N/A,2025-03-19 05:19:16
