Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"National Health Investors, Inc.",NHI,"$3,443,500,189",$1.13,time-after-hours,Mar/2025,5,$1.10,2025-05-05 05:21:25
Primoris Services Corporation,PRIM,"$3,431,786,048",$0.66,time-after-hours,Mar/2025,3,$0.47,2025-05-05 05:21:25
Otter Tail Corporation,OTTR,"$3,319,470,001",,time-after-hours,Mar/2025,N/A,$1.77,2025-05-05 05:21:25
"Black Stone Minerals, L.P.",BSM,"$3,247,709,123",$0.32,time-after-hours,Mar/2025,3,$0.27,2025-05-05 05:21:25
The Goodyear Tire & Rubber Company,GT,"$3,057,773,842",$0.21,time-not-supplied,Mar/2025,5,$0.10,2025-05-05 05:21:25
IAC Inc.,IAC,"$2,951,561,428",($1.14),time-after-hours,Mar/2025,5,($0.93),2025-05-05 05:21:25
National Storage Affiliates Trust,NSA,"$2,844,448,657",$0.56,time-after-hours,Mar/2025,6,$0.60,2025-05-05 05:21:25
SiriusPoint Ltd.,SPNT,"$2,748,226,630",$0.26,time-after-hours,Mar/2025,1,$0.49,2025-05-05 05:21:25
Titan America SA,TTAM,"$2,464,926,157",$0.17,time-after-hours,Mar/2025,8,N/A,2025-05-05 05:21:25
Lufax Holding Ltd,LU,"$2,435,258,400",,time-not-supplied,Mar/2025,N/A,($0.21),2025-05-05 05:21:25
Twist Bioscience Corporation,TWST,"$2,249,444,565",($0.56),time-pre-market,Mar/2025,3,($0.79),2025-05-05 05:21:25
"Recursion Pharmaceuticals, Inc.",RXRX,"$2,210,948,680",($0.44),time-pre-market,Mar/2025,2,($0.39),2025-05-05 05:21:25
Crescent Energy Company,CRGY,"$2,194,439,124",$0.47,time-after-hours,Mar/2025,3,$0.46,2025-05-05 05:21:25
"Certara, Inc.",CERT,"$2,139,926,230",$0.09,time-after-hours,Mar/2025,4,$0.06,2025-05-05 05:21:25
Park Hotels & Resorts Inc.,PK,"$2,028,531,087",$0.39,time-pre-market,Mar/2025,5,$0.52,2025-05-05 05:21:25
Tidewater Inc.,TDW,"$1,923,442,271",$0.49,time-after-hours,Mar/2025,1,$0.89,2025-05-05 05:21:25
Addus HomeCare Corporation,ADUS,"$1,888,524,131",$1.22,time-after-hours,Mar/2025,4,$1.09,2025-05-05 05:21:25
"BioCryst Pharmaceuticals, Inc.",BCRX,"$1,820,041,774",($0.07),time-pre-market,Mar/2025,5,($0.17),2025-05-05 05:21:25
Upwork Inc.,UPWK,"$1,802,967,476",$0.22,time-after-hours,Mar/2025,2,$0.13,2025-05-05 05:21:25
Atlas Energy Solutions Inc.,AESI,"$1,710,448,208",$0.18,time-after-hours,Mar/2025,4,$0.34,2025-05-05 05:21:25
Playa Hotels & Resorts N.V.,PLYA,"$1,651,731,499",$0.41,time-after-hours,Mar/2025,3,$0.40,2025-05-05 05:21:25
"LTC Properties, Inc.",LTC,"$1,623,041,390",$0.66,time-after-hours,Mar/2025,2,$0.69,2025-05-05 05:21:25
"V2X, Inc.",VVX,"$1,561,369,701",$0.92,time-after-hours,Mar/2025,5,$0.90,2025-05-05 05:21:25
"Banco Latinoamericano de Comercio Exterior, S.A.",BLX,"$1,421,229,377",,time-after-hours,Mar/2025,N/A,$1.40,2025-05-05 05:21:25
"Celldex Therapeutics, Inc.",CLDX,"$1,374,808,726",($0.75),time-not-supplied,Mar/2025,6,($0.56),2025-05-05 05:21:25
"Ocular Therapeutix, Inc.",OCUL,"$1,356,459,750",($0.29),time-pre-market,Mar/2025,7,($0.24),2025-05-05 05:21:25
Adeia Inc. ,ADEA,"$1,328,811,129",$0.18,time-after-hours,Mar/2025,1,$0.21,2025-05-05 05:21:25
Ero Copper Corp.,ERO,"$1,299,822,413",$0.19,time-after-hours,Mar/2025,3,$0.16,2025-05-05 05:21:25
"Talos Energy, Inc.",TALO,"$1,283,824,456",($0.13),time-after-hours,Mar/2025,3,($0.15),2025-05-05 05:21:25
Baytex Energy Corp.,BTE,"$1,275,426,000",$0.10,time-after-hours,Mar/2025,1,($0.01),2025-05-05 05:21:25
Integra LifeSciences Holdings Corporation,IART,"$1,269,479,045",$0.43,time-pre-market,Mar/2025,6,$0.55,2025-05-05 05:21:25
Ingevity Corporation,NGVT,"$1,209,769,134",,time-after-hours,Mar/2025,N/A,$0.52,2025-05-05 05:21:25
"Syndax Pharmaceuticals, Inc.",SNDX,"$1,188,857,125",($1.05),time-after-hours,Mar/2025,6,($0.85),2025-05-05 05:21:25
ProAssurance Corporation,PRA,"$1,178,653,156",$0.19,time-not-supplied,Mar/2025,4,$0.08,2025-05-05 05:21:25
"Limbach Holdings, Inc.",LMB,"$1,122,054,447",$0.30,time-after-hours,Mar/2025,2,$0.64,2025-05-05 05:21:25
RLJ Lodging Trust,RLJ,"$1,080,447,886",$0.27,time-pre-market,Mar/2025,4,$0.33,2025-05-05 05:21:25
"Alexander's, Inc.",ALX,"$1,065,993,569",$3.57,time-pre-market,Mar/2025,1,$4.98,2025-05-05 05:21:25
New Mountain Finance Corporation,NMFC,"$1,055,865,353",$0.32,time-after-hours,Mar/2025,4,$0.36,2025-05-05 05:21:25
"HealthStream, Inc.",HSTM,"$1,015,897,268",$0.16,time-after-hours,Mar/2025,3,$0.17,2025-05-05 05:21:25
"Artivion, Inc.",AORT,"$980,977,227",$0.12,time-after-hours,Mar/2025,1,$0.06,2025-05-05 05:21:25
"Bain Capital Specialty Finance, Inc.",BCSF,"$969,865,056",$0.48,time-after-hours,Mar/2025,1,$0.53,2025-05-05 05:21:25
"EverQuote, Inc.",EVER,"$936,682,336",$0.32,time-after-hours,Mar/2025,6,$0.05,2025-05-05 05:21:25
"Accel Entertainment, Inc.",ACEL,"$899,246,877",$0.15,time-after-hours,Mar/2025,2,$0.20,2025-05-05 05:21:25
"Vimeo, Inc.",VMEO,"$839,095,092",($0.03),time-after-hours,Mar/2025,3,$0.04,2025-05-05 05:21:25
"Rocket Pharmaceuticals, Inc.",RCKT,"$838,109,450",($0.59),time-not-supplied,Mar/2025,7,($0.66),2025-05-05 05:21:25
"NAPCO Security Technologies, Inc.",NSSC,"$837,232,683",$0.28,time-pre-market,Mar/2025,1,$0.36,2025-05-05 05:21:25
"Vitesse Energy, Inc.",VTS,"$805,517,180",$0.04,time-after-hours,Mar/2025,1,$0.30,2025-05-05 05:21:25
"Heidrick & Struggles International, Inc.",HSII,"$799,453,237",$0.67,time-after-hours,Mar/2025,3,$0.67,2025-05-05 05:21:25
"Weave Communications, Inc.",WEAV,"$789,254,574",($0.11),time-after-hours,Mar/2025,3,($0.10),2025-05-05 05:21:25
Ethan Allen Interiors Inc.,ETD,"$738,486,038",$0.45,time-after-hours,Mar/2025,1,$0.48,2025-05-05 05:21:25
"PRA Group, Inc.",PRAA,"$726,580,808",$0.41,time-after-hours,Mar/2025,3,$0.09,2025-05-05 05:21:25
Ichor Holdings,ICHR,"$673,604,264",$0.14,time-after-hours,Mar/2025,4,($0.17),2025-05-05 05:21:25
iRadimed Corporation,IRMD,"$673,135,912",$0.40,time-pre-market,Mar/2025,1,$0.32,2025-05-05 05:21:25
"Ameresco, Inc.",AMRC,"$581,105,816",($0.24),time-after-hours,Mar/2025,7,($0.10),2025-05-05 05:21:25
"SI-BONE, Inc.",SIBN,"$580,758,627",($0.24),time-after-hours,Mar/2025,5,($0.27),2025-05-05 05:21:25
"Relay Therapeutics, Inc.",RLAY,"$557,726,883",($0.50),time-after-hours,Mar/2025,6,($0.62),2025-05-05 05:21:25
"Douglas Dynamics, Inc.",PLOW,"$551,716,783",($0.19),time-after-hours,Mar/2025,1,($0.31),2025-05-05 05:21:25
"Castle Biosciences, Inc.",CSTL,"$550,607,445",($0.08),time-after-hours,Mar/2025,1,($0.09),2025-05-05 05:21:25
Crawford & Company,CRD.A,"$543,949,228",,time-after-hours,Mar/2025,8,$0.13,2025-05-05 05:21:25
Diversified Healthcare Trust ,DHC,"$540,448,615",$0.04,time-after-hours,Mar/2025,1,$0.01,2025-05-05 05:21:25
"Stoke Therapeutics, Inc.",STOK,"$533,747,284",($0.37),time-not-supplied,Mar/2025,5,($0.57),2025-05-05 05:21:25
Crawford & Company,CRD.B,"$517,294,728",$0.20,time-after-hours,Mar/2025,2,$0.13,2025-05-05 05:21:25
ThredUp Inc.,TDUP,"$493,827,441",($0.11),time-after-hours,Mar/2025,2,($0.15),2025-05-05 05:21:25
BRC Inc.,BRCC,"$477,216,295",($0.02),time-after-hours,Mar/2025,3,$0.01,2025-05-05 05:21:25
"JELD-WEN Holding, Inc.",JELD,"$473,462,855",($0.22),time-after-hours,Mar/2025,3,$0.16,2025-05-05 05:21:25
"Intrepid Potash, Inc",IPI,"$434,880,119",($0.12),time-after-hours,Mar/2025,1,($0.14),2025-05-05 05:21:25
"Oric Pharmaceuticals, Inc.",ORIC,"$395,619,415",($0.51),time-not-supplied,Mar/2025,5,($0.37),2025-05-05 05:21:25
Artesian Resources Corporation,ARTNA,"$364,725,988",$0.35,time-not-supplied,Mar/2025,1,$0.43,2025-05-05 05:21:25
Navitas Semiconductor Corporation,NVTS,"$363,911,985",($0.10),time-after-hours,Mar/2025,3,($0.14),2025-05-05 05:21:25
"Safe Bulkers, Inc",SB,"$354,758,929",$0.03,time-not-supplied,Mar/2025,1,$0.20,2025-05-05 05:21:25
"Tactile Systems Technology, Inc.",TCMD,"$326,182,970",($0.07),time-after-hours,Mar/2025,4,($0.05),2025-05-05 05:21:25
Digimarc Corporation,DMRC,"$286,165,129",,time-after-hours,Mar/2025,8,($0.41),2025-05-05 05:21:25
Ur Energy Inc,URG,"$273,176,662",($0.03),time-not-supplied,Mar/2025,1,($0.07),2025-05-05 05:21:25
"Corvus Pharmaceuticals, Inc.",CRVS,"$239,838,002",($0.12),time-not-supplied,Mar/2025,3,($0.12),2025-05-05 05:21:25
Foghorn Therapeutics Inc.,FHTX,"$231,346,914",($0.30),time-not-supplied,Mar/2025,4,($0.59),2025-05-05 05:21:25
"Angel Oak Mortgage REIT, Inc.",AOMR,"$223,016,661",$0.25,time-pre-market,Mar/2025,3,$0.08,2025-05-05 05:21:25
Osisko Development Corp.,ODV,"$219,960,596",,time-not-supplied,Mar/2025,N/A,($0.02),2025-05-05 05:21:25
"James River Group Holdings, Ltd.",JRVR,"$217,723,397",$0.24,time-after-hours,Mar/2025,1,$0.39,2025-05-05 05:21:25
"Solesence, Inc.",SLSN,"$215,217,067",,time-after-hours,Mar/2025,8,$0.01,2025-05-05 05:21:25
"Idaho Strategic Resources, Inc.",IDR,"$208,255,484",$0.20,time-not-supplied,Mar/2025,1,$0.17,2025-05-05 05:21:25
"Escalade, Incorporated",ESCA,"$200,840,799",,time-pre-market,Mar/2025,N/A,$0.13,2025-05-05 05:21:25
Denny's Corporation,DENN,"$191,477,055",$0.08,time-after-hours,Mar/2025,5,$0.11,2025-05-05 05:21:25
"Ring Energy, Inc.",REI,"$179,959,976",,time-not-supplied,Mar/2025,N/A,$0.09,2025-05-05 05:21:25
"PLAYSTUDIOS, Inc. ",MYPS,"$170,835,809",($0.02),time-after-hours,Mar/2025,2,N/A,2025-05-05 05:21:25
ADC Therapeutics SA,ADCT,"$141,689,888",($0.38),time-not-supplied,Mar/2025,2,($0.56),2025-05-05 05:21:25
"Lyell Immunopharma, Inc.",LYEL,"$138,757,568",($0.19),time-not-supplied,Mar/2025,3,($0.24),2025-05-05 05:21:25
"TrueCar, Inc.",TRUE,"$131,756,611",($0.12),time-after-hours,Mar/2025,2,($0.06),2025-05-05 05:21:25
"TrueBlue, Inc.",TBI,"$130,120,431",($0.23),time-after-hours,Mar/2025,1,$0.03,2025-05-05 05:21:25
"Enanta Pharmaceuticals, Inc.",ENTA,"$129,061,891",($1.16),time-not-supplied,Mar/2025,3,($1.47),2025-05-05 05:21:25
"Freightcar America, Inc.",RAIL,"$113,790,570",$0.06,time-after-hours,Mar/2025,2,$0.02,2025-05-05 05:21:25
Exagen Inc.,XGN,"$109,894,322",($0.20),time-pre-market,Mar/2025,1,($0.19),2025-05-05 05:21:25
"KVH Industries, Inc.",KVHI,"$99,808,442",,time-not-supplied,Mar/2025,8,($0.05),2025-05-05 05:21:25
"Pliant Therapeutics, Inc.",PLRX,"$99,202,791",($0.72),time-not-supplied,Mar/2025,4,($0.78),2025-05-05 05:21:25
Hycroft Mining Holding Corporation,HYMC,"$84,693,584",,time-not-supplied,Mar/2025,8,$1,2025-05-05 05:21:25
Great Elm Capital Corp.,GECC,"$75,715,522",$0.39,time-after-hours,Mar/2025,2,$0.37,2025-05-05 05:21:25
"Assertio Holdings, Inc.",ASRT,"$62,262,081",($0.05),time-not-supplied,Mar/2025,2,$0.03,2025-05-05 05:21:25
"Rani Therapeutics Holdings, Inc.",RANI,"$61,505,397",($0.22),time-not-supplied,Mar/2025,2,($0.29),2025-05-05 05:21:25
Rand Capital Corporation,RAND,"$55,817,654",,time-pre-market,Mar/2025,8,$0.37,2025-05-05 05:21:25
"Hour Loop, Inc.",HOUR,"$44,290,814",,time-not-supplied,Mar/2025,8,$0.03,2025-05-05 05:21:25
"FibroGen, Inc",FGEN,"$34,180,573",$0.03,time-not-supplied,Mar/2025,2,($0.33),2025-05-05 05:21:25
Offerpad Solutions Inc. ,OPAD,"$30,118,482",($0.57),time-after-hours,Mar/2025,2,($0.65),2025-05-05 05:21:25
"The Beachbody Company, Inc.",BODI,"$26,621,163",($1.33),time-not-supplied,Mar/2025,1,($1.92),2025-05-05 05:21:25
"TOMI Environmental Solutions, Inc.",TOMZ,"$16,012,164",($0.05),time-after-hours,Mar/2025,1,($0.07),2025-05-05 05:21:25
"5E Advanced Materials, Inc.",FEAM,"$13,086,649",,time-not-supplied,Mar/2025,N/A,($1.84),2025-05-05 05:21:25
"Ekso Bionics Holdings, Inc.",EKSO,"$12,010,220",($0.11),time-after-hours,Mar/2025,1,($0.20),2025-05-05 05:21:25
"Galecto, Inc.",GLTO,"$3,967,077",,time-not-supplied,Mar/2025,N/A,$5,2025-05-05 05:21:25
Baosheng Media Group Holdings Limited,BAOS,"$2,854,146",,time-not-supplied,Mar/2025,8,N/A,2025-05-05 05:21:25
"Catheter Precision, Inc.",VTAK,"$2,494,189",,time-not-supplied,Mar/2025,N/A,($3.60),2025-05-05 05:21:25
"Wheeler Real Estate Investment Trust, Inc.",WHLR,"$314,937",,time-not-supplied,Mar/2025,8,N/A,2025-05-05 05:21:25
