Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Carnival Corporation,CCL,"$28,457,291,089",$0.02,time-pre-market,Feb/2025,8,($0.14),2025-03-21 05:18:54
Carnival Corporation,CUK,"$25,672,397,044",$0,time-pre-market,Feb/2025,1,($0.14),2025-03-21 05:18:54
NIO Inc.,NIO,"$10,790,663,864",($0.42),time-pre-market,Dec/2024,2,($0.45),2025-03-21 05:18:54
MINISO Group Holding Limited,MNSO,"$6,883,949,554",,time-pre-market,Dec/2024,N/A,$0.29,2025-03-21 05:18:54
Soho House & Co Inc.,SHCO,"$1,410,822,409",($0.07),time-not-supplied,Dec/2024,1,($0.10),2025-03-21 05:18:54
Lithium Americas Corp.,LAC,"$661,430,820",($0.02),time-not-supplied,Dec/2024,5,($0.08),2025-03-21 05:18:54
POET Technologies Inc.,POET,"$295,660,546",($0.09),time-not-supplied,Dec/2024,1,($0.13),2025-03-21 05:18:54
"Proficient Auto Logistics, Inc.",PAL,"$266,243,343",($0.05),time-not-supplied,Dec/2024,1,N/A,2025-03-21 05:18:54
51Talk Online Education Group,COE,"$134,688,112",,time-pre-market,Dec/2024,1,($0.81),2025-03-21 05:18:54
"Desktop Metal, Inc.",DM,"$91,022,074",,time-not-supplied,Dec/2024,N/A,($0.50),2025-03-21 05:18:54
Sunlands Technology Group,STG,"$73,824,080",,time-pre-market,Dec/2024,1,$1.59,2025-03-21 05:18:54
Entera Bio Ltd.,ENTX,"$71,822,829",($0.08),time-not-supplied,Dec/2024,1,($0.07),2025-03-21 05:18:54
Pedevco Corp.,PED,"$65,242,050",$0.01,time-not-supplied,Dec/2024,1,($0.05),2025-03-21 05:18:54
Immuneering Corporation,IMRX,"$52,164,753",($0.42),time-not-supplied,Dec/2024,3,($0.52),2025-03-21 05:18:54
"Texas Community Bancshares, Inc.",TCBS,"$50,473,562",,time-not-supplied,Dec/2024,1,($0.11),2025-03-21 05:18:54
Medicus Pharma Ltd.,MDCX,"$37,079,165",($0.31),time-not-supplied,Dec/2024,1,N/A,2025-03-21 05:18:54
"Opus Genetics, Inc.",IRD,"$36,303,726",($0.34),time-not-supplied,Dec/2024,1,($0.21),2025-03-21 05:18:54
OS Therapies Incorporated,OSTX,"$32,282,335",,time-not-supplied,Dec/2024,1,N/A,2025-03-21 05:18:54
Synergy CHC Corp.,SNYR,"$30,380,779",$0.10,time-not-supplied,Dec/2024,1,N/A,2025-03-21 05:18:54
Sow Good Inc.,SOWG,"$28,482,179",,time-pre-market,Dec/2024,N/A,$0.23,2025-03-21 05:18:54
Real Messenger Corporation,RMSG,"$19,574,726",,time-not-supplied,Dec/2024,1,$0.02,2025-03-21 05:18:54
Sky Quarry Inc.,SKYQ,"$13,162,301",,time-not-supplied,Dec/2024,1,N/A,2025-03-21 05:18:54
"Lazydays Holdings, Inc.",GORV,"$12,032,263",,time-not-supplied,Dec/2024,1,($1.09),2025-03-21 05:18:54
"Calidi Biotherapeutics, Inc.",CLDI,"$10,533,039",,time-not-supplied,Dec/2024,1,N/A,2025-03-21 05:18:54
"Fresh Vine Wine, Inc.",VINE,"$8,147,876",,time-not-supplied,Dec/2024,1,($0.12),2025-03-21 05:18:54
Biofrontera Inc.,BFRI,"$7,749,211",$0.02,time-pre-market,Dec/2024,1,($2.33),2025-03-21 05:18:54
"Soligenix, Inc.",SNGX,"$5,847,133",($0.95),time-not-supplied,Dec/2024,1,($2.56),2025-03-21 05:18:54
EON Resources Inc.,EONR,"$5,243,249",,time-not-supplied,Dec/2024,1,N/A,2025-03-21 05:18:54
"Allarity Therapeutics, Inc.",ALLR,"$4,433,587",,time-not-supplied,Dec/2024,1,N/A,2025-03-21 05:18:54
"Moleculin Biotech, Inc.",MBRX,"$3,121,971",($1.33),time-after-hours,Dec/2024,1,N/A,2025-03-21 05:18:54
"Tharimmune, Inc.",THAR,"$2,199,335",,time-not-supplied,Dec/2024,1,N/A,2025-03-21 05:18:54
"Tivic Health Systems, Inc.",TIVC,"$1,938,019",,time-after-hours,Dec/2024,1,N/A,2025-03-21 05:18:54
"SANUWAVE Health, Inc.",SNWV,,,time-pre-market,Dec/2024,1,$11.11,2025-03-21 05:18:54
