Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Planet Labs PBC,PL,"$1,237,275,817",($0.07),time-after-hours,Jan/2025,3,($0.11),2025-03-20 05:19:08
"Falcon's Beyond Global, Inc.",FBYD,"$1,127,839,536",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"ARS Pharmaceuticals, Inc.",SPRY,"$1,111,801,834",($0.10),time-pre-market,Dec/2024,4,($0.07),2025-03-20 05:19:08
Quantum Computing Inc.,QUBT,"$794,673,538",,time-after-hours,Dec/2024,2,($0.09),2025-03-20 05:19:08
"Chimerix, Inc.",CMRX,"$761,758,369",($0.26),time-not-supplied,Dec/2024,4,($0.20),2025-03-20 05:19:08
"Power Solutions International, Inc.",PSIX,"$761,057,293",,time-not-supplied,Dec/2024,2,$0.34,2025-03-20 05:19:08
Yiren Digital Ltd.,YRD,"$686,782,890",,time-pre-market,Dec/2024,2,$0.91,2025-03-20 05:19:08
X Financial,XYF,"$631,140,253",,time-pre-market,Dec/2024,2,$0.64,2025-03-20 05:19:08
Arbutus Biopharma Corporation,ABUS,"$621,532,727",($0.08),time-not-supplied,Dec/2024,2,($0.12),2025-03-20 05:19:08
"Shoe Carnival, Inc.",SCVL,"$607,899,493",$0.42,time-pre-market,Jan/2025,1,$0.59,2025-03-20 05:19:08
Torrid Holdings Inc.,CURV,"$569,875,752",($0.07),time-after-hours,Jan/2025,4,($0.04),2025-03-20 05:19:08
Scholastic Corporation,SCHL,"$553,311,565",($0.78),time-after-hours,Feb/2025,1,($0.80),2025-03-20 05:19:08
"Caleres, Inc.",CAL,"$550,507,679",$0.27,time-pre-market,Jan/2025,3,$0.86,2025-03-20 05:19:08
Bitfarms Ltd.,BITF,"$519,750,381",($0.04),time-not-supplied,Dec/2024,3,($0.06),2025-03-20 05:19:08
Immatics N.V.,IMTX,"$513,487,800",($0.03),time-not-supplied,Dec/2024,3,($0.32),2025-03-20 05:19:08
"Evolv Technologies Holdings, Inc.",EVLV,"$501,009,114",($0.10),time-not-supplied,Dec/2024,1,($0.11),2025-03-20 05:19:08
Valneva SE,VALN,"$484,615,844",($0.22),time-pre-market,Dec/2024,2,($0.50),2025-03-20 05:19:08
Autolus Therapeutics plc,AUTL,"$484,341,474",,time-pre-market,Dec/2024,N/A,($0.44),2025-03-20 05:19:08
"Savara, Inc.",SVRA,"$482,249,233",($0.11),time-not-supplied,Dec/2024,3,($0.09),2025-03-20 05:19:08
Nano Dimension Ltd.,NNDM,"$480,130,837",,time-not-supplied,Dec/2024,2,($0.01),2025-03-20 05:19:08
Gambling.com Group Limited,GAMB,"$460,070,706",$0.25,time-pre-market,Dec/2024,3,$0.18,2025-03-20 05:19:08
"Ouster, Inc.",OUST,"$440,581,992",($0.23),time-after-hours,Dec/2024,1,($0.95),2025-03-20 05:19:08
"Monte Rosa Therapeutics, Inc.",GLUE,"$413,469,260",($0.37),time-pre-market,Dec/2024,4,($0.58),2025-03-20 05:19:08
Runway Growth Finance Corp.,RWAY,"$407,281,884",$0.42,time-after-hours,Dec/2024,3,$0.45,2025-03-20 05:19:08
"Innventure, Inc.",INV,"$380,526,129",($0.15),time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
New Found Gold Corp,NFGC,"$363,874,292",($0.06),time-not-supplied,Dec/2024,1,($0.08),2025-03-20 05:19:08
"Tectonic Therapeutic, Inc.",TECX,"$353,474,428",($1.39),time-not-supplied,Dec/2024,2,($0.20),2025-03-20 05:19:08
"Lands' End, Inc.",LE,"$345,793,364",$0.58,time-pre-market,Jan/2025,1,$0.25,2025-03-20 05:19:08
Titan Machinery Inc.,TITN,"$331,391,166",($0.87),time-pre-market,Jan/2025,1,$1.05,2025-03-20 05:19:08
"Verastem, Inc.",VSTM,"$321,782,183",($0.86),time-not-supplied,Dec/2024,1,($1.02),2025-03-20 05:19:08
Arqit Quantum Inc.,ARQQ,"$294,344,372",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Terns Pharmaceuticals, Inc.",TERN,"$276,051,279",($0.30),time-not-supplied,Dec/2024,3,($0.29),2025-03-20 05:19:08
Standard Lithium Ltd.,SLI,"$258,414,692",($0.03),time-not-supplied,Dec/2024,1,($0.04),2025-03-20 05:19:08
"Transcontinental Realty Investors, Inc.",TCI,"$246,911,651",,time-not-supplied,Dec/2024,2,($0.30),2025-03-20 05:19:08
"flyExclusive, Inc.",FLYX,"$241,420,421",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Amprius Technologies, Inc.",AMPX,"$236,020,499",($0.11),time-after-hours,Dec/2024,5,($0.11),2025-03-20 05:19:08
Kopin Corporation,KOPN,"$233,436,882",,time-not-supplied,Dec/2024,N/A,($0.06),2025-03-20 05:19:08
"American Realty Investors, Inc.",ARL,"$216,760,417",,time-not-supplied,Dec/2024,2,($0.13),2025-03-20 05:19:08
"Luminar Technologies, Inc. ",LAZR,"$213,761,039",($2.52),time-after-hours,Dec/2024,1,($4.80),2025-03-20 05:19:08
Baozun Inc.,BZUN,"$210,799,047",,time-pre-market,Dec/2024,2,($0.11),2025-03-20 05:19:08
KNOT Offshore Partners LP,KNOP,"$188,269,298",$0.04,time-pre-market,Dec/2024,1,($0.16),2025-03-20 05:19:08
United States Antimony Corporation,UAMY,"$186,515,052",,time-after-hours,Dec/2024,N/A,($0.03),2025-03-20 05:19:08
Designer Brands Inc.,DBI,"$177,813,529",($0.47),time-pre-market,Jan/2025,2,($0.44),2025-03-20 05:19:08
"AMMO, Inc.",POWW,"$169,822,128",$0.03,time-not-supplied,Dec/2024,1,$0.04,2025-03-20 05:19:08
iHuman Inc.,IH,"$164,551,786",,time-not-supplied,Dec/2024,2,$0.09,2025-03-20 05:19:08
"Larimar Therapeutics, Inc.",LRMR,"$162,706,901",($0.29),time-not-supplied,Dec/2024,7,($0.30),2025-03-20 05:19:08
Innate Pharma S.A.,IPHA,"$162,515,630",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"BioAge Labs, Inc.",BIOA,"$155,583,523",($0.58),time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
Cheetah Mobile Inc.,CMCM,"$148,221,604",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"MacroGenics, Inc.",MGNX,"$136,824,317",($0.23),time-after-hours,Dec/2024,4,($0.75),2025-03-20 05:19:08
"Kandi Technologies Group, Inc.",KNDI,"$131,037,351",,time-not-supplied,Dec/2024,2,($0.06),2025-03-20 05:19:08
"Vaxart, Inc.",VXRT,"$130,891,883",($0.10),time-after-hours,Dec/2024,3,($0.12),2025-03-20 05:19:08
Largo Inc.,LGO,"$126,619,225",,time-not-supplied,Dec/2024,N/A,($0.21),2025-03-20 05:19:08
Adaptimmune Therapeutics plc,ADAP,"$116,861,861",($0.09),time-pre-market,Dec/2024,2,($0.24),2025-03-20 05:19:08
"Nkarta, Inc.",NKTX,"$114,321,381",($0.41),time-not-supplied,Dec/2024,5,($0.57),2025-03-20 05:19:08
Journey Medical Corporation,DERM,"$110,925,560",($0.22),time-not-supplied,Dec/2024,2,($0.12),2025-03-20 05:19:08
Bragg Gaming Group Inc.,BRAG,"$107,767,912",,time-pre-market,Dec/2024,N/A,($0.03),2025-03-20 05:19:08
"Destination XL Group, Inc.",DXLG,"$103,726,823",,time-pre-market,Jan/2025,N/A,$0.10,2025-03-20 05:19:08
"Immunic, Inc. ",IMUX,"$102,690,078",($0.24),time-not-supplied,Dec/2024,5,($0.48),2025-03-20 05:19:08
"TELA Bio, Inc.",TELA,"$95,713,916",($0.22),time-after-hours,Dec/2024,2,($0.53),2025-03-20 05:19:08
DBV Technologies S.A.,DBVT,"$90,325,427",$2,time-not-supplied,Dec/2024,1,($0.60),2025-03-20 05:19:08
SEALSQ Corp,LAES,"$87,908,800",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Cabaletta Bio, Inc.",CABA,"$87,490,124",($0.65),time-not-supplied,Dec/2024,2,($0.46),2025-03-20 05:19:08
"Alto Neuroscience, Inc.",ANRO,"$83,337,819",($0.65),time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"111, Inc.",YI,"$80,695,789",,time-pre-market,Dec/2024,2,($3.40),2025-03-20 05:19:08
"Skye Bioscience, Inc.",SKYE,"$76,755,874",($0.30),time-after-hours,Dec/2024,2,N/A,2025-03-20 05:19:08
"Armata Pharmaceuticals, Inc.",ARMP,"$73,813,457",($0.35),time-not-supplied,Dec/2024,1,($0.55),2025-03-20 05:19:08
InflaRx N.V.,IFRX,"$71,837,592",($0.30),time-pre-market,Dec/2024,2,($0.30),2025-03-20 05:19:08
"Income Opportunity Realty Investors, Inc.",IOR,"$70,548,188",,time-not-supplied,Dec/2024,2,$0.60,2025-03-20 05:19:08
"Cibus, Inc.",CBUS,"$70,372,073",($0.75),time-after-hours,Dec/2024,2,($1.16),2025-03-20 05:19:08
I-MAB,IMAB,"$68,596,353",($0.13),time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Fifth District Bancorp, Inc.",FDSB,"$68,437,113",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Unusual Machines, Inc.",UMAC,"$65,988,816",($0.12),time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Comstock Holding Companies, Inc.",CHCI,"$64,476,463",,time-not-supplied,Dec/2024,2,$0.18,2025-03-20 05:19:08
Context Therapeutics Inc.,CNTX,"$63,111,080",($0.05),time-not-supplied,Dec/2024,2,($0.42),2025-03-20 05:19:08
Cato Corporation (The),CATO,"$60,381,061",,time-not-supplied,Jan/2025,2,($1.14),2025-03-20 05:19:08
"OptiNose, Inc.",OPTN,"$59,125,164",($0.75),time-pre-market,Dec/2024,1,($1.35),2025-03-20 05:19:08
"Rockwell Medical, Inc.",RMTI,"$57,204,287",$0.02,time-pre-market,Dec/2024,1,$0.02,2025-03-20 05:19:08
Alarum Technologies Ltd.,ALAR,"$56,746,200",,time-pre-market,Dec/2024,2,$0.30,2025-03-20 05:19:08
"Shattuck Labs, Inc.",STTK,"$55,855,458",($0.38),time-not-supplied,Dec/2024,2,($0.41),2025-03-20 05:19:08
"Century Therapeutics, Inc.",IPSC,"$53,168,660",($0.45),time-not-supplied,Dec/2024,3,($0.49),2025-03-20 05:19:08
Markforged Holding Corporation,MKFG,"$51,756,288",,time-not-supplied,Dec/2024,N/A,($0.60),2025-03-20 05:19:08
"Intellicheck, Inc.",IDN,"$48,220,039",$0,time-after-hours,Dec/2024,1,$0.04,2025-03-20 05:19:08
"Syntec Optics Holdings, Inc.",OPTX,"$46,594,098",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
Safe Pro Group Inc.,SPAI,"$44,030,234",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Kezar Life Sciences, Inc.",KZR,"$42,828,823",($2.71),time-not-supplied,Dec/2024,4,($3.50),2025-03-20 05:19:08
"MAIA Biotechnology, Inc.",MAIA,"$42,304,555",($0.20),time-not-supplied,Dec/2024,1,($0.41),2025-03-20 05:19:08
"NeueHealth, Inc.",NEUE,"$38,607,112",($2.29),time-pre-market,Dec/2024,1,$20.07,2025-03-20 05:19:08
"Boundless Bio, Inc.",BOLD,"$37,464,072",($0.74),time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"FibroBiologics, Inc.",FBLG,"$34,659,125",($0.10),time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
BTCS Inc.,BTCS,"$32,518,289",($0.05),time-not-supplied,Dec/2024,1,($0.09),2025-03-20 05:19:08
"Binah Capital Group, Inc.",BCG,"$31,212,625",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Flux Power Holdings, Inc.",FLUX,"$30,362,086",($0.03),time-after-hours,Dec/2024,1,($0.05),2025-03-20 05:19:08
TechPrecision Corporation,TPCS,"$25,122,565",,time-not-supplied,Dec/2024,2,($0.10),2025-03-20 05:19:08
Castor Maritime Inc.,CTRM,"$25,122,206",,time-not-supplied,Dec/2024,2,$1,2025-03-20 05:19:08
"Curis, Inc.",CRIS,"$24,977,523",($1.63),time-not-supplied,Dec/2024,1,($2.03),2025-03-20 05:19:08
Fundamental Global Inc.,FGF,"$23,906,514",,time-not-supplied,Dec/2024,2,($1.50),2025-03-20 05:19:08
Cambium Networks Corporation,CMBM,"$21,578,269",($0.22),time-not-supplied,Dec/2024,1,($1.03),2025-03-20 05:19:08
Maris-Tech Ltd.,MTEK,"$19,538,682",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Cognition Therapeutics, Inc.",CGTX,"$18,567,799",($0.16),time-pre-market,Dec/2024,3,($0.27),2025-03-20 05:19:08
"Senti Biosciences, Inc. ",SNTI,"$17,735,113",,time-not-supplied,Dec/2024,N/A,($4.20),2025-03-20 05:19:08
"Kirkland's, Inc.",KIRK,"$17,709,222",$0.50,time-not-supplied,Jan/2025,1,$0.78,2025-03-20 05:19:08
"Nephros, Inc.",NEPH,"$16,992,019",,time-not-supplied,Dec/2024,2,($0.06),2025-03-20 05:19:08
"Bolt Biotherapeutics, Inc.",BOLT,"$15,695,758",($0.38),time-not-supplied,Dec/2024,3,($0.47),2025-03-20 05:19:08
"Neuraxis, Inc.",NRXS,"$14,867,884",,time-pre-market,Dec/2024,2,$0.29,2025-03-20 05:19:08
Brand Engagement Network Inc.,BNAI,"$14,793,388",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"LiqTech International, Inc.",LIQT,"$13,418,149",($0.37),time-not-supplied,Dec/2024,1,($0.56),2025-03-20 05:19:08
BP Prudhoe Bay Royalty Trust,BPT,"$13,054,000",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Rain Enhancement Technologies Holdco, Inc.",RAIN,"$12,788,877",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
Avalon Holdings Corporation,AWX,"$12,439,185",,time-not-supplied,Dec/2024,2,($0.21),2025-03-20 05:19:08
"Kairos Pharma, Ltd.",KAPA,"$12,204,446",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Beasley Broadcast Group, Inc.",BBGI,"$10,453,779",,time-pre-market,Dec/2024,2,($2.60),2025-03-20 05:19:08
Yunji Inc.,YJ,"$9,556,599",,time-not-supplied,Dec/2024,2,($1.84),2025-03-20 05:19:08
Turnstone Biologics Corp.,TSBX,"$9,112,611",($0.76),time-not-supplied,Dec/2024,2,($0.73),2025-03-20 05:19:08
"NeuroMetrix, Inc.",NURO,"$8,999,475",,time-not-supplied,Dec/2024,2,($1.43),2025-03-20 05:19:08
"Thunder Power Holdings, Inc.",AIEV,"$8,932,613",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
"Dogwood Therapeutics, Inc. ",DWTX,"$8,112,964",,time-not-supplied,Dec/2024,N/A,($1.50),2025-03-20 05:19:08
"Star Equity Holdings, Inc.",STRR,"$7,080,544",($0.17),time-pre-market,Dec/2024,1,($0.10),2025-03-20 05:19:08
"Benson Hill, Inc.",BHIL,"$4,976,812",,time-not-supplied,Dec/2024,2,($6.64),2025-03-20 05:19:08
Motorsport Games Inc.,MSGM,"$4,660,270",,time-after-hours,Dec/2024,2,$1.35,2025-03-20 05:19:08
Marin Software Incorporated,MRIN,"$4,558,001",,time-not-supplied,Dec/2024,2,($0.60),2025-03-20 05:19:08
"Arcadia Biosciences, Inc.",RKDA,"$4,408,756",,time-after-hours,Dec/2024,N/A,($2.48),2025-03-20 05:19:08
Twin Vee PowerCats Co.,VEEE,"$3,793,720",,time-pre-market,Dec/2024,2,($0.16),2025-03-20 05:19:08
"Tenon Medical, Inc.",TNON,"$3,512,980",,time-after-hours,Dec/2024,2,($5.44),2025-03-20 05:19:08
"XTI Aerospace, Inc. Common Stock ",XTIA,"$2,320,808",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
Safe and Green Development Corporation,SGD,"$2,007,277",,time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
PainReform Ltd.,PRFX,"$1,619,744",,time-not-supplied,Dec/2024,2,($83.98),2025-03-20 05:19:08
"22nd Century Group, Inc",XXII,"$815,445",,time-pre-market,Dec/2024,2,($99.99),2025-03-20 05:19:08
CAMP4 Therapeutics Corporation,CAMP,,($0.84),time-not-supplied,Dec/2024,2,N/A,2025-03-20 05:19:08
