Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Ferrovial SE,FER,"$36,520,636,725",,time-not-supplied,Mar/2025,N/A,N/A,2025-06-19 05:21:05
Korea Electric Power Corporation,KEP,"$13,596,799,151",,time-not-supplied,Mar/2025,N/A,$0.33,2025-06-19 05:21:05
Telix Pharmaceuticals Limited,TLX,"$5,622,099,395",$0.22,time-not-supplied,Mar/2025,N/A,N/A,2025-06-19 05:21:05
Cheetah Mobile Inc.,CMCM,"$3,138,122,513",,time-pre-market,Mar/2025,N/A,($0.36),2025-06-19 05:21:05
"TechTarget, Inc.",TTGT,"$476,831,630",$0,time-not-supplied,Mar/2025,1,($0.02),2025-06-19 05:21:05
SEALSQ Corp,LAES,"$392,953,468",,time-not-supplied,Mar/2025,N/A,N/A,2025-06-19 05:21:05
Outdoor Holding Company,POWW,"$160,035,398",($0.02),time-not-supplied,Mar/2025,1,$0.01,2025-06-19 05:21:05
Youxin Technology Ltd,YAAS,"$93,940,000",,time-not-supplied,Mar/2025,N/A,N/A,2025-06-19 05:21:05
"Kandi Technologies Group, Inc.",KNDI,"$92,599,728",,time-not-supplied,Mar/2025,N/A,$0.01,2025-06-19 05:21:05
"111, Inc.",YI,"$71,072,975",,time-not-supplied,Mar/2025,N/A,($0.20),2025-06-19 05:21:05
Cheche Group Inc.,CCG,"$65,207,003",,time-not-supplied,Mar/2025,N/A,($0.02),2025-06-19 05:21:05
"Maxeon Solar Technologies, Ltd.",MAXN,"$50,605,703",,time-not-supplied,Mar/2025,N/A,($99.99),2025-06-19 05:21:05
"PodcastOne, Inc.",PODC,"$49,046,158",($0.04),time-not-supplied,Mar/2025,2,($0.05),2025-06-19 05:21:05
"Syntec Optics Holdings, Inc.",OPTX,"$45,493,450",,time-not-supplied,Mar/2025,N/A,($0.03),2025-06-19 05:21:05
"Deswell Industries, Inc.",DSWL,"$37,208,783",,time-not-supplied,Mar/2025,N/A,$0.48,2025-06-19 05:21:05
Medicus Pharma Ltd.,MDCX,"$34,483,132",($0.39),time-not-supplied,Jun/2025,N/A,($0.25),2025-06-19 05:21:05
Moolec Science SA,MLEC,"$27,466,822",,time-not-supplied,Mar/2025,N/A,($0.40),2025-06-19 05:21:05
Argo Blockchain plc,ARBK,"$25,541,917",,time-not-supplied,Mar/2025,N/A,($0.10),2025-06-19 05:21:05
Castor Maritime Inc.,CTRM,"$22,513,285",,time-not-supplied,Mar/2025,N/A,$0.71,2025-06-19 05:21:05
OceanPal Inc.,OP,"$21,764,448",,time-not-supplied,Mar/2025,N/A,($0.23),2025-06-19 05:21:05
REE Automotive Ltd.,REE,"$19,232,978",($0.82),time-not-supplied,Mar/2025,1,($1.96),2025-06-19 05:21:05
Enlightify Inc.,ENFY,"$15,747,838",,time-not-supplied,Mar/2025,N/A,($0.79),2025-06-19 05:21:05
BP Prudhoe Bay Royalty Trust,BPT,"$15,087,000",,time-not-supplied,Mar/2025,N/A,N/A,2025-06-19 05:21:05
Trinity Biotech plc,TRIB,"$11,365,532",($0.57),time-not-supplied,Mar/2025,1,($0.37),2025-06-19 05:21:05
Cambium Networks Corporation,CMBM,"$9,919,225",($0.20),time-not-supplied,Mar/2025,2,($0.53),2025-06-19 05:21:05
Naas Technology Inc.,NAAS,"$6,272,935",,time-not-supplied,Mar/2025,N/A,($5.60),2025-06-19 05:21:05
Marin Software Incorporated,MRIN,"$2,671,932",,time-not-supplied,Mar/2025,N/A,($0.78),2025-06-19 05:21:05
