Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Arbor Realty Trust,ABR,"$2,184,997,516",$0.33,time-pre-market,Mar/2025,1,$0.45,2025-05-02 05:20:12
Criteo S.A.,CRTO,"$1,850,939,474",$0.48,time-pre-market,Mar/2025,4,$0.44,2025-05-02 05:20:12
Patria Investments Limited,PAX,"$1,553,701,270",$0.25,time-pre-market,Mar/2025,2,$0.21,2025-05-02 05:20:12
Perella Weinberg Partners,PWP,"$1,490,234,986",,time-pre-market,Mar/2025,3,($0.10),2025-05-02 05:20:12
"WisdomTree, Inc.",WT,"$1,279,316,356",$0.16,time-pre-market,Mar/2025,3,$0.12,2025-05-02 05:20:12
"Interface, Inc.",TILE,"$1,096,285,152",$0.20,time-pre-market,Mar/2025,1,$0.24,2025-05-02 05:20:12
"Xenia Hotels & Resorts, Inc.",XHR,"$1,082,449,623",$0.39,time-pre-market,Mar/2025,2,$0.44,2025-05-02 05:20:12
fuboTV Inc.,FUBO,"$1,024,429,785",($0.07),time-pre-market,Mar/2025,4,($0.15),2025-05-02 05:20:12
"Proto Labs, Inc.",PRLB,"$852,039,171",$0.12,time-pre-market,Mar/2025,1,$0.20,2025-05-02 05:20:12
Westlake Chemical Partners LP,WLKP,"$824,229,825",$0.38,time-pre-market,Mar/2025,1,$0.42,2025-05-02 05:20:12
GH Research PLC,GHRS,"$591,748,503",($0.61),time-not-supplied,Mar/2025,3,($0.15),2025-05-02 05:20:12
AdvanSix Inc.,ASIX,"$572,858,643",$0.76,time-pre-market,Mar/2025,2,($0.63),2025-05-02 05:20:12
"Butterfly Network, Inc.",BFLY,"$568,440,173",($0.09),time-pre-market,Mar/2025,2,($0.07),2025-05-02 05:20:12
"Owens & Minor, Inc.",OMI,"$545,365,811",$0.20,time-not-supplied,Mar/2025,3,$0.19,2025-05-02 05:20:12
"Fulgent Genetics, Inc.",FLGT,"$534,891,027",($0.50),time-pre-market,Mar/2025,2,($0.38),2025-05-02 05:20:12
"Sun Country Airlines Holdings, Inc.",SNCY,"$520,948,047",$0.68,time-pre-market,Mar/2025,4,$0.66,2025-05-02 05:20:12
"American Axle & Manufacturing Holdings, Inc.",AXL,"$449,159,527",$0.02,time-pre-market,Mar/2025,5,$0.18,2025-05-02 05:20:12
Investors Title Company,ITIC,"$436,019,254",,time-not-supplied,Mar/2025,3,$2.40,2025-05-02 05:20:12
Johnson Outdoors Inc.,JOUT,"$235,914,353",$0.21,time-pre-market,Mar/2025,1,$0.21,2025-05-02 05:20:12
"City Office REIT, Inc.",CIO,"$205,019,859",$0.25,time-pre-market,Mar/2025,2,$0.33,2025-05-02 05:20:12
Douglas Elliman Inc.,DOUG,"$147,304,811",,time-pre-market,Mar/2025,3,($0.28),2025-05-02 05:20:12
"AirSculpt Technologies, Inc.",AIRS,"$127,106,700",($0.09),time-pre-market,Mar/2025,2,$0.15,2025-05-02 05:20:12
"Affinity Bancshares, Inc.",AFBI,"$117,271,360",,time-not-supplied,Mar/2025,3,$0.20,2025-05-02 05:20:12
"Perma-Pipe International Holdings, Inc.",PPIH,"$95,790,816",,time-not-supplied,Jan/2025,3,$1.08,2025-05-02 05:20:12
ALT5 Sigma Corporation,ALTS,"$89,397,277",,time-not-supplied,Mar/2025,3,($0.34),2025-05-02 05:20:12
inTest Corporation,INTT,"$76,714,311",($0.08),time-pre-market,Mar/2025,1,$0.10,2025-05-02 05:20:12
"Actinium Pharmaceuticals, Inc.",ATNM,"$47,417,754",($0.26),time-not-supplied,Mar/2025,2,($0.31),2025-05-02 05:20:12
"Werewolf Therapeutics, Inc.",HOWL,"$40,447,546",($0.44),time-not-supplied,Mar/2025,3,($0.39),2025-05-02 05:20:12
"Home Federal Bancorp, Inc. of Louisiana",HFBL,"$40,381,328",,time-not-supplied,Mar/2025,3,$0.24,2025-05-02 05:20:12
reAlpha Tech Corp.,AIRE,"$29,814,327",($0.04),time-not-supplied,Mar/2025,1,($0.03),2025-05-02 05:20:12
GigaMedia Limited,GIGM,"$17,352,009",,time-not-supplied,Mar/2025,3,($0.08),2025-05-02 05:20:12
Glen Burnie Bancorp,GLBZ,"$15,228,575",,time-not-supplied,Mar/2025,3,N/A,2025-05-02 05:20:12
TIAN RUIXIANG Holdings Ltd,TIRX,"$14,857,108",,time-not-supplied,Jan/2025,3,N/A,2025-05-02 05:20:12
