Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Costco Wholesale Corporation,COST,"$451,576,483,921",$4.25,time-after-hours,May/2025,13,$3.78,2025-05-29 05:21:29
Royal Bank Of Canada,RY,"$182,336,901,675",$2.25,time-pre-market,Apr/2025,5,$2.15,2025-05-29 05:21:29
Dell Technologies Inc.,DELL,"$79,546,875,186",$1.50,time-after-hours,Apr/2025,5,$1.04,2025-05-29 05:21:29
"National Grid Transco, PLC",NGG,"$72,535,537,167",,time-not-supplied,Mar/2025,1,N/A,2025-05-29 05:21:29
Canadian Imperial Bank of Commerce,CM,"$64,467,867,525",$1.34,time-pre-market,Apr/2025,4,$1.29,2025-05-29 05:21:29
"Marvell Technology, Inc.",MRVL,"$55,274,502,000",$0.44,time-after-hours,Apr/2025,13,$0.08,2025-05-29 05:21:29
"Zscaler, Inc.",ZS,"$39,810,717,285",($0.03),time-after-hours,Apr/2025,13,$0.15,2025-05-29 05:21:29
Ferrovial SE,FER,"$37,377,658,175",,time-not-supplied,Mar/2025,1,N/A,2025-05-29 05:21:29
Li Auto Inc.,LI,"$29,885,296,175",,time-pre-market,Mar/2025,N/A,$0.08,2025-05-29 05:21:29
"NetApp, Inc.",NTAP,"$20,416,414,564",$1.53,time-after-hours,Apr/2025,8,$1.43,2025-05-29 05:21:29
"Ulta Beauty, Inc.",ULTA,"$19,089,340,389",$5.76,time-after-hours,Apr/2025,14,$6.47,2025-05-29 05:21:29
Hormel Foods Corporation,HRL,"$16,607,357,530",$0.34,time-pre-market,Apr/2025,4,$0.38,2025-05-29 05:21:29
"The Cooper Companies, Inc. ",COO,"$16,116,483,538",$0.93,time-after-hours,Apr/2025,9,$0.85,2025-05-29 05:21:29
"MongoDB, Inc.",MDB,"$15,340,408,924",($0.59),time-not-supplied,Apr/2025,10,($0.80),2025-05-29 05:21:29
"Best Buy Co., Inc.",BBY,"$15,265,116,629",$1.09,time-pre-market,Apr/2025,12,$1.20,2025-05-29 05:21:29
"Burlington Stores, Inc.",BURL,"$15,213,984,321",$1.42,time-pre-market,Apr/2025,8,$1.42,2025-05-29 05:21:29
Futu Holdings Limited,FUTU,"$14,880,635,521",,time-pre-market,Mar/2025,N/A,$0.95,2025-05-29 05:21:29
"Gap, Inc. (The)",GAP,"$10,662,290,322",$0.44,time-after-hours,Apr/2025,7,$0.41,2025-05-29 05:21:29
Elastic N.V.,ESTC,"$9,694,730,058",($0.30),time-after-hours,Apr/2025,9,($0.39),2025-05-29 05:21:29
Hamilton Lane Incorporated,HLNE,"$9,568,872,544",$1.20,time-pre-market,Mar/2025,3,$1.38,2025-05-29 05:21:29
Roivant Sciences Ltd.,ROIV,"$7,677,792,168",($0.23),time-pre-market,Mar/2025,3,($0.28),2025-05-29 05:21:29
"UiPath, Inc.",PATH,"$6,987,415,258",($0.05),time-after-hours,Apr/2025,6,($0.03),2025-05-29 05:21:29
