Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Bath & Body Works, Inc.",BBWI,"$6,542,457,887",$0.47,time-pre-market,Apr/2025,7,$0.38,2025-05-29 05:21:29
Macro Bank Inc.,BMA,"$5,879,406,305",$1.66,time-not-supplied,Mar/2025,1,$5.02,2025-05-29 05:21:29
Telix Pharmaceuticals Limited,TLX,"$5,636,760,327",$0.22,time-not-supplied,Mar/2025,1,N/A,2025-05-29 05:21:29
BRP Inc.,DOOO,"$2,672,171,746",$0.29,time-pre-market,Apr/2025,4,$0.70,2025-05-29 05:21:29
"Ambarella, Inc.",AMBA,"$2,651,489,377",($0.61),time-after-hours,Apr/2025,6,($0.89),2025-05-29 05:21:29
"Foot Locker, Inc.",FL,"$2,269,409,491",($0.07),time-pre-market,Apr/2025,3,$0.22,2025-05-29 05:21:29
"Triumph Group, Inc.",TGI,"$1,990,157,263",$0.31,time-not-supplied,Mar/2025,3,$0.31,2025-05-29 05:21:29
"American Eagle Outfitters, Inc.",AEO,"$1,914,906,532",($0.25),time-after-hours,Apr/2025,6,$0.34,2025-05-29 05:21:29
Universal Corporation,UVV,"$1,477,500,063",,time-after-hours,Mar/2025,1,$1.79,2025-05-29 05:21:29
"PagerDuty, Inc.",PD,"$1,475,568,155",($0.06),time-after-hours,Apr/2025,4,($0.11),2025-05-29 05:21:29
"Cracker Barrel Old Country Store, Inc.",CBRL,"$1,316,884,901",$0.23,time-not-supplied,Apr/2025,5,$0.88,2025-05-29 05:21:29
Kohl's Corporation,KSS,"$880,569,233",($0.22),time-pre-market,Apr/2025,5,($0.24),2025-05-29 05:21:29
American Woodmark Corporation,AMWD,"$856,998,597",,time-pre-market,Apr/2025,1,$1.70,2025-05-29 05:21:29
SpartanNash Company,SPTN,"$659,764,739",$0.46,time-pre-market,Mar/2025,2,$0.53,2025-05-29 05:21:29
"Guess?, Inc.",GES,"$576,433,767",($0.50),time-not-supplied,Apr/2025,2,($0.27),2025-05-29 05:21:29
"Build-A-Bear Workshop, Inc.",BBW,"$560,202,821",$0.86,time-pre-market,Apr/2025,3,$0.82,2025-05-29 05:21:29
"Caleres, Inc.",CAL,"$556,951,884",$0.37,time-pre-market,Apr/2025,2,$0.88,2025-05-29 05:21:29
"TechTarget, Inc.",TTGT,"$511,612,158",,time-not-supplied,Mar/2025,N/A,($0.02),2025-05-29 05:21:29
NGL ENERGY PARTNERS LP,NGL,"$442,242,766",$0.01,time-after-hours,Mar/2025,1,($0.38),2025-05-29 05:21:29
Movado Group Inc.,MOV,"$386,700,178",$0.39,time-pre-market,Apr/2025,1,$0.13,2025-05-29 05:21:29
Euroseas Ltd.,ESEA,"$265,130,198",$3.41,time-not-supplied,Mar/2025,1,$2.66,2025-05-29 05:21:29
Diana Shipping inc.,DSX,"$170,178,756",,time-pre-market,Mar/2025,1,$0.05,2025-05-29 05:21:29
American Vanguard Corporation,AVD,"$128,681,596",,time-not-supplied,Mar/2025,1,$0.09,2025-05-29 05:21:29
"Kandi Technologies Group, Inc.",KNDI,"$97,841,222",,time-not-supplied,Mar/2025,1,$0.01,2025-05-29 05:21:29
"LiveOne, Inc.",LVO,"$72,982,181",($0.05),time-not-supplied,Mar/2025,2,($0.03),2025-05-29 05:21:29
"111, Inc.",YI,"$69,556,174",,time-not-supplied,Mar/2025,1,($0.20),2025-05-29 05:21:29
Cheche Group Inc.,CCG,"$68,268,286",,time-not-supplied,Mar/2025,1,($0.02),2025-05-29 05:21:29
Aurora Mobile Limited,JG,"$67,992,130",,time-pre-market,Mar/2025,1,($0.06),2025-05-29 05:21:29
"Syntec Optics Holdings, Inc.",OPTX,"$65,671,996",,time-not-supplied,Mar/2025,1,($0.03),2025-05-29 05:21:29
"Destination XL Group, Inc.",DXLG,"$61,553,594",,time-pre-market,Apr/2025,1,$0.06,2025-05-29 05:21:29
Youxin Technology Ltd,YAAS,"$59,048,000",,time-not-supplied,Mar/2025,1,N/A,2025-05-29 05:21:29
"Red Robin Gourmet Burgers, Inc.",RRGB,"$58,341,427",($0.57),time-after-hours,Mar/2025,3,($0.80),2025-05-29 05:21:29
Alarum Technologies Ltd.,ALAR,"$57,136,976",,time-pre-market,Mar/2025,1,$0.45,2025-05-29 05:21:29
"Yatra Online, Inc.",YTRA,"$52,395,333",$0.03,time-after-hours,Mar/2025,1,$0.01,2025-05-29 05:21:29
"Maxeon Solar Technologies, Ltd.",MAXN,"$50,521,220",,time-not-supplied,Mar/2025,1,($99.99),2025-05-29 05:21:29
"PodcastOne, Inc.",PODC,"$48,548,228",($0.04),time-not-supplied,Mar/2025,2,($0.05),2025-05-29 05:21:29
Moolec Science SA,MLEC,"$33,104,643",,time-not-supplied,Mar/2025,1,($0.40),2025-05-29 05:21:29
Argo Blockchain plc,ARBK,"$26,756,029",,time-not-supplied,Mar/2025,N/A,($0.10),2025-05-29 05:21:29
REE Automotive Ltd.,REE,"$24,444,494",($0.82),time-not-supplied,Mar/2025,1,($1.96),2025-05-29 05:21:29
B.O.S. Better Online Solutions,BOSC,"$23,279,587",,time-pre-market,Mar/2025,1,$0.13,2025-05-29 05:21:29
Castor Maritime Inc.,CTRM,"$21,257,179",,time-not-supplied,Mar/2025,1,$0.71,2025-05-29 05:21:29
Enlightify Inc.,ENFY,"$14,590,589",,time-not-supplied,Mar/2025,1,($0.79),2025-05-29 05:21:29
BP Prudhoe Bay Royalty Trust,BPT,"$13,910,000",,time-not-supplied,Mar/2025,1,N/A,2025-05-29 05:21:29
Trinity Biotech plc,TRIB,"$12,511,401",($0.28),time-not-supplied,Mar/2025,1,($0.37),2025-05-29 05:21:29
Cambium Networks Corporation,CMBM,"$12,099,647",($0.20),time-not-supplied,Mar/2025,3,($0.53),2025-05-29 05:21:29
Naas Technology Inc.,NAAS,"$7,023,287",,time-not-supplied,Mar/2025,1,($5.60),2025-05-29 05:21:29
Marin Software Incorporated,MRIN,"$2,734,801",,time-not-supplied,Mar/2025,1,($0.78),2025-05-29 05:21:29
NuCana plc,NCNA,"$332,666",,time-not-supplied,Mar/2025,N/A,($0.16),2025-05-29 05:21:29
"Sound Point Meridian Capital, Inc.",SPMC,,$0.60,time-pre-market,Mar/2025,1,N/A,2025-05-29 05:21:29
