Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Micron Technology, Inc.",MU,"$136,433,131,772",$1.43,time-after-hours,May/2025,6,$0.43,2025-06-25 05:22:10
"Paychex, Inc.",PAYX,"$54,478,838,535",$1.18,time-pre-market,May/2025,9,$1.12,2025-06-25 05:22:10
Haleon plc,HLN,"$46,470,978,772",,time-not-supplied,Mar/2025,N/A,$0.12,2025-06-25 05:22:10
"General Mills, Inc.",GIS,"$29,280,200,553",$0.71,time-pre-market,May/2025,9,$1.01,2025-06-25 05:22:10
Jefferies Financial Group Inc.,JEF,"$11,119,259,828",$0.43,time-after-hours,May/2025,2,$0.67,2025-06-25 05:22:10
Levi Strauss & Co.,LEVI,"$7,119,858,000",$0.13,time-not-supplied,May/2025,5,$0.16,2025-06-25 05:22:10
National Beverage Corp.,FIZZ,"$4,061,246,271",,time-not-supplied,Apr/2025,N/A,$0.47,2025-06-25 05:22:10
H. B. Fuller Company,FUL,"$3,044,550,043",$1.10,time-after-hours,May/2025,2,$1.12,2025-06-25 05:22:10
HUTCHMED (China) Limited,HCM,"$2,651,440,951",,time-not-supplied,Mar/2025,N/A,N/A,2025-06-25 05:22:10
Lotus Technology Inc.,LOT,"$1,512,484,874",,time-pre-market,Mar/2025,N/A,($0.47),2025-06-25 05:22:10
Novagold Resources Inc.,NG,"$1,365,034,123",,time-pre-market,May/2025,N/A,($0.04),2025-06-25 05:22:10
"Worthington Steel, Inc.",WS,"$1,273,587,705",$0.83,time-after-hours,May/2025,1,$1.06,2025-06-25 05:22:10
Steelcase Inc.,SCS,"$1,206,020,785",$0.12,time-after-hours,May/2025,2,$0.16,2025-06-25 05:22:10
"MillerKnoll, Inc.",MLKN,"$1,173,031,496",$0.35,time-after-hours,May/2025,1,$0.67,2025-06-25 05:22:10
"Winnebago Industries, Inc.",WGO,"$878,315,127",$0.79,time-pre-market,May/2025,5,$1.13,2025-06-25 05:22:10
"Daktronics, Inc.",DAKT,"$741,913,267",$0.18,time-pre-market,Apr/2025,2,$0.27,2025-06-25 05:22:10
Nordic American Tankers Limited,NAT,"$586,549,337",$0,time-not-supplied,Mar/2025,2,$0.07,2025-06-25 05:22:10
Compass Diversified ,CODI,"$482,262,542",$0.49,time-not-supplied,Mar/2025,1,$0.40,2025-06-25 05:22:10
Brasilagro Cia Brasileira De Propriedades Agricolas ,LND,"$391,223,922",,time-not-supplied,Mar/2025,N/A,($0.06),2025-06-25 05:22:10
GCL Global Holdings Ltd,GCL,"$334,632,444",,time-not-supplied,Mar/2025,N/A,$0.01,2025-06-25 05:22:10
Cybin Inc.,CYBN,"$148,140,053",($0.51),time-not-supplied,Mar/2025,1,($1.52),2025-06-25 05:22:10
Zentek Ltd.,ZTEK,"$134,243,611",,time-not-supplied,Mar/2025,N/A,($0.02),2025-06-25 05:22:10
Kewaunee Scientific Corporation,KEQU,"$105,358,266",,time-after-hours,Apr/2025,N/A,$1.55,2025-06-25 05:22:10
Triller Group Inc.,ILLR,"$98,154,100",,time-not-supplied,Mar/2025,N/A,($0.23),2025-06-25 05:22:10
"B. Riley Financial, Inc.",RILY,"$90,881,257",,time-not-supplied,Mar/2025,N/A,($1.71),2025-06-25 05:22:10
"Air T, Inc.",AIRT,"$60,569,854",,time-not-supplied,Mar/2025,N/A,($0.60),2025-06-25 05:22:10
"Culp, Inc.",CULP,"$47,473,508",($0.10),time-after-hours,Apr/2025,1,($0.39),2025-06-25 05:22:10
Mega Matrix Inc.,MPU,"$35,853,197",,time-not-supplied,Mar/2025,N/A,($0.05),2025-06-25 05:22:10
"Crown Crafts, Inc.",CRWS,"$31,596,973",,time-pre-market,Mar/2025,N/A,$0.10,2025-06-25 05:22:10
"SPAR Group, Inc.",SGRP,"$24,387,689",$0.03,time-not-supplied,Mar/2025,1,$0.06,2025-06-25 05:22:10
Real Messenger Corporation,RMSG,"$19,947,578",,time-not-supplied,Mar/2025,N/A,($0.01),2025-06-25 05:22:10
BTC Digital Ltd.,BTCT,"$18,272,674",,time-not-supplied,Mar/2025,N/A,($0.30),2025-06-25 05:22:10
Movano Inc.,MOVE,"$4,845,646",,time-not-supplied,Mar/2025,N/A,($1.50),2025-06-25 05:22:10
"Splash Beverage Group, Inc.",SBEV,"$4,039,693",,time-not-supplied,Mar/2025,N/A,$4,2025-06-25 05:22:10
Locafy Limited,LCFY,"$3,704,256",,time-not-supplied,Mar/2025,N/A,($0.34),2025-06-25 05:22:10
PainReform Ltd.,PRFX,"$2,752,101",,time-not-supplied,Mar/2025,N/A,($65.27),2025-06-25 05:22:10
Wearable Devices Ltd.,WLDS,"$1,461,152",,time-not-supplied,Mar/2025,N/A,N/A,2025-06-25 05:22:10
