Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Everus Construction Group, Inc.",ECG,"$2,444,392,998",$0.43,time-after-hours,Mar/2025,1,N/A,2025-05-13 05:20:33
"Under Armour, Inc.",UA,"$2,398,606,212",,time-pre-market,Mar/2025,1,$0.11,2025-05-13 05:20:33
Flowco Holdings Inc.,FLOC,"$2,051,742,041",$0.36,time-pre-market,Mar/2025,1,N/A,2025-05-13 05:20:33
IHS Holding Limited,IHS,"$1,900,613,341",$0.17,time-not-supplied,Mar/2025,1,($0.07),2025-05-13 05:20:33
"TWFG, Inc.",TWFG,"$1,807,875,539",$0.13,time-after-hours,Mar/2025,1,N/A,2025-05-13 05:20:33
"Intuitive Machines, Inc.",LUNR,"$1,647,672,882",($0.10),time-pre-market,Mar/2025,2,($0.21),2025-05-13 05:20:33
"KinderCare Learning Companies, Inc.",KLC,"$1,555,322,718",$0.17,time-after-hours,Mar/2025,1,N/A,2025-05-13 05:20:33
Danaos Corporation,DAC,"$1,554,033,364",$6.33,time-after-hours,Mar/2025,1,$7.15,2025-05-13 05:20:33
Nayax Ltd.,NYAX,"$1,548,358,379",$0.04,time-pre-market,Mar/2025,4,($0.15),2025-05-13 05:20:33
SFL Corporation Ltd,SFL,"$1,210,837,834",,time-not-supplied,Mar/2025,1,$0.37,2025-05-13 05:20:33
"GRAIL, Inc.",GRAL,"$1,193,112,659",($4.03),time-after-hours,Mar/2025,1,N/A,2025-05-13 05:20:33
WEBTOON Entertainment Inc.,WBTN,"$1,175,241,103",($0.09),time-after-hours,Mar/2025,1,$1.73,2025-05-13 05:20:33
"Eve Holding, Inc.",EVEX,"$1,154,859,876",($0.13),time-not-supplied,Mar/2025,3,($0.09),2025-05-13 05:20:33
Coincheck Group N.V.,CNCK,"$1,151,763,315",,time-pre-market,Mar/2025,1,N/A,2025-05-13 05:20:33
Paysafe Limited,PSFE,"$926,472,063",$0.35,time-pre-market,Mar/2025,1,$0.45,2025-05-13 05:20:33
"Enliven Therapeutics, Inc. ",ELVN,"$902,661,509",($0.51),time-not-supplied,Mar/2025,2,($0.54),2025-05-13 05:20:33
Sky Harbour Group Corporation,SKYH,"$883,268,003",($0.06),time-after-hours,Mar/2025,2,($0.11),2025-05-13 05:20:33
"XPLR Infrastructure, LP",XIFR,"$842,249,112",$0.11,time-not-supplied,Mar/2025,2,$0.75,2025-05-13 05:20:33
Oxford Lane Capital Corp.,OXLC,"$829,808,000",,time-not-supplied,Mar/2025,1,$0.35,2025-05-13 05:20:33
CI&T Inc,CINT,"$829,642,697",$0.07,time-after-hours,Mar/2025,3,$0.06,2025-05-13 05:20:33
HUYA Inc.,HUYA,"$809,105,147",,time-pre-market,Mar/2025,N/A,$0.04,2025-05-13 05:20:33
Anavex Life Sciences Corp.,AVXL,"$701,779,642",($0.16),time-pre-market,Mar/2025,1,($0.13),2025-05-13 05:20:33
Collective Mining Ltd.,CNL,"$690,668,475",($0.08),time-not-supplied,Mar/2025,1,($0.07),2025-05-13 05:20:33
Nutex Health Inc.,NUTX,"$667,449,527",,time-after-hours,Mar/2025,1,($0.10),2025-05-13 05:20:33
"Immunome, Inc.",IMNM,"$648,651,886",($0.66),time-not-supplied,Mar/2025,6,($0.34),2025-05-13 05:20:33
ChipMOS TECHNOLOGIES INC.,IMOS,"$635,818,030",,time-pre-market,Mar/2025,1,$0.38,2025-05-13 05:20:33
Similarweb Ltd.,SMWB,"$633,645,124",($0.08),time-after-hours,Mar/2025,3,($0.03),2025-05-13 05:20:33
"DoubleDown Interactive Co., Ltd.",DDI,"$543,105,702",$0.55,time-after-hours,Mar/2025,3,$0.61,2025-05-13 05:20:33
Daily Journal Corp. (S.C.),DJCO,"$541,493,709",,time-not-supplied,Mar/2025,1,$11.19,2025-05-13 05:20:33
Immatics N.V.,IMTX,"$515,372,717",($0.38),time-not-supplied,Mar/2025,2,($0.04),2025-05-13 05:20:33
Gladstone Investment Corporation,GAIN,"$506,513,989",$0.23,time-after-hours,Mar/2025,3,$0.24,2025-05-13 05:20:33
Boston Omaha Corporation,BOC,"$487,213,693",,time-not-supplied,Mar/2025,1,($0.09),2025-05-13 05:20:33
Adaptimmune Therapeutics plc,ADAP,"$451,596,396",($0.17),time-pre-market,Mar/2025,4,($0.18),2025-05-13 05:20:33
"Eton Pharmaceuticals, Inc.",ETON,"$450,266,413",$0.09,time-after-hours,Mar/2025,2,($0.03),2025-05-13 05:20:33
Perion Network Ltd,PERI,"$435,059,159",($0.04),time-pre-market,Mar/2025,2,$0.35,2025-05-13 05:20:33
"Altimmune, Inc.",ALT,"$430,506,348",($0.35),time-pre-market,Mar/2025,6,($0.34),2025-05-13 05:20:33
"Zevra Therapeutics, Inc. ",ZVRA,"$425,891,889",($0.21),time-after-hours,Mar/2025,3,($0.40),2025-05-13 05:20:33
"Precigen, Inc.",PGEN,"$391,077,154",($0.08),time-not-supplied,Mar/2025,2,($0.10),2025-05-13 05:20:33
ClearPoint Neuro Inc.,CLPT,"$389,892,205",($0.14),time-after-hours,Mar/2025,1,($0.16),2025-05-13 05:20:33
"Lifeway Foods, Inc.",LWAY,"$367,158,270",,time-not-supplied,Mar/2025,N/A,$0.16,2025-05-13 05:20:33
Vertical Aerospace Ltd.,EVTL,"$364,422,228",($0.40),time-pre-market,Mar/2025,1,N/A,2025-05-13 05:20:33
"NextNRG, Inc.",NXXT,"$356,155,688",,time-not-supplied,Mar/2025,1,($1.13),2025-05-13 05:20:33
Absci Corporation,ABSI,"$350,168,189",($0.23),time-after-hours,Mar/2025,2,($0.22),2025-05-13 05:20:33
Avino Silver,ASM,"$349,921,437",$0.03,time-after-hours,Mar/2025,1,$0.02,2025-05-13 05:20:33
Waldencast plc,WALD,"$346,072,969",($0.06),time-after-hours,Mar/2025,1,N/A,2025-05-13 05:20:33
Nabors Energy Transition Corp. II,NETD,"$336,415,000",,time-not-supplied,Mar/2025,1,$0.10,2025-05-13 05:20:33
"Semler Scientific, Inc.",SMLR,"$333,861,748",,time-not-supplied,Mar/2025,1,$0.78,2025-05-13 05:20:33
San Juan Basin Royalty Trust,SJT,"$309,016,317",,time-not-supplied,Mar/2025,1,$0.09,2025-05-13 05:20:33
"Arteris, Inc. ",AIP,"$296,874,378",($0.21),time-after-hours,Mar/2025,2,($0.24),2025-05-13 05:20:33
Integra Resources Corp.,ITRG,"$289,943,345",$0.07,time-not-supplied,Mar/2025,4,($0.08),2025-05-13 05:20:33
"Capricor Therapeutics, Inc.",CAPR,"$289,587,121",($0.33),time-after-hours,Mar/2025,3,($0.31),2025-05-13 05:20:33
Hyliion Holdings Corp.,HYLN,"$284,956,884",($0.08),time-after-hours,Mar/2025,1,($0.07),2025-05-13 05:20:33
"Gevo, Inc.",GEVO,"$277,947,454",($0.10),time-after-hours,Mar/2025,2,($0.08),2025-05-13 05:20:33
Nouveau Monde Graphite Inc.,NMG,"$274,070,140",($0.04),time-not-supplied,Mar/2025,1,($0.32),2025-05-13 05:20:33
"Lexicon Pharmaceuticals, Inc.",LXRX,"$253,406,099",($0.10),time-after-hours,Mar/2025,3,($0.20),2025-05-13 05:20:33
"Gossamer Bio, Inc.",GOSS,"$252,215,600",($0.19),time-not-supplied,Mar/2025,4,($0.19),2025-05-13 05:20:33
"Allogene Therapeutics, Inc.",ALLO,"$252,027,096",($0.29),time-after-hours,Mar/2025,7,($0.38),2025-05-13 05:20:33
"Cadiz, Inc.",CDZI,"$247,808,583",($0.11),time-not-supplied,Mar/2025,2,($0.12),2025-05-13 05:20:33
"Belpointe PREP, LLC",OZ,"$240,215,893",,time-not-supplied,Mar/2025,1,($0.94),2025-05-13 05:20:33
"ACELYRIN, INC.",SLRN,"$237,675,253",($0.95),time-not-supplied,Mar/2025,1,($0.36),2025-05-13 05:20:33
Kopin Corporation,KOPN,"$231,755,810",,time-not-supplied,Mar/2025,N/A,($0.06),2025-05-13 05:20:33
"Candel Therapeutics, Inc.",CADL,"$227,202,563",($0.24),time-not-supplied,Mar/2025,1,($0.28),2025-05-13 05:20:33
Innate Pharma S.A.,IPHA,"$224,734,421",,time-pre-market,Mar/2025,1,N/A,2025-05-13 05:20:33
"Alico, Inc.",ALCO,"$222,637,702",($0.36),time-after-hours,Mar/2025,1,$0.25,2025-05-13 05:20:33
"Consumer Portfolio Services, Inc.",CPSS,"$200,493,901",$0.30,time-pre-market,Mar/2025,1,$0.19,2025-05-13 05:20:33
"SoundThinking, Inc.",SSTI,"$198,604,370",($0.06),time-after-hours,Mar/2025,3,($0.23),2025-05-13 05:20:33
908 Devices Inc.,MASS,"$198,554,561",($0.27),time-pre-market,Mar/2025,3,($0.33),2025-05-13 05:20:33
"Electromed, Inc.",ELMD,"$190,560,916",,time-after-hours,Mar/2025,N/A,$0.17,2025-05-13 05:20:33
"Citizens, Inc.",CIA,"$189,566,871",$0.05,time-not-supplied,Mar/2025,1,$0.09,2025-05-13 05:20:33
"Southland Holdings, Inc.",SLND,"$188,954,742",($0.41),time-after-hours,Mar/2025,1,($0.01),2025-05-13 05:20:33
"GoHealth, Inc.",GOCO,"$188,674,333",($0.26),time-pre-market,Mar/2025,3,($0.89),2025-05-13 05:20:33
"CARGO Therapeutics, Inc.",CRGX,"$185,375,679",($0.70),time-not-supplied,Mar/2025,3,($0.87),2025-05-13 05:20:33
"Humacyte, Inc.",HUMA,"$184,591,391",($0.19),time-pre-market,Mar/2025,1,($0.29),2025-05-13 05:20:33
Gauzy Ltd.,GAUZ,"$178,404,335",($0.45),time-pre-market,Mar/2025,1,N/A,2025-05-13 05:20:33
First National Corporation,FXNC,"$176,229,109",$0.53,time-not-supplied,Mar/2025,1,$0.51,2025-05-13 05:20:33
"Y-mAbs Therapeutics, Inc.",YMAB,"$175,898,709",($0.22),time-pre-market,Mar/2025,6,($0.15),2025-05-13 05:20:33
"TuHURA Biosciences, Inc.",HURA,"$174,284,784",($0.13),time-not-supplied,Mar/2025,2,($1.75),2025-05-13 05:20:33
"Contango ORE, Inc.",CTGO,"$168,906,636",($0.32),time-not-supplied,Mar/2025,1,($0.51),2025-05-13 05:20:33
Brainsway Ltd.,BWAY,"$164,350,976",$0.02,time-pre-market,Mar/2025,3,$0.01,2025-05-13 05:20:33
"M-tron Industries, Inc.",MPTI,"$163,985,924",$0.66,time-after-hours,Mar/2025,1,$0.53,2025-05-13 05:20:33
Fennec Pharmaceuticals Inc.,FENC,"$162,607,550",($0.12),time-pre-market,Mar/2025,2,$0.41,2025-05-13 05:20:33
BK Technologies Corporation,BKTI,"$160,464,643",,time-pre-market,Mar/2025,1,$0.30,2025-05-13 05:20:33
DiaMedica Therapeutics Inc.,DMAC,"$156,851,716",($0.18),time-after-hours,Mar/2025,1,($0.14),2025-05-13 05:20:33
Stratus Properties Inc.,STRS,"$156,533,473",,time-not-supplied,Mar/2025,1,$0.56,2025-05-13 05:20:33
"GEN Restaurant Group, Inc.",GENK,"$155,745,155",$0,time-after-hours,Mar/2025,1,$0.11,2025-05-13 05:20:33
"Verde Clean Fuels, Inc.",VGAS,"$145,231,764",,time-not-supplied,Mar/2025,1,($0.13),2025-05-13 05:20:33
"Evolution Petroleum Corporation, Inc.",EPM,"$143,866,372",$0.04,time-after-hours,Mar/2025,2,$0.03,2025-05-13 05:20:33
"SELLAS Life Sciences Group, Inc. ",SLS,"$141,720,840",,time-not-supplied,Mar/2025,N/A,($0.21),2025-05-13 05:20:33
SKYX Platforms Corp.,SKYX,"$137,902,307",($0.10),time-not-supplied,Mar/2025,2,($0.10),2025-05-13 05:20:33
"Comstock Holding Companies, Inc.",CHCI,"$113,523,371",,time-not-supplied,Mar/2025,1,$0.09,2025-05-13 05:20:33
"Seer, Inc.",SEER,"$109,998,944",($0.37),time-after-hours,Mar/2025,2,($0.32),2025-05-13 05:20:33
DeFi Development Corp.,DFDV,"$107,091,946",,time-not-supplied,Mar/2025,1,($0.72),2025-05-13 05:20:33
"Lineage Cell Therapeutics, Inc.",LCTX,"$100,476,768",($0.02),time-after-hours,Mar/2025,3,($0.04),2025-05-13 05:20:33
icad inc.,ICAD,"$98,516,455",,time-not-supplied,Mar/2025,1,($0.05),2025-05-13 05:20:33
"Vaxart, Inc.",VXRT,"$95,647,503",($0.06),time-after-hours,Mar/2025,2,($0.14),2025-05-13 05:20:33
Cardiol Therapeutics Inc.,CRDL,"$95,000,341",($0.09),time-not-supplied,Mar/2025,1,($0.10),2025-05-13 05:20:33
"OptiNose, Inc.",OPTN,"$94,578,512",($0.74),time-not-supplied,Mar/2025,1,($1.80),2025-05-13 05:20:33
Massimo Group,MAMO,"$93,895,542",,time-not-supplied,Mar/2025,1,$0.08,2025-05-13 05:20:33
QuickLogic Corporation,QUIK,"$93,214,312",($0.14),time-after-hours,Mar/2025,2,$0.01,2025-05-13 05:20:33
Genasys Inc.,GNSS,"$93,011,244",($0.13),time-after-hours,Mar/2025,3,($0.16),2025-05-13 05:20:33
"Kyverna Therapeutics, Inc.",KYTX,"$91,183,477",($1.21),time-not-supplied,Mar/2025,3,($1.12),2025-05-13 05:20:33
"MacroGenics, Inc.",MGNX,"$90,219,162",($0.61),time-after-hours,Mar/2025,4,($0.84),2025-05-13 05:20:33
"Zentalis Pharmaceuticals, Inc.",ZNTL,"$88,328,155",($0.67),time-not-supplied,Mar/2025,7,$0.14,2025-05-13 05:20:33
"Smart Sand, Inc.",SND,"$88,326,117",,time-after-hours,Mar/2025,N/A,($0.01),2025-05-13 05:20:33
a.k.a. Brands Holding Corp.,AKA,"$85,438,269",($0.94),time-after-hours,Mar/2025,2,($0.85),2025-05-13 05:20:33
Drilling Tools International Corporation ,DTI,"$84,354,787",$0.04,time-after-hours,Mar/2025,1,$0.13,2025-05-13 05:20:33
"Achieve Life Sciences, Inc. ",ACHV,"$81,509,919",($0.37),time-pre-market,Mar/2025,2,($0.26),2025-05-13 05:20:33
"Fractyl Health, Inc.",GUTS,"$79,250,758",($0.49),time-after-hours,Mar/2025,2,($0.75),2025-05-13 05:20:33
Agape ATP Corporation,ATPC,"$78,008,394",,time-not-supplied,Mar/2025,1,($0.20),2025-05-13 05:20:33
"Urban One, Inc. ",UONE,"$74,826,763",,time-pre-market,Mar/2025,1,$0.15,2025-05-13 05:20:33
CervoMed Inc.,CRVO,"$73,886,084",($0.60),time-not-supplied,Mar/2025,3,($0.41),2025-05-13 05:20:33
"Inozyme Pharma, Inc.",INZY,"$73,876,228",($0.43),time-not-supplied,Mar/2025,6,($0.38),2025-05-13 05:20:33
"Jasper Therapeutics, Inc.",JSPR,"$67,899,991",($1.17),time-not-supplied,Mar/2025,3,($1.03),2025-05-13 05:20:33
"Inovio Pharmaceuticals, Inc.",INO,"$66,000,998",($0.74),time-after-hours,Mar/2025,2,($1.31),2025-05-13 05:20:33
"Pyxis Oncology, Inc.",PYXS,"$65,901,744",($0.29),time-not-supplied,Mar/2025,3,($0.06),2025-05-13 05:20:33
"IO Biotech, Inc.",IOBT,"$65,880,914",($0.44),time-not-supplied,Mar/2025,2,($0.30),2025-05-13 05:20:33
authID Inc.,AUID,"$63,887,318",,time-after-hours,Mar/2025,1,($0.32),2025-05-13 05:20:33
BTCS Inc.,BTCS,"$62,473,621",,time-not-supplied,Mar/2025,N/A,($0.05),2025-05-13 05:20:33
"Marchex, Inc.",MCHX,"$60,762,780",($0.03),time-after-hours,Mar/2025,1,($0.03),2025-05-13 05:20:33
Cross Timbers Royalty Trust,CRT,"$60,180,000",,time-not-supplied,Mar/2025,1,$0.25,2025-05-13 05:20:33
"Alto Neuroscience, Inc.",ANRO,"$60,100,126",($0.59),time-not-supplied,Mar/2025,5,($0.76),2025-05-13 05:20:33
"Heartbeam, Inc.",BEAT,"$59,694,077",,time-after-hours,Mar/2025,1,($0.17),2025-05-13 05:20:33
"Acumen Pharmaceuticals, Inc.",ABOS,"$59,368,014",($0.56),time-pre-market,Mar/2025,2,($0.25),2025-05-13 05:20:33
"Hyperfine, Inc. ",HYPR,"$57,930,520",($0.12),time-after-hours,Mar/2025,2,($0.14),2025-05-13 05:20:33
Repare Therapeutics Inc.,RPTX,"$57,814,563",($0.65),time-not-supplied,Mar/2025,1,$0.30,2025-05-13 05:20:33
Thumzup Media Corporation,TZUP,"$57,784,457",,time-not-supplied,Mar/2025,1,($0.04),2025-05-13 05:20:33
Fury Gold Mines Limited,FURY,"$57,522,941",,time-not-supplied,Mar/2025,N/A,N/A,2025-05-13 05:20:33
"Intellinetics, Inc.",INLX,"$57,497,670",($0.07),time-after-hours,Mar/2025,1,($0.04),2025-05-13 05:20:33
"SurgePays, Inc.",SURG,"$57,152,337",($0.40),time-after-hours,Mar/2025,2,$0.07,2025-05-13 05:20:33
"Metagenomi, Inc.",MGX,"$56,449,043",($0.62),time-not-supplied,Mar/2025,3,($1.19),2025-05-13 05:20:33
"Serina Therapeutics, Inc.",SER,"$56,116,355",,time-not-supplied,Mar/2025,1,($3.38),2025-05-13 05:20:33
"Intellicheck, Inc.",IDN,"$56,079,402",($0.03),time-after-hours,Mar/2025,3,($0.02),2025-05-13 05:20:33
Digi Power X Inc.,DGXX,"$54,461,805",($0.42),time-not-supplied,Mar/2025,1,$0.17,2025-05-13 05:20:33
"Biodesix, Inc.",BDSX,"$54,245,577",($0.08),time-after-hours,Mar/2025,1,($0.14),2025-05-13 05:20:33
Ampco-Pittsburgh Corporation,AP,"$54,054,520",,time-pre-market,Mar/2025,1,($0.14),2025-05-13 05:20:33
"Gain Therapeutics, Inc.",GANX,"$53,906,687",($0.16),time-not-supplied,Mar/2025,2,($0.22),2025-05-13 05:20:33
Permianville Royalty Trust,PVL,"$49,500,000",,time-not-supplied,Mar/2025,1,N/A,2025-05-13 05:20:33
Westport Fuel Systems Inc,WPRT,"$47,821,780",($0.47),time-after-hours,Mar/2025,1,($0.79),2025-05-13 05:20:33
"CarParts.com, Inc.",PRTS,"$47,230,658",,time-after-hours,Mar/2025,1,($0.11),2025-05-13 05:20:33
"Armata Pharmaceuticals, Inc.",ARMP,"$46,676,156",($0.38),time-not-supplied,Mar/2025,1,($0.69),2025-05-13 05:20:33
PermRock Royalty Trust,PRT,"$46,594,754",,time-not-supplied,Mar/2025,1,$0.09,2025-05-13 05:20:33
Regis Corporation,RGS,"$46,554,501",,time-pre-market,Mar/2025,1,($1.03),2025-05-13 05:20:33
"Optex Systems Holdings, Inc.",OPXS,"$46,208,145",,time-after-hours,Mar/2025,1,$0.16,2025-05-13 05:20:33
Surf Air Mobility Inc.,SRFM,"$45,417,909",($1.08),time-after-hours,Mar/2025,2,($1.82),2025-05-13 05:20:33
Mural Oncology plc,MURA,"$45,310,405",($2.12),time-not-supplied,Mar/2025,2,($1.84),2025-05-13 05:20:33
"Flanigan's Enterprises, Inc.",BDL,"$44,384,490",,time-not-supplied,Mar/2025,1,$1.04,2025-05-13 05:20:33
Laser Photonics Corporation,LASE,"$40,805,565",,time-not-supplied,Mar/2025,1,($0.06),2025-05-13 05:20:33
Verrica Pharmaceuticals Inc.,VRCA,"$40,383,197",($0.14),time-after-hours,Mar/2025,3,($0.44),2025-05-13 05:20:33
"Investcorp Credit Management BDC, Inc.",ICMB,"$40,049,358",,time-not-supplied,Mar/2025,1,$0.14,2025-05-13 05:20:33
"IZEA Worldwide, Inc.",IZEA,"$39,072,546",,time-after-hours,Mar/2025,N/A,($0.20),2025-05-13 05:20:33
"Reviva Pharmaceuticals Holdings, Inc.",RVPH,"$38,312,736",($0.20),time-not-supplied,Mar/2025,2,($0.25),2025-05-13 05:20:33
"Westwater Resources, Inc.",WWR,"$37,389,036",,time-not-supplied,Mar/2025,N/A,($0.05),2025-05-13 05:20:33
"Estrella Immunopharma, Inc.",ESLA,"$37,264,521",,time-not-supplied,Mar/2025,1,($0.01),2025-05-13 05:20:33
Atlantic American Corporation,AAME,"$36,923,562",,time-not-supplied,Mar/2025,1,($0.12),2025-05-13 05:20:33
"Acrivon Therapeutics, Inc.",ACRV,"$36,367,717",($0.57),time-not-supplied,Mar/2025,4,($0.73),2025-05-13 05:20:33
"Broadwind, Inc.",BWEN,"$36,157,836",($0.03),time-pre-market,Mar/2025,2,$0.07,2025-05-13 05:20:33
"AN2 Therapeutics, Inc.",ANTX,"$36,118,464",($0.25),time-not-supplied,Mar/2025,3,($0.56),2025-05-13 05:20:33
TransAct Technologies Incorporated,TACT,"$35,484,124",($0.10),time-after-hours,Mar/2025,1,($0.10),2025-05-13 05:20:33
Iterum Therapeutics plc,ITRM,"$35,273,033",($0.15),time-pre-market,Mar/2025,1,($0.46),2025-05-13 05:20:33
"Spero Therapeutics, Inc.",SPRO,"$34,658,397",($0.44),time-after-hours,Mar/2025,2,($0.24),2025-05-13 05:20:33
"NRX Pharmaceuticals, Inc.",NRXP,"$34,507,920",,time-not-supplied,Mar/2025,N/A,($0.74),2025-05-13 05:20:33
ACCESS Newswire Inc.,ACCS,"$34,164,813",$0.08,time-pre-market,Mar/2025,1,$0.10,2025-05-13 05:20:33
"Firefly Neuroscience, Inc. ",AIFF,"$33,822,790",,time-not-supplied,Mar/2025,1,($0.99),2025-05-13 05:20:33
"Pixelworks, Inc.",PXLW,"$33,674,100",($0.13),time-after-hours,Mar/2025,1,($0.09),2025-05-13 05:20:33
Paramount Gold Nevada Corp.,PZG,"$32,243,102",,time-not-supplied,Mar/2025,1,($0.03),2025-05-13 05:20:33
"Spectral AI, Inc.",MDAI,"$31,393,323",($0.10),time-after-hours,Mar/2025,2,($0.19),2025-05-13 05:20:33
"FibroBiologics, Inc.",FBLG,"$31,342,940",($0.09),time-not-supplied,Mar/2025,2,($0.27),2025-05-13 05:20:33
"CASI Pharmaceuticals, Inc.",CASI,"$29,209,901",($0.61),time-not-supplied,Mar/2025,1,($0.71),2025-05-13 05:20:33
"Hudson Global, Inc.",HSON,"$28,057,222",$0.06,time-pre-market,Mar/2025,1,($0.72),2025-05-13 05:20:33
"MiNK Therapeutics, Inc.",INKT,"$27,883,736",($0.61),time-not-supplied,Mar/2025,2,($1.10),2025-05-13 05:20:33
"ESS Tech, Inc.",GWH,"$27,233,438",($1.66),time-not-supplied,Mar/2025,1,($1.50),2025-05-13 05:20:33
The Intergroup Corporation,INTG,"$26,185,789",,time-not-supplied,Mar/2025,1,($1.44),2025-05-13 05:20:33
"Dare Bioscience, Inc.",DARE,"$25,754,623",($0.63),time-after-hours,Mar/2025,2,($0.84),2025-05-13 05:20:33
Nortech Systems Incorporated,NSYS,"$23,880,859",,time-not-supplied,Mar/2025,1,$0.26,2025-05-13 05:20:33
Fathom Holdings Inc.,FTHM,"$22,301,539",($0.21),time-after-hours,Mar/2025,1,($0.31),2025-05-13 05:20:33
"Tenax Therapeutics, Inc.",TENX,"$22,115,044",($0.48),time-not-supplied,Mar/2025,3,($3.12),2025-05-13 05:20:33
"KALA BIO, Inc.",KALA,"$22,067,201",($2.03),time-not-supplied,Mar/2025,2,($4.20),2025-05-13 05:20:33
"Urban One, Inc. ",UONEK,"$21,568,063",,time-pre-market,Mar/2025,1,$0.15,2025-05-13 05:20:33
"Mannatech, Incorporated",MTEX,"$21,005,277",,time-not-supplied,Mar/2025,1,$0.63,2025-05-13 05:20:33
BioVie Inc.,BIVI,"$20,666,219",($0.32),time-not-supplied,Mar/2025,1,$2,2025-05-13 05:20:33
Ovid Therapeutics Inc.,OVID,"$20,618,859",($0.14),time-not-supplied,Mar/2025,5,($0.17),2025-05-13 05:20:33
"Bridgeline Digital, Inc.",BLIN,"$20,571,940",($0.04),time-not-supplied,Mar/2025,1,($0.02),2025-05-13 05:20:33
"Passage Bio, Inc.",PASG,"$20,459,212",($0.24),time-not-supplied,Mar/2025,2,($0.30),2025-05-13 05:20:33
"Natural Alternatives International, Inc.",NAII,"$20,022,053",,time-not-supplied,Mar/2025,1,($0.27),2025-05-13 05:20:33
"NexGel, Inc",NXGL,"$19,823,956",,time-after-hours,Mar/2025,1,($0.14),2025-05-13 05:20:33
CVD Equipment Corporation,CVV,"$19,544,420",,time-after-hours,Mar/2025,1,($0.22),2025-05-13 05:20:33
