Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Cardlytics, Inc.",CDLX,"$101,644,886",($0.52),time-after-hours,Dec/2024,1,($0.14),2025-03-12 05:18:57
"electroCore, Inc.",ECOR,"$92,419,733",($0.34),time-after-hours,Dec/2024,2,($0.61),2025-03-12 05:18:57
Quest Resource Holding Corporation,QRHC,"$91,409,277",$0.03,time-after-hours,Dec/2024,2,$0.03,2025-03-12 05:18:57
"Vera Bradley, Inc.",VRA,"$88,447,411",$0.10,time-pre-market,Jan/2025,1,$0.11,2025-03-12 05:18:57
"TuHURA Biosciences, Inc.",HURA,"$88,374,655",($0.15),time-not-supplied,Dec/2024,2,($8.39),2025-03-12 05:18:57
OptimizeRx Corporation,OPRX,"$84,367,749",$0.10,time-pre-market,Dec/2024,4,$0.11,2025-03-12 05:18:57
Monogram Technologies Inc.,MGRM,"$82,349,426",($0.11),time-after-hours,Dec/2024,2,($0.09),2025-03-12 05:18:57
GAN Limited,GAN,"$81,114,942",,time-not-supplied,Dec/2024,2,($0.21),2025-03-12 05:18:57
"KLX Energy Services Holdings, Inc. ",KLXE,"$79,917,993",($0.72),time-not-supplied,Dec/2024,2,($0.54),2025-03-12 05:18:57
"Upland Software, Inc.",UPLD,"$77,383,530",$0.14,time-pre-market,Dec/2024,2,N/A,2025-03-12 05:18:57
InspireMD Inc.,NSPR,"$74,077,887",($0.20),time-pre-market,Dec/2024,1,($0.16),2025-03-12 05:18:57
"Fossil Group, Inc.",FOSL,"$73,407,684",,time-after-hours,Dec/2024,2,($0.30),2025-03-12 05:18:57
"Ocean Power Technologies, Inc.",OPTT,"$73,194,606",,time-not-supplied,Jan/2025,2,($0.11),2025-03-12 05:18:57
"Applied Therapeutics, Inc.",APLT,"$66,602,446",($0.15),time-not-supplied,Dec/2024,1,($0.33),2025-03-12 05:18:57
"Aimei Health Technology Co., Ltd",AFJK,"$65,700,000",,time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
"Solo Brands, Inc.",DTC,"$64,720,157",$0.10,time-pre-market,Dec/2024,2,$0.13,2025-03-12 05:18:57
Ondas Holdings Inc.,ONDS,"$62,491,034",($0.09),time-pre-market,Dec/2024,2,($0.26),2025-03-12 05:18:57
"Alpha Pro Tech, Ltd.",APT,"$58,073,136",,time-not-supplied,Dec/2024,2,$0.09,2025-03-12 05:18:57
"Stronghold Digital Mining, Inc.",SDIG,"$53,453,266",($0.88),time-not-supplied,Dec/2024,1,($1.12),2025-03-12 05:18:57
"Aadi Bioscience, Inc.",AADI,"$52,252,471",($0.25),time-not-supplied,Dec/2024,3,($0.60),2025-03-12 05:18:57
"Inovio Pharmaceuticals, Inc.",INO,"$50,894,982",($0.92),time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
Gold Resource Corporation,GORO,"$49,807,286",,time-not-supplied,Dec/2024,N/A,($0.03),2025-03-12 05:18:57
vTv Therapeutics Inc.,VTVT,"$49,089,631",,time-not-supplied,Dec/2024,2,($1.67),2025-03-12 05:18:57
"BGSF, Inc.",BGSF,"$48,726,137",($0.08),time-after-hours,Dec/2024,2,$0.11,2025-03-12 05:18:57
"Rafael Holdings, Inc.",RFL,"$46,510,773",,time-not-supplied,Jan/2025,2,($0.08),2025-03-12 05:18:57
"Spero Therapeutics, Inc.",SPRO,"$42,469,651",($0.31),time-not-supplied,Dec/2024,2,$0.96,2025-03-12 05:18:57
"ESS Tech, Inc.",GWH,"$38,738,159",($1.51),time-not-supplied,Dec/2024,2,($1.35),2025-03-12 05:18:57
"FTC Solar, Inc.",FTCI,"$37,435,784",($0.93),time-not-supplied,Dec/2024,3,($0.70),2025-03-12 05:18:57
Clene Inc.,CLNN,"$36,547,145",($1.21),time-not-supplied,Dec/2024,2,($1.20),2025-03-12 05:18:57
"Harvard Bioscience, Inc.",HBIO,"$35,708,928",,time-pre-market,Dec/2024,2,$0.01,2025-03-12 05:18:57
Generation Bio Co.,GBIO,"$35,567,178",($0.28),time-not-supplied,Dec/2024,3,($0.53),2025-03-12 05:18:57
Stardust Power Inc.,SDST,"$33,200,571",($0.07),time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
DallasNews Corporation,DALN,"$32,917,814",,time-not-supplied,Dec/2024,2,($0.41),2025-03-12 05:18:57
Moolec Science SA,MLEC,"$32,304,840",,time-not-supplied,Dec/2024,2,($0.05),2025-03-12 05:18:57
"Zedge, Inc.",ZDGE,"$30,832,908",,time-after-hours,Jan/2025,2,$0.03,2025-03-12 05:18:57
"High Roller Technologies, Inc.",ROLR,"$26,455,547",,time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
"Enzo Biochem, Inc.",ENZ,"$24,241,250",,time-not-supplied,Jan/2025,2,N/A,2025-03-12 05:18:57
Fathom Holdings Inc.,FTHM,"$17,458,313",($0.33),time-after-hours,Dec/2024,1,($0.50),2025-03-12 05:18:57
"Medalist Diversified REIT, Inc.",MDRR,"$16,756,863",,time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
Sol-Gel Technologies Ltd.,SLGL,"$15,881,629",($0.11),time-not-supplied,Dec/2024,1,($0.17),2025-03-12 05:18:57
Yunhong Green CTI Ltd.,YHGJ,"$15,798,412",,time-not-supplied,Dec/2024,2,$0.02,2025-03-12 05:18:57
"Spruce Biosciences, Inc.",SPRB,"$14,588,078",($0.21),time-not-supplied,Dec/2024,3,($0.23),2025-03-12 05:18:57
Wag! Group Co.,PET,"$13,453,561",,time-not-supplied,Dec/2024,2,($0.09),2025-03-12 05:18:57
"ConnectM Technology Solutions, Inc.",CNTM,"$12,940,676",($0.06),time-not-supplied,Dec/2024,1,($0.52),2025-03-12 05:18:57
Sphere 3D Corp.,ANY,"$12,721,708",($0.27),time-not-supplied,Dec/2024,1,($0.64),2025-03-12 05:18:57
"Sensei Biotherapeutics, Inc.",SNSE,"$11,305,545",($0.27),time-not-supplied,Dec/2024,2,($0.30),2025-03-12 05:18:57
"Talphera, Inc.",TLPH,"$9,366,070",($0.21),time-not-supplied,Dec/2024,1,($0.25),2025-03-12 05:18:57
"Odyssey Marine Exploration, Inc.",OMEX,"$8,781,243",,time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
"Indaptus Therapeutics, Inc.",INDP,"$8,412,429",($0.41),time-not-supplied,Dec/2024,1,($0.47),2025-03-12 05:18:57
"ABVC Biopharma, Inc.",ABVC,"$8,286,149",,time-not-supplied,Dec/2024,2,($0.35),2025-03-12 05:18:57
Urgent.ly Inc.,ULY,"$7,694,815",,time-after-hours,Dec/2024,2,($2.43),2025-03-12 05:18:57
Healthy Choice Wellness Corp.,HCWC,"$5,398,662",,time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
Portage Biotech Inc.,PRTG,"$4,666,332",,time-not-supplied,Dec/2024,N/A,($3.60),2025-03-12 05:18:57
Boxlight Corporation,BOXL,"$3,208,652",,time-not-supplied,Dec/2024,N/A,($3.15),2025-03-12 05:18:57
"SenesTech, Inc.",SNES,"$3,111,268",($1.50),time-after-hours,Dec/2024,2,N/A,2025-03-12 05:18:57
"Ascent Solar Technologies, Inc",ASTI,"$2,358,151",,time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
iSpecimen Inc.,ISPC,"$1,357,318",,time-not-supplied,Dec/2024,2,($6.80),2025-03-12 05:18:57
Churchill Capital Corp IX,CCIX,,,time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
Perceptive Capital Solutions Corp,PCSC,,,time-not-supplied,Dec/2024,2,N/A,2025-03-12 05:18:57
"Vroom, Inc.",VRM,,,time-not-supplied,Dec/2024,2,($99.99),2025-03-12 05:18:57
