Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Jabil Inc.,JBL,"$18,875,605,992",$2.15,time-pre-market,May/2025,2,$1.87,2025-06-17 05:21:15
Comp En De Mn Cemig ADS,CIG,"$5,437,385,601",,time-not-supplied,Mar/2025,N/A,$0.08,2025-06-17 05:21:15
"John Wiley & Sons, Inc.",WLYB,"$2,084,574,804",,time-pre-market,Apr/2025,2,$1.21,2025-06-17 05:21:15
"John Wiley & Sons, Inc.",WLY,"$2,031,800,758",,time-pre-market,Apr/2025,N/A,$1.21,2025-06-17 05:21:15
La-Z-Boy Incorporated,LZB,"$1,580,537,063",$0.93,time-after-hours,Apr/2025,2,$0.95,2025-06-17 05:21:15
China Yuchai International Limited,CYD,"$782,257,014",,time-not-supplied,Mar/2025,1,N/A,2025-06-17 05:21:15
Tsakos Energy Navigation Ltd,TEN,"$591,706,123",$0.29,time-pre-market,Mar/2025,1,$1.05,2025-06-17 05:21:15
Antalpha Platform Holding Company,ANTA,"$289,053,075",$0.08,time-pre-market,Mar/2025,1,N/A,2025-06-17 05:21:15
Smith-Midland Corporation,SMID,"$150,067,304",,time-not-supplied,Mar/2025,2,$0.21,2025-06-17 05:21:15
American Resources Corporation,AREC,"$71,702,404",($0.05),time-not-supplied,Mar/2025,1,($0.03),2025-06-17 05:21:15
"VistaGen Therapeutics, Inc.",VTGN,"$63,785,208",($0.52),time-after-hours,Mar/2025,2,($0.25),2025-06-17 05:21:15
Beamr Imaging Ltd.,BMR,"$50,125,705",,time-not-supplied,Mar/2025,1,N/A,2025-06-17 05:21:15
Laser Photonics Corporation,LASE,"$31,399,537",,time-not-supplied,Mar/2025,2,($0.06),2025-06-17 05:21:15
"Kirkland's, Inc.",KIRK,"$26,720,674",,time-pre-market,Apr/2025,1,($0.68),2025-06-17 05:21:15
"Streamline Health Solutions, Inc.",STRM,"$22,306,272",,time-not-supplied,Apr/2025,1,($0.75),2025-06-17 05:21:15
InnSuites Hospitality Trust,IHT,"$20,418,920",,time-not-supplied,Apr/2025,1,($0.02),2025-06-17 05:21:15
Vince Holding Corp.,VNCE,"$18,750,878",($0.47),time-pre-market,Apr/2025,2,($0.26),2025-06-17 05:21:15
"Beyond Air, Inc.",XAIR,"$15,704,771",($0.14),time-after-hours,Mar/2025,2,($0.36),2025-06-17 05:21:15
"Synlogic, Inc.",SYBX,"$14,589,726",($0.15),time-not-supplied,Mar/2025,1,($2.60),2025-06-17 05:21:15
Foresight Autonomous Holdings Ltd.,FRSX,"$9,583,654",,time-not-supplied,Mar/2025,2,($0.09),2025-06-17 05:21:15
"Cyclacel Pharmaceuticals, Inc.",CYCC,"$9,178,434",,time-not-supplied,Mar/2025,2,($36.32),2025-06-17 05:21:15
Yunji Inc.,YJ,"$8,196,099",,time-not-supplied,Mar/2025,2,$0.08,2025-06-17 05:21:15
Brenmiller Energy Ltd,BNRG,"$4,736,262",,time-not-supplied,Mar/2025,2,N/A,2025-06-17 05:21:15
"urban-gro, Inc.",UGRO,"$3,948,629",,time-not-supplied,Mar/2025,2,($0.12),2025-06-17 05:21:15
