Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Macro Bank Inc.,BMA,"$4,828,210,659",$2.41,time-not-supplied,Dec/2024,1,$8.89,2025-04-02 00:12:01
RH,RH,"$4,360,693,600",$1.91,time-after-hours,Jan/2025,10,$0.72,2025-04-02 00:12:01
Unifirst Corporation,UNF,"$3,230,418,228",$1.31,time-pre-market,Feb/2025,1,$1.22,2025-04-02 00:12:01
BlackBerry Limited,BB,"$2,230,268,664",$0.01,time-pre-market,Feb/2025,1,$0.02,2025-04-02 00:12:01
Universal Corporation,UVV,"$1,384,028,469",,time-not-supplied,Dec/2024,1,$2.16,2025-04-02 00:12:01
Novagold Resources Inc.,NG,"$976,936,186",,time-not-supplied,Feb/2025,1,($0.03),2025-04-02 00:12:01
"Penguin Solutions, Inc.",PENG,"$925,660,328",$0.20,time-after-hours,Feb/2025,1,$0.09,2025-04-02 00:12:01
Cognyte Software Ltd.,CGNT,"$553,772,973",,time-pre-market,Jan/2025,N/A,($0.28),2025-04-02 00:12:01
"AngioDynamics, Inc.",ANGO,"$379,973,008",($0.13),time-pre-market,Feb/2025,3,($0.16),2025-04-02 00:12:01
Franklin Covey Company,FC,"$364,464,240",($0.11),time-after-hours,Feb/2025,3,$0.06,2025-04-02 00:12:01
Logistic Properties of the Americas,LPA,"$282,946,072",,time-after-hours,Dec/2024,1,N/A,2025-04-02 00:12:01
Trilogy Metals Inc.,TMQ,"$254,108,837",($0.01),time-not-supplied,Feb/2025,1,($0.02),2025-04-02 00:12:01
Ur Energy Inc,URG,"$245,440,510",($0.05),time-not-supplied,Dec/2024,2,($0.02),2025-04-02 00:12:01
"Resources Connection, Inc.",RGP,"$216,415,840",($0.13),time-after-hours,Feb/2025,3,$0.17,2025-04-02 00:12:01
Nanobiotix S.A.,NBTX,"$168,737,314",,time-after-hours,Dec/2024,1,N/A,2025-04-02 00:12:01
"TuHURA Biosciences, Inc.",HURA,"$136,579,013",($0.15),time-not-supplied,Dec/2024,2,($8.39),2025-04-02 00:12:01
"Bassett Furniture Industries, Incorporated",BSET,"$134,022,429",$0.02,time-after-hours,Feb/2025,1,($0.14),2025-04-02 00:12:01
eXoZymes Inc.,EXOZ,"$65,337,047",,time-after-hours,Dec/2024,1,N/A,2025-04-02 00:12:01
"Applied Therapeutics, Inc.",APLT,"$56,886,680",($0.18),time-not-supplied,Dec/2024,2,($0.33),2025-04-02 00:12:01
Gold Resource Corporation,GORO,"$48,587,127",,time-not-supplied,Dec/2024,N/A,($0.03),2025-04-02 00:12:01
Allied Gaming & Entertainment Inc.,AGAE,"$44,988,134",,time-not-supplied,Dec/2024,1,($0.03),2025-04-02 00:12:01
ClearSign Technologies Corporation,CLIR,"$37,675,805",,time-after-hours,Dec/2024,1,($0.02),2025-04-02 00:12:01
"Firefly Neuroscience, Inc. ",AIFF,"$33,418,224",,time-not-supplied,Dec/2024,1,N/A,2025-04-02 00:12:01
Yunhong Green CTI Ltd.,YHGJ,"$26,106,669",,time-not-supplied,Dec/2024,1,$0.02,2025-04-02 00:12:01
Moolec Science SA,MLEC,"$21,035,710",,time-not-supplied,Dec/2024,1,($0.05),2025-04-02 00:12:01
American Shared Hospital Services,AMS,"$17,847,600",$0.01,time-not-supplied,Dec/2024,1,$0.06,2025-04-02 00:12:01
"Medalist Diversified REIT, Inc.",MDRR,"$17,075,596",,time-not-supplied,Dec/2024,1,N/A,2025-04-02 00:12:01
SemiLEDS Corporation,LEDS,"$16,082,176",,time-not-supplied,Feb/2025,1,($0.11),2025-04-02 00:12:01
Sol-Gel Technologies Ltd.,SLGL,"$14,485,962",($0.11),time-not-supplied,Dec/2024,1,($0.17),2025-04-02 00:12:01
"ABVC Biopharma, Inc.",ABVC,"$13,754,022",,time-not-supplied,Dec/2024,1,($0.35),2025-04-02 00:12:01
"Spruce Biosciences, Inc.",SPRB,"$11,981,884",($0.21),time-not-supplied,Dec/2024,3,($0.23),2025-04-02 00:12:01
AIX Inc.,AIFU,"$11,913,810",,time-not-supplied,Dec/2024,1,($0.07),2025-04-02 00:12:01
"ConnectM Technology Solutions, Inc.",CNTM,"$11,576,486",($0.06),time-not-supplied,Dec/2024,1,($0.52),2025-04-02 00:12:01
"Sonim Technologies, Inc.",SONM,"$10,425,307",($0.40),time-not-supplied,Dec/2024,1,($0.30),2025-04-02 00:12:01
Portage Biotech Inc.,PRTG,"$9,699,680",,time-not-supplied,Dec/2024,N/A,($3.60),2025-04-02 00:12:01
"Lottery.com, Inc.",LTRY,"$9,466,346",,time-not-supplied,Dec/2024,1,($4.82),2025-04-02 00:12:01
COSCIENS Biopharma Inc. ,CSCI,"$8,803,270",,time-not-supplied,Dec/2024,1,($4.64),2025-04-02 00:12:01
Quhuo Limited,QH,"$8,766,656",,time-not-supplied,Dec/2024,1,N/A,2025-04-02 00:12:01
"urban-gro, Inc.",UGRO,"$5,129,409",,time-not-supplied,Dec/2024,1,($0.34),2025-04-02 00:12:01
"IT Tech Packaging, Inc.",ITP,"$2,757,055",,time-not-supplied,Dec/2024,1,($0.40),2025-04-02 00:12:01
"Matinas Biopharma Holdings, Inc.",MTNB,"$2,645,232",,time-not-supplied,Dec/2024,1,($1.50),2025-04-02 00:12:01
"Siyata Mobile, Inc.",SYTA,"$2,068,734",,time-not-supplied,Dec/2024,1,($99.99),2025-04-02 00:12:01
"Ascent Solar Technologies, Inc",ASTI,"$1,867,974",,time-not-supplied,Dec/2024,1,N/A,2025-04-02 00:12:01
iSpecimen Inc.,ISPC,"$1,020,395",,time-not-supplied,Dec/2024,1,($6.80),2025-04-02 00:12:01
Perceptive Capital Solutions Corp,PCSC,,,time-not-supplied,Dec/2024,1,N/A,2025-04-02 00:12:01
Macro Bank Inc.,BMA,"$4,828,210,659",$2.41,time-not-supplied,Dec/2024,1,$8.89,2025-04-02 05:20:47
RH,RH,"$4,360,693,600",$1.91,time-after-hours,Jan/2025,10,$0.72,2025-04-02 05:20:47
Unifirst Corporation,UNF,"$3,230,418,228",$1.31,time-pre-market,Feb/2025,1,$1.22,2025-04-02 05:20:47
BlackBerry Limited,BB,"$2,230,268,664",$0.01,time-pre-market,Feb/2025,1,$0.02,2025-04-02 05:20:47
Universal Corporation,UVV,"$1,384,028,469",,time-not-supplied,Dec/2024,1,$2.16,2025-04-02 05:20:47
Novagold Resources Inc.,NG,"$976,936,186",,time-not-supplied,Feb/2025,1,($0.03),2025-04-02 05:20:47
"Penguin Solutions, Inc.",PENG,"$925,660,328",$0.20,time-after-hours,Feb/2025,1,$0.09,2025-04-02 05:20:47
Cognyte Software Ltd.,CGNT,"$553,772,973",,time-pre-market,Jan/2025,N/A,($0.28),2025-04-02 05:20:47
