Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Merit Medical Systems, Inc.",MMSI,"$6,012,103,832",$0.83,time-after-hours,Dec/2024,6,$0.81,2025-02-25 05:18:17
"Nuvalent, Inc.",NUVL,"$5,647,967,914",($1.04),time-not-supplied,Dec/2024,7,($0.62),2025-02-25 05:18:17
Elanco Animal Health Incorporated,ELAN,"$5,447,767,944",$0.15,time-pre-market,Dec/2024,8,$0.08,2025-02-25 05:18:17
Enstar Group Limited,ESGR,"$5,057,027,320",,time-not-supplied,Dec/2024,6,$31.02,2025-02-25 05:18:17
Novanta Inc.,NOVT,"$5,047,305,797",$0.71,time-pre-market,Dec/2024,1,$0.63,2025-02-25 05:18:17
Zeta Global Holdings Corp.,ZETA,"$4,922,296,231",$0.09,time-after-hours,Dec/2024,3,($0.22),2025-02-25 05:18:17
"Kontoor Brands, Inc.",KTB,"$4,848,589,632",$1.31,time-pre-market,Dec/2024,1,$1.35,2025-02-25 05:18:17
"Matson, Inc.",MATX,"$4,745,727,862",$3.20,time-after-hours,Dec/2024,1,$1.78,2025-02-25 05:18:17
Sealed Air Corporation,SEE,"$4,713,150,692",$0.67,time-pre-market,Dec/2024,8,$0.88,2025-02-25 05:18:17
Workiva Inc.,WK,"$4,676,661,032",($0.17),time-after-hours,Dec/2024,4,($0.05),2025-02-25 05:18:17
"The Baldwin Insurance Group, Inc.",BWIN,"$4,606,894,299",$0.14,time-after-hours,Dec/2024,4,$0.01,2025-02-25 05:18:17
"Interparfums, Inc.",IPAR,"$4,300,705,695",$0.80,time-after-hours,Dec/2024,5,$0.32,2025-02-25 05:18:17
"Itron, Inc.",ITRI,"$4,235,714,205",$1.05,time-pre-market,Dec/2024,8,$1.23,2025-02-25 05:18:17
"Nelnet, Inc.",NNI,"$4,096,567,447",$1.23,time-not-supplied,Dec/2024,1,($0.04),2025-02-25 05:18:17
"Grupo Simec, S.A. de C.V.",SIM,"$3,971,962,989",,time-not-supplied,Dec/2024,6,$0.47,2025-02-25 05:18:17
"Spirit Aerosystems Holdings, Inc.",SPR,"$3,965,668,268",($1.86),time-not-supplied,Dec/2024,3,$0.48,2025-02-25 05:18:17
Super Group (SGHC) Limited,SGHC,"$3,933,716,875",$0.19,time-pre-market,Dec/2024,1,($0.04),2025-02-25 05:18:17
"DigitalOcean Holdings, Inc.",DOCN,"$3,626,693,839",$0.14,time-pre-market,Dec/2024,6,$0.31,2025-02-25 05:18:17
International Game Technology,IGT,"$3,598,656,369",$0.32,time-pre-market,Dec/2024,3,$0.56,2025-02-25 05:18:17
"Sterling Infrastructure, Inc.",STRL,"$3,571,626,980",$1.34,time-after-hours,Dec/2024,3,$1.30,2025-02-25 05:18:17
ZoomInfo Technologies Inc.,ZI,"$3,313,508,485",$0.14,time-after-hours,Dec/2024,9,$0.16,2025-02-25 05:18:17
Gulfport Energy Corporation,GPOR,"$3,282,301,984",$3.90,time-after-hours,Dec/2024,3,$3.10,2025-02-25 05:18:17
PROCEPT BioRobotics Corporation,PRCT,"$3,248,403,204",($0.35),time-after-hours,Dec/2024,8,($0.54),2025-02-25 05:18:17
"National Health Investors, Inc.",NHI,"$3,132,305,533",$1.10,time-after-hours,Dec/2024,4,$1.09,2025-02-25 05:18:17
OUTFRONT Media Inc.,OUT,"$2,994,385,455",$0.59,time-after-hours,Dec/2024,5,$0.64,2025-02-25 05:18:17
Denali Therapeutics Inc.,DNLI,"$2,983,495,265",($0.83),time-not-supplied,Dec/2024,13,($0.86),2025-02-25 05:18:17
"Recursion Pharmaceuticals, Inc.",RXRX,"$2,660,026,930",($0.36),time-not-supplied,Dec/2024,3,($0.40),2025-02-25 05:18:17
"Boston Beer Company, Inc. (The)",SAM,"$2,610,713,597",($1.18),time-after-hours,Dec/2024,5,($1.49),2025-02-25 05:18:17
LivaNova PLC,LIVN,"$2,576,031,612",$0.67,time-pre-market,Dec/2024,3,$0.87,2025-02-25 05:18:17
Beam Therapeutics Inc.,BEAM,"$2,519,775,229",($1.10),time-not-supplied,Dec/2024,7,$1.73,2025-02-25 05:18:17
ODDITY Tech Ltd.,ODD,"$2,502,133,700",$0.08,time-after-hours,Dec/2024,3,$0.05,2025-02-25 05:18:17
Driven Brands Holdings Inc.,DRVN,"$2,448,582,357",$0.15,time-pre-market,Dec/2024,4,$0.17,2025-02-25 05:18:17
"Compania Cervecerias Unidas, S.A.",CCU,"$2,392,531,096",,time-not-supplied,Dec/2024,N/A,$0.25,2025-02-25 05:18:17
"Lemonade, Inc.",LMND,"$2,386,339,726",($0.60),time-after-hours,Dec/2024,6,($0.61),2025-02-25 05:18:17
Flywire Corporation,FLYW,"$2,197,205,579",($0.01),time-after-hours,Dec/2024,7,$0.01,2025-02-25 05:18:17
Huron Consulting Group Inc.,HURN,"$2,195,260,574",$1.52,time-after-hours,Dec/2024,3,$1.29,2025-02-25 05:18:17
Bitdeer Technologies Group,BTDR,"$2,099,193,819",($0.22),time-pre-market,Dec/2024,4,($0.04),2025-02-25 05:18:17
"Delek Logistics Partners, L.P.",DKL,"$2,059,695,893",$0.16,time-pre-market,Dec/2024,1,$0.85,2025-02-25 05:18:17
"Revolve Group, Inc.",RVLV,"$2,024,450,180",$0.09,time-after-hours,Dec/2024,10,$0.05,2025-02-25 05:18:17
"Harmony Biosciences Holdings, Inc.",HRMY,"$1,971,001,624",$0.74,time-pre-market,Dec/2024,4,$0.45,2025-02-25 05:18:17
"UFP Technologies, Inc.",UFPT,"$1,953,585,845",,time-pre-market,Dec/2024,6,$1.53,2025-02-25 05:18:17
"Skyward Specialty Insurance Group, Inc.",SKWD,"$1,950,861,643",$0.77,time-after-hours,Dec/2024,6,$0.61,2025-02-25 05:18:17
"Weis Markets, Inc.",WMK,"$1,925,121,565",,time-not-supplied,Dec/2024,6,$0.76,2025-02-25 05:18:17
Cipher Mining Inc.,CIFR,"$1,909,455,615",($0.09),time-pre-market,Dec/2024,2,$0.05,2025-02-25 05:18:17
"Carter's, Inc.",CRI,"$1,875,820,268",$1.72,time-pre-market,Dec/2024,2,$2.76,2025-02-25 05:18:17
"Camping World Holdings, Inc.",CWH,"$1,835,850,262",($0.61),time-after-hours,Dec/2024,5,($0.53),2025-02-25 05:18:17
"LGI Homes, Inc.",LGIH,"$1,829,349,366",$2.31,time-pre-market,Dec/2024,3,$2.19,2025-02-25 05:18:17
"Tarsus Pharmaceuticals, Inc.",TARS,"$1,828,776,283",($0.68),time-pre-market,Dec/2024,6,($1.31),2025-02-25 05:18:17
"Supernus Pharmaceuticals, Inc.",SUPN,"$1,824,996,972",$0.40,time-after-hours,Dec/2024,3,$0.02,2025-02-25 05:18:17
"Matterport, Inc.",MTTR,"$1,724,261,056",($0.11),time-not-supplied,Dec/2024,1,($0.14),2025-02-25 05:18:17
Fidelis Insurance Holdings Limited,FIHL,"$1,712,122,228",$0.93,time-after-hours,Dec/2024,2,$1.15,2025-02-25 05:18:17
"TWFG, Inc.",TWFG,"$1,634,713,382",$0.09,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
"Sprout Social, Inc",SPT,"$1,630,708,771",($0.22),time-after-hours,Dec/2024,6,($0.32),2025-02-25 05:18:17
Integra LifeSciences Holdings Corporation,IART,"$1,630,465,262",$0.85,time-pre-market,Dec/2024,7,$0.89,2025-02-25 05:18:17
Playa Hotels & Resorts N.V.,PLYA,"$1,617,891,952",$0.04,time-after-hours,Dec/2024,3,$0.04,2025-02-25 05:18:17
Sezzle Inc.,SEZL,"$1,607,256,296",$3.12,time-after-hours,Dec/2024,2,$0.51,2025-02-25 05:18:17
"Xometry, Inc.",XMTR,"$1,599,437,798",($0.13),time-pre-market,Dec/2024,4,($0.13),2025-02-25 05:18:17
"Krispy Kreme, Inc.",DNUT,"$1,555,500,000",$0.07,time-pre-market,Dec/2024,4,$0.07,2025-02-25 05:18:17
Expro Group Holdings N.V.,XPRO,"$1,534,485,875",$0.25,time-pre-market,Dec/2024,2,$0.02,2025-02-25 05:18:17
"Arcutis Biotherapeutics, Inc.",ARQT,"$1,523,920,574",($0.27),time-after-hours,Dec/2024,4,($0.72),2025-02-25 05:18:17
Grocery Outlet Holding Corp.,GO,"$1,523,098,203",$0.13,time-after-hours,Dec/2024,8,$0.13,2025-02-25 05:18:17
"agilon health, inc.",AGL,"$1,450,302,814",($0.22),time-after-hours,Dec/2024,7,($0.41),2025-02-25 05:18:17
"Kiniksa Pharmaceuticals, Ltd.",KNSA,"$1,445,475,331",($0.06),time-pre-market,Dec/2024,3,$0.04,2025-02-25 05:18:17
RLJ Lodging Trust,RLJ,"$1,431,895,664",$0.25,time-after-hours,Dec/2024,4,$0.34,2025-02-25 05:18:17
"Xenia Hotels & Resorts, Inc.",XHR,"$1,425,435,396",$0.36,time-pre-market,Dec/2024,2,$0.41,2025-02-25 05:18:17
"Syndax Pharmaceuticals, Inc.",SNDX,"$1,398,158,716",($1.08),time-not-supplied,Dec/2024,7,$1,2025-02-25 05:18:17
MidCap Financial Investment Corporation,MFIC,"$1,369,192,058",$0.41,time-after-hours,Dec/2024,5,$0.46,2025-02-25 05:18:17
"Sila Realty Trust, Inc.",SILA,"$1,346,851,460",$0.53,time-after-hours,Dec/2024,6,N/A,2025-02-25 05:18:17
WEBTOON Entertainment Inc.,WBTN,"$1,346,004,880",($0.17),time-after-hours,Dec/2024,6,N/A,2025-02-25 05:18:17
"Viridian Therapeutics, Inc. ",VRDN,"$1,288,791,393",($1.05),time-not-supplied,Dec/2024,8,($1.35),2025-02-25 05:18:17
"AMC Entertainment Holdings, Inc.",AMC,"$1,288,581,367",($0.16),time-after-hours,Dec/2024,3,($0.54),2025-02-25 05:18:17
"Exodus Movement, Inc.",EXOD,"$1,286,307,682",$0.10,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
"Day One Biopharmaceuticals, Inc.",DAWN,"$1,253,519,434",($0.35),time-after-hours,Dec/2024,6,($0.64),2025-02-25 05:18:17
"Interface, Inc.",TILE,"$1,252,360,705",$0.25,time-pre-market,Dec/2024,1,$0.41,2025-02-25 05:18:17
"Guardian Pharmacy Services, Inc.",GRDN,"$1,239,301,062",$0.20,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
International General Insurance Holdings Ltd.,IGIC,"$1,196,085,686",$0.88,time-after-hours,Dec/2024,1,$0.65,2025-02-25 05:18:17
"RxSight, Inc.",RXST,"$1,193,012,164",($0.14),time-after-hours,Dec/2024,3,($0.26),2025-02-25 05:18:17
VTEX,VTEX,"$1,181,453,391",$0.05,time-after-hours,Dec/2024,2,$0.02,2025-02-25 05:18:17
"Safety Insurance Group, Inc.",SAFT,"$1,153,655,044",,time-pre-market,Dec/2024,6,$0.30,2025-02-25 05:18:17
"Easterly Government Properties, Inc.",DEA,"$1,140,167,215",$0.30,time-pre-market,Dec/2024,2,$0.28,2025-02-25 05:18:17
AdaptHealth Corp. ,AHCO,"$1,136,988,812",$0.27,time-pre-market,Dec/2024,3,$0.64,2025-02-25 05:18:17
Olo Inc.,OLO,"$1,124,411,038",$0,time-after-hours,Dec/2024,3,N/A,2025-02-25 05:18:17
"Xencor, Inc.",XNCR,"$1,101,517,152",($0.83),time-not-supplied,Dec/2024,6,($0.31),2025-02-25 05:18:17
"Delek US Holdings, Inc.",DK,"$1,052,831,448",($2.89),time-pre-market,Dec/2024,6,($1.46),2025-02-25 05:18:17
"Maravai LifeSciences Holdings, Inc.",MRVI,"$1,037,888,374",($0.06),time-after-hours,Dec/2024,5,($0.05),2025-02-25 05:18:17
Portillo's Inc.,PTLO,"$1,016,844,304",$0.07,time-pre-market,Dec/2024,4,$0.13,2025-02-25 05:18:17
"Arcus Biosciences, Inc.",RCUS,"$1,013,033,511",($1.17),time-after-hours,Dec/2024,4,($1.08),2025-02-25 05:18:17
Bowhead Specialty Holdings Inc.,BOW,"$1,012,750,101",$0.35,time-pre-market,Dec/2024,6,N/A,2025-02-25 05:18:17
"NexPoint Residential Trust, Inc.",NXRT,"$984,895,129",$0.70,time-pre-market,Dec/2024,1,$0.77,2025-02-25 05:18:17
SLR Investment Corp.,SLRC,"$962,889,290",$0.43,time-after-hours,Dec/2024,4,$0.44,2025-02-25 05:18:17
"Couchbase, Inc.",BASE,"$937,028,376",($0.36),time-after-hours,Jan/2025,8,($0.32),2025-02-25 05:18:17
Global Industrial Company,GIC,"$917,152,189",$0.28,time-after-hours,Dec/2024,2,$0.40,2025-02-25 05:18:17
"Hyster-Yale, Inc.",HY,"$911,651,921",$1.38,time-after-hours,Dec/2024,2,$1.43,2025-02-25 05:18:17
"Carlyle Secured Lending, Inc.",CGBD,"$910,203,964",$0.44,time-after-hours,Dec/2024,4,$0.56,2025-02-25 05:18:17
"Shutterstock, Inc.",SSTK,"$885,814,579",$0.61,time-pre-market,Dec/2024,2,$0.46,2025-02-25 05:18:17
"CeriBell, Inc.",CBLL,"$884,500,584",($0.32),time-after-hours,Dec/2024,6,N/A,2025-02-25 05:18:17
"Par Pacific Holdings, Inc.",PARR,"$873,972,176",($1.03),time-after-hours,Dec/2024,3,$1.08,2025-02-25 05:18:17
China Yuchai International Limited,CYD,"$817,165,800",,time-pre-market,Dec/2024,6,N/A,2025-02-25 05:18:17
Bicycle Therapeutics plc,BCYC,"$805,076,604",($0.85),time-not-supplied,Dec/2024,7,($1.16),2025-02-25 05:18:17
CECO Environmental Corp.,CECO,"$804,517,414",$0.22,time-pre-market,Dec/2024,3,$0.28,2025-02-25 05:18:17
"AxoGen, Inc.",AXGN,"$792,148,662",($0.07),time-pre-market,Dec/2024,3,($0.09),2025-02-25 05:18:17
Algoma Steel Group Inc.,ASTL,"$788,211,655",$0.06,time-not-supplied,Dec/2024,1,($0.57),2025-02-25 05:18:17
"Shoals Technologies Group, Inc.",SHLS,"$753,480,035",$0.07,time-pre-market,Dec/2024,7,$0.11,2025-02-25 05:18:17
ChipMOS TECHNOLOGIES INC.,IMOS,"$745,421,123",,time-pre-market,Dec/2024,6,$0.41,2025-02-25 05:18:17
Jack In The Box Inc.,JACK,"$724,222,837",$1.71,time-after-hours,Dec/2024,10,$1.95,2025-02-25 05:18:17
Bicara Therapeutics Inc.,BCAX,"$707,403,047",($0.31),time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
"National Presto Industries, Inc.",NPK,"$703,077,053",,time-not-supplied,Dec/2024,6,$1.85,2025-02-25 05:18:17
Orthofix Medical Inc. ,OFIX,"$685,944,656",($0.14),time-pre-market,Dec/2024,1,($0.59),2025-02-25 05:18:17
"ZipRecruiter, Inc.",ZIP,"$680,004,973",($0.11),time-after-hours,Dec/2024,3,$0.05,2025-02-25 05:18:17
"Ginkgo Bioworks Holdings, Inc.",DNA,"$621,921,752",($1.45),time-after-hours,Dec/2024,2,($3.60),2025-02-25 05:18:17
Open Lending Corporation,LPRO,"$617,039,505",$0.02,time-not-supplied,Dec/2024,4,($0.04),2025-02-25 05:18:17
"Verve Therapeutics, Inc.",VERV,"$616,352,755",($0.72),time-not-supplied,Dec/2024,5,($0.69),2025-02-25 05:18:17
"USANA Health Sciences, Inc.",USNA,"$605,713,198",$0.49,time-after-hours,Dec/2024,2,$0.87,2025-02-25 05:18:17
Diversified Healthcare Trust ,DHC,"$598,362,925",,time-after-hours,Dec/2024,N/A,$0.03,2025-02-25 05:18:17
3D Systems Corporation,DDD,"$556,042,688",($0.16),time-not-supplied,Dec/2024,2,($0.17),2025-02-25 05:18:17
UNIVERSAL INSURANCE HOLDINGS INC,UVE,"$554,127,226",$0.09,time-after-hours,Dec/2024,1,$0.43,2025-02-25 05:18:17
"Tetra Technologies, Inc.",TTI,"$553,602,827",$0.04,time-after-hours,Dec/2024,2,$0.03,2025-02-25 05:18:17
Universal Health Realty Income Trust,UHT,"$538,748,195",,time-not-supplied,Dec/2024,6,$0.82,2025-02-25 05:18:17
"B&G Foods, Inc.",BGS,"$528,023,119",$0.31,time-after-hours,Dec/2024,3,$0.30,2025-02-25 05:18:17
"Porch Group, Inc.",PRCH,"$517,623,714",$0.06,time-after-hours,Dec/2024,1,($0.06),2025-02-25 05:18:17
MultiPlan Corporation,MPLN,"$473,492,648",($2.33),time-pre-market,Dec/2024,1,($2.40),2025-02-25 05:18:17
Yatsen Holding Limited,YSG,"$417,899,089",,time-pre-market,Dec/2024,N/A,($0.20),2025-02-25 05:18:17
REGENXBIO Inc.,RGNX,"$360,192,666",($1.27),time-not-supplied,Dec/2024,5,($1.43),2025-02-25 05:18:17
Nabors Energy Transition Corp. II,NETD,"$333,975,000",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
Hyliion Holdings Corp.,HYLN,"$330,095,426",($0.07),time-after-hours,Dec/2024,1,($0.11),2025-02-25 05:18:17
"Zenas BioPharma, Inc.",ZBIO,"$327,223,819",($0.98),time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
SES AI Corporation,SES,"$324,526,101",($0.07),time-after-hours,Dec/2024,2,($0.03),2025-02-25 05:18:17
Lionheart Holdings,CUB,"$323,404,103",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
"Backblaze, Inc.",BLZE,"$320,124,000",($0.23),time-after-hours,Dec/2024,4,($0.30),2025-02-25 05:18:17
"AirSculpt Technologies, Inc.",AIRS,"$308,223,162",($0.04),time-not-supplied,Dec/2024,2,($0.06),2025-02-25 05:18:17
"OraSure Technologies, Inc.",OSUR,"$283,457,785",($0.06),time-after-hours,Dec/2024,2,$0.22,2025-02-25 05:18:17
Allot Ltd.,ALLT,"$259,811,877",($0.05),time-pre-market,Dec/2024,1,($0.47),2025-02-25 05:18:17
"ON24, Inc.",ONTF,"$254,486,241",($0.15),time-after-hours,Dec/2024,2,($0.23),2025-02-25 05:18:17
Cartesian Growth Corporation II,RENE,"$253,392,951",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
"Inogen, Inc",INGN,"$236,040,472",($0.57),time-after-hours,Dec/2024,3,($1.14),2025-02-25 05:18:17
Gauzy Ltd.,GAUZ,"$218,935,159",($0.26),time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
Diana Shipping inc.,DSX,"$218,332,508",,time-pre-market,Dec/2024,6,$0.06,2025-02-25 05:18:17
"Fulcrum Therapeutics, Inc.",FULC,"$207,663,844",($0.28),time-pre-market,Dec/2024,5,($0.40),2025-02-25 05:18:17
"Luminar Technologies, Inc. ",LAZR,"$204,937,569",($2.53),time-not-supplied,Dec/2024,2,($4.80),2025-02-25 05:18:17
Travelzoo,TZOO,"$200,793,014",$0.31,time-pre-market,Dec/2024,4,$0.24,2025-02-25 05:18:17
"Pliant Therapeutics, Inc.",PLRX,"$187,429,158",($0.95),time-not-supplied,Dec/2024,6,($0.69),2025-02-25 05:18:17
Gencor Industries Inc.,GENC,"$186,739,123",,time-not-supplied,Dec/2024,6,$0.30,2025-02-25 05:18:17
Medallion Financial Corp.,MFIN,"$184,541,984",$0.33,time-not-supplied,Dec/2024,1,$0.60,2025-02-25 05:18:17
"SoundThinking, Inc.",SSTI,"$181,904,258",($0.02),time-after-hours,Dec/2024,2,($0.10),2025-02-25 05:18:17
"Rocky Brands, Inc.",RCKY,"$172,108,565",,time-after-hours,Dec/2024,6,$0.98,2025-02-25 05:18:17
"Zentalis Pharmaceuticals, Inc.",ZNTL,"$165,335,728",($0.74),time-not-supplied,Dec/2024,8,($0.83),2025-02-25 05:18:17
"Aclaris Therapeutics, Inc.",ACRS,"$160,005,310",($0.32),time-not-supplied,Dec/2024,5,($0.30),2025-02-25 05:18:17
GoldMining Inc.,GLDG,"$150,527,367",($0.01),time-not-supplied,Nov/2024,1,($0.03),2025-02-25 05:18:17
"Stabilis Solutions, Inc.",SLNG,"$129,723,397",,time-after-hours,Dec/2024,6,$0.08,2025-02-25 05:18:17
"Ventyx Biosciences, Inc.",VTYX,"$113,844,173",($0.53),time-not-supplied,Dec/2024,6,($0.79),2025-02-25 05:18:17
"Intevac, Inc.",IVAC,"$109,759,047",,time-after-hours,Dec/2024,6,($0.07),2025-02-25 05:18:17
QuickLogic Corporation,QUIK,"$107,361,625",($0.05),time-after-hours,Dec/2024,2,$0.14,2025-02-25 05:18:17
"Artiva Biotherapeutics, Inc.",ARTV,"$91,570,766",($0.72),time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
Currenc Group Inc.,CURR,"$85,146,238",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
reAlpha Tech Corp.,AIRE,"$84,390,685",($0.04),time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
Veea Inc.,VEEA,"$81,008,938",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
Ashford Hospitality Trust Inc,AHT,"$46,928,083",$1.36,time-after-hours,Dec/2024,1,($3.60),2025-02-25 05:18:17
ImmuCell Corporation,ICCC,"$44,736,176",,time-after-hours,Dec/2024,6,($0.15),2025-02-25 05:18:17
Big 5 Sporting Goods Corporation,BGFV,"$33,141,708",($0.96),time-after-hours,Dec/2024,1,($0.41),2025-02-25 05:18:17
CXApp Inc.,CXAI,"$24,690,189",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
"Impact BioMedical, Inc.",IBO,"$24,388,384",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
United Maritime Corporation,USEA,"$16,673,043",,time-not-supplied,Dec/2024,6,($0.07),2025-02-25 05:18:17
Lifeward Ltd.,LFWD,"$15,546,372",($0.20),time-not-supplied,Dec/2024,1,($0.35),2025-02-25 05:18:17
"Kindly MD, Inc.",KDLY,"$14,106,843",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
"Socket Mobile, Inc.",SCKT,"$9,354,482",,time-after-hours,Dec/2024,6,$0.08,2025-02-25 05:18:17
"Klotho Neurosciences, Inc.",KLTO,"$8,154,558",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
"CERo Therapeutics Holdings, Inc.",CERO,"$4,654,000",,time-not-supplied,Dec/2024,6,N/A,2025-02-25 05:18:17
