Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Pearson, Plc",PSO,"$11,139,947,974",,time-pre-market,Dec/2024,2,N/A,2025-02-28 05:19:54
"Chart Industries, Inc.",GTLS,"$7,959,431,345",$3.19,time-pre-market,Dec/2024,8,$2.25,2025-02-28 05:19:54
"RadNet, Inc.",RDNT,"$4,392,006,306",$0.15,time-pre-market,Dec/2024,3,$0.20,2025-02-28 05:19:54
Frontline Plc,FRO,"$3,555,287,537",$0.20,time-pre-market,Dec/2024,1,$0.46,2025-02-28 05:19:54
"Apellis Pharmaceuticals, Inc.",APLS,"$3,275,268,137",($0.39),time-pre-market,Dec/2024,13,($0.73),2025-02-28 05:19:54
Biglari Holdings Inc.,BH.A,"$2,694,196,736",,time-not-supplied,Dec/2024,2,$154.05,2025-02-28 05:19:54
"Amneal Pharmaceuticals, Inc.",AMRX,"$2,611,988,544",$0.13,time-pre-market,Dec/2024,2,$0.12,2025-02-28 05:19:54
"Recursion Pharmaceuticals, Inc.",RXRX,"$2,390,584,547",($0.36),time-pre-market,Dec/2024,3,($0.40),2025-02-28 05:19:54
PAR Technology Corporation,PAR,"$2,256,361,157",($0.28),time-pre-market,Dec/2024,1,($0.47),2025-02-28 05:19:54
Global Partners LP,GLP,"$1,983,641,101",$0.24,time-pre-market,Dec/2024,1,$1.41,2025-02-28 05:19:54
"Alpha Metallurgical Resources, Inc.",AMR,"$1,942,509,332",($0.07),time-pre-market,Dec/2024,1,$12.88,2025-02-28 05:19:54
Northwest Natural Holding Company,NWN,"$1,675,914,324",$1.41,time-pre-market,Dec/2024,2,$1.21,2025-02-28 05:19:54
Integral Ad Science Holding Corp.,IAS,"$1,602,303,902",$0.12,time-pre-market,Dec/2024,6,$0.06,2025-02-28 05:19:54
Sphere Entertainment Co.,SPHR,"$1,513,697,007",($2.15),time-pre-market,Dec/2024,2,($4.91),2025-02-28 05:19:54
TeraWulf Inc.,WULF,"$1,435,576,573",($0.04),time-pre-market,Dec/2024,2,N/A,2025-02-28 05:19:54
National HealthCare Corporation,NHC,"$1,429,843,082",,time-not-supplied,Dec/2024,2,$0.98,2025-02-28 05:19:54
Natural Resource Partners LP,NRP,"$1,342,624,265",,time-pre-market,Dec/2024,2,$4.31,2025-02-28 05:19:54
"Calumet, Inc",CLMT,"$1,327,218,422",($1.06),time-pre-market,Dec/2024,2,($0.79),2025-02-28 05:19:54
fuboTV Inc.,FUBO,"$1,202,733,468",($0.16),time-pre-market,Dec/2024,4,($0.21),2025-02-28 05:19:54
"ANI Pharmaceuticals, Inc.",ANIP,"$1,156,864,095",$1.14,time-pre-market,Dec/2024,3,$0.78,2025-02-28 05:19:54
Docebo Inc.,DCBO,"$1,148,775,226",$0.30,time-pre-market,Dec/2024,1,$0.21,2025-02-28 05:19:54
Middlesex Water Company,MSEX,"$924,899,360",$0.36,time-after-hours,Dec/2024,1,$0.32,2025-02-28 05:19:54
"Butterfly Network, Inc.",BFLY,"$845,856,326",($0.10),time-pre-market,Dec/2024,2,($0.21),2025-02-28 05:19:54
Biglari Holdings Inc.,BH,"$558,522,456",,time-not-supplied,Dec/2024,2,$154.05,2025-02-28 05:19:54
Nordic American Tankers Limited,NAT,"$534,518,896",$0.03,time-pre-market,Dec/2024,2,$0.08,2025-02-28 05:19:54
"Owens & Minor, Inc.",OMI,"$527,425,368",$0.53,time-pre-market,Dec/2024,3,$0.69,2025-02-28 05:19:54
"Fulgent Genetics, Inc.",FLGT,"$496,729,810",($0.40),time-pre-market,Dec/2024,2,($0.02),2025-02-28 05:19:54
Galiano Gold Inc.,GAU,"$323,718,501",$0.08,time-not-supplied,Dec/2024,1,($0.03),2025-02-28 05:19:54
"Proficient Auto Logistics, Inc.",PAL,"$284,353,296",($0.05),time-not-supplied,Dec/2024,2,N/A,2025-02-28 05:19:54
Monroe Capital Corporation,MRCC,"$189,147,148",$0.28,time-after-hours,Dec/2024,3,$0.26,2025-02-28 05:19:54
Oxford Square Capital Corp.,OXSQ,"$188,061,341",,time-pre-market,Dec/2024,N/A,$0.13,2025-02-28 05:19:54
Acme United Corporation.,ACU,"$143,596,966",,time-pre-market,Dec/2024,2,$0.40,2025-02-28 05:19:54
"1stdibs.com, Inc.",DIBS,"$138,749,552",($0.17),time-pre-market,Dec/2024,1,($0.07),2025-02-28 05:19:54
"Rapid Micro Biosystems, Inc.",RPID,"$116,622,738",($0.24),time-pre-market,Dec/2024,1,($0.26),2025-02-28 05:19:54
"Texas Community Bancshares, Inc.",TCBS,"$51,221,318",,time-not-supplied,Dec/2024,2,($0.11),2025-02-28 05:19:54
"Fluent, Inc.",FLNT,"$45,300,636",($0.33),time-pre-market,Dec/2024,1,($0.06),2025-02-28 05:19:54
OS Therapies Incorporated,OSTX,"$35,255,707",($0.14),time-not-supplied,Dec/2024,2,N/A,2025-02-28 05:19:54
Longeveron Inc.,LGVN,"$22,403,530",($0.36),time-after-hours,Dec/2024,3,($2.50),2025-02-28 05:19:54
BIT Mining Limited,BTCM,"$21,835,714",$0,time-after-hours,Dec/2024,1,($0.39),2025-02-28 05:19:54
Sky Quarry Inc.,SKYQ,"$15,516,136",,time-not-supplied,Dec/2024,2,N/A,2025-02-28 05:19:54
EON Resources Inc.,EONR,"$5,606,641",,time-not-supplied,Dec/2024,2,N/A,2025-02-28 05:19:54
"Tharimmune, Inc.",THAR,"$2,243,915",,time-not-supplied,Dec/2024,2,N/A,2025-02-28 05:19:54
Medicus Pharma Ltd.,MDCX,,($0.31),time-not-supplied,Dec/2024,2,N/A,2025-02-28 05:19:54
