Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Nayax Ltd.,NYAX,"$1,365,551,600",$0.04,time-pre-market,Dec/2024,4,($0.10),2025-03-04 05:18:23
Paysafe Limited,PSFE,"$1,187,482,083",$0.61,time-pre-market,Dec/2024,1,$0.58,2025-03-04 05:18:23
"Cricut, Inc.",CRCT,"$1,175,171,620",$0.04,time-after-hours,Dec/2024,1,$0.05,2025-03-04 05:18:23
"Guardian Pharmacy Services, Inc.",GRDN,"$1,169,044,465",$0.20,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Custom Truck One Source, Inc.",CTOS,"$1,013,096,907",$0.03,time-after-hours,Dec/2024,4,$0.07,2025-03-04 05:18:23
"Olaplex Holdings, Inc.",OLPX,"$961,238,061",$0,time-pre-market,Dec/2024,6,$0.03,2025-03-04 05:18:23
"Evolus, Inc.",EOLS,"$890,300,192",($0.03),time-after-hours,Dec/2024,2,($0.20),2025-03-04 05:18:23
"Eos Energy Enterprises, Inc.",EOSE,"$886,903,309",($0.25),time-after-hours,Dec/2024,4,($0.16),2025-03-04 05:18:23
"TXO Partners, L.P.",TXO,"$825,221,906",$0.39,time-not-supplied,Dec/2024,2,$0.98,2025-03-04 05:18:23
EVgo Inc.,EVGO,"$806,384,831",($0.15),time-pre-market,Dec/2024,4,($0.12),2025-03-04 05:18:23
Algoma Steel Group Inc.,ASTL,"$731,985,196",$0.06,time-not-supplied,Dec/2024,1,($0.57),2025-03-04 05:18:23
"National Presto Industries, Inc.",NPK,"$721,040,949",,time-not-supplied,Dec/2024,7,$1.85,2025-03-04 05:18:23
Astronics Corporation,ATRO,"$703,132,116",$0.21,time-after-hours,Dec/2024,1,$0.20,2025-03-04 05:18:23
"Latham Group, Inc.",SWIM,"$679,872,501",($0.14),time-after-hours,Dec/2024,2,N/A,2025-03-04 05:18:23
Bicara Therapeutics Inc.,BCAX,"$672,577,051",($0.31),time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
Open Lending Corporation,LPRO,"$588,395,505",$0.02,time-not-supplied,Dec/2024,4,($0.04),2025-03-04 05:18:23
"One Liberty Properties, Inc.",OLP,"$564,618,490",$0.43,time-not-supplied,Dec/2024,1,$0.50,2025-03-04 05:18:23
OrthoPediatrics Corp.,KIDS,"$554,302,775",($0.22),time-after-hours,Dec/2024,2,($0.23),2025-03-04 05:18:23
"PlayAGS, Inc.",AGS,"$495,214,026",$0.14,time-not-supplied,Dec/2024,2,N/A,2025-03-04 05:18:23
"Greenlight Reinsurance, Ltd.",GLRE,"$473,373,580",,time-not-supplied,Dec/2024,7,$0.50,2025-03-04 05:18:23
3D Systems Corporation,DDD,"$473,314,386",($0.16),time-not-supplied,Dec/2024,2,($0.17),2025-03-04 05:18:23
"Village Super Market, Inc.",VLGEA,"$465,847,976",,time-not-supplied,Jan/2025,7,$0.97,2025-03-04 05:18:23
The York Water Company,YORW,"$464,572,948",$0.37,time-not-supplied,Dec/2024,1,$0.42,2025-03-04 05:18:23
Stellus Capital Investment Corporation,SCM,"$415,877,433",$0.38,time-after-hours,Dec/2024,4,$0.50,2025-03-04 05:18:23
ChromaDex Corporation,CDXC,"$415,524,972",$0.02,time-after-hours,Dec/2024,2,N/A,2025-03-04 05:18:23
"Ooma, Inc.",OOMA,"$388,530,000",$0,time-after-hours,Jan/2025,7,($0.02),2025-03-04 05:18:23
"Rigel Pharmaceuticals, Inc.",RIGL,"$383,655,571",$0.55,time-after-hours,Dec/2024,4,N/A,2025-03-04 05:18:23
"Neuropace, Inc.",NPCE,"$374,892,149",($0.25),time-after-hours,Dec/2024,2,($0.23),2025-03-04 05:18:23
Horizon Technology Finance Corporation,HRZN,"$366,921,314",$0.31,time-after-hours,Dec/2024,3,$0.45,2025-03-04 05:18:23
CPI Card Group Inc.,PMTS,"$365,470,940",$0.55,time-pre-market,Dec/2024,2,$0.23,2025-03-04 05:18:23
"Alpha Teknova, Inc.",TKNO,"$351,031,132",,time-after-hours,Dec/2024,N/A,($0.22),2025-03-04 05:18:23
Nabors Energy Transition Corp. II,NETD,"$333,975,000",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Weyco Group, Inc.",WEYS,"$330,369,235",,time-after-hours,Dec/2024,7,$0.90,2025-03-04 05:18:23
"Esperion Therapeutics, Inc.",ESPR,"$327,078,384",($0.14),time-pre-market,Dec/2024,5,($0.50),2025-03-04 05:18:23
Lionheart Holdings,CUB,"$323,721,789",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Mayville Engineering Company, Inc.",MEC,"$309,045,665",($0.16),time-after-hours,Dec/2024,2,$0.11,2025-03-04 05:18:23
Nyxoah SA,NYXH,"$293,765,000",($0.48),time-not-supplied,Dec/2024,4,($0.41),2025-03-04 05:18:23
L.B. Foster Company,FSTR,"$287,972,226",$0.28,time-pre-market,Dec/2024,2,($0.04),2025-03-04 05:18:23
"ChargePoint Holdings, Inc.",CHPT,"$286,902,291",($0.13),time-after-hours,Jan/2025,2,($0.19),2025-03-04 05:18:23
"CryoPort, Inc.",CYRX,"$279,282,794",($0.33),time-after-hours,Dec/2024,4,($0.51),2025-03-04 05:18:23
"Zenas BioPharma, Inc.",ZBIO,"$276,238,755",($0.98),time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Gossamer Bio, Inc.",GOSS,"$269,658,923",($0.17),time-not-supplied,Dec/2024,5,($0.21),2025-03-04 05:18:23
"Orion Group Holdings, Inc.",ORN,"$265,307,275",$0.15,time-after-hours,Dec/2024,1,$0.08,2025-03-04 05:18:23
"ATN International, Inc.",ATNI,"$261,324,795",($0.19),time-after-hours,Dec/2024,2,($0.12),2025-03-04 05:18:23
"AirSculpt Technologies, Inc.",AIRS,"$258,733,809",($0.04),time-not-supplied,Dec/2024,2,($0.06),2025-03-04 05:18:23
Cartesian Growth Corporation II,RENE,"$254,041,568",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Y-mAbs Therapeutics, Inc.",YMAB,"$242,756,792",($0.13),time-pre-market,Dec/2024,6,($0.02),2025-03-04 05:18:23
SOPHiA GENETICS SA,SOPH,"$234,830,012",($0.24),time-pre-market,Dec/2024,1,($0.37),2025-03-04 05:18:23
"Angel Oak Mortgage REIT, Inc.",AOMR,"$232,996,706",$0.22,time-pre-market,Dec/2024,3,($0.28),2025-03-04 05:18:23
"Amylyx Pharmaceuticals, Inc.",AMLX,"$216,611,238",($0.49),time-pre-market,Dec/2024,2,$0.07,2025-03-04 05:18:23
"Kingsway Financial Services, Inc.",KFS,"$211,207,579",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Pliant Therapeutics, Inc.",PLRX,"$198,382,811",($0.99),time-not-supplied,Dec/2024,7,($0.69),2025-03-04 05:18:23
Entravision Communications Corporation,EVC,"$196,171,900",,time-not-supplied,Dec/2024,7,($0.21),2025-03-04 05:18:23
Medallion Financial Corp.,MFIN,"$188,232,824",,time-after-hours,Dec/2024,N/A,$0.60,2025-03-04 05:18:23
Gencor Industries Inc.,GENC,"$178,530,810",,time-not-supplied,Dec/2024,7,$0.30,2025-03-04 05:18:23
"Crexendo, Inc.",CXDO,"$169,114,284",$0.01,time-after-hours,Dec/2024,2,$0.03,2025-03-04 05:18:23
"InfuSystems Holdings, Inc.",INFU,"$165,643,421",$0.08,time-pre-market,Dec/2024,1,N/A,2025-03-04 05:18:23
Compugen Ltd.,CGEN,"$160,247,000",$0.07,time-pre-market,Dec/2024,3,$0.11,2025-03-04 05:18:23
"Southland Holdings, Inc.",SLND,"$148,646,032",($0.57),time-after-hours,Dec/2024,1,($0.12),2025-03-04 05:18:23
GoldMining Inc.,GLDG,"$147,035,948",($0.01),time-not-supplied,Nov/2024,1,($0.03),2025-03-04 05:18:23
"Zentalis Pharmaceuticals, Inc.",ZNTL,"$143,956,108",($0.74),time-not-supplied,Dec/2024,8,($0.83),2025-03-04 05:18:23
"Modiv Industrial, Inc.",MDV,"$143,440,094",$0.20,time-pre-market,Dec/2024,1,$0.40,2025-03-04 05:18:23
"Neuronetics, Inc.",STIM,"$129,887,317",($0.25),time-pre-market,Dec/2024,2,($0.19),2025-03-04 05:18:23
"2seventy bio, Inc.",TSVT,"$128,971,050",($0.20),time-not-supplied,Dec/2024,2,($1.11),2025-03-04 05:18:23
"Seres Therapeutics, Inc.",MCRB,"$123,802,174",($0.17),time-not-supplied,Dec/2024,3,($0.32),2025-03-04 05:18:23
Ascent Industries Co.,ACNT,"$112,940,290",,time-after-hours,Dec/2024,7,($0.73),2025-03-04 05:18:23
"Gulf Island Fabrication, Inc.",GIFI,"$105,804,221",,time-after-hours,Dec/2024,7,$0.43,2025-03-04 05:18:23
Currenc Group Inc.,CURR,"$94,917,118",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Artiva Biotherapeutics, Inc.",ARTV,"$90,599,193",($0.72),time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
reAlpha Tech Corp.,AIRE,"$77,969,655",($0.04),time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Owlet, Inc.",OWLT,"$74,728,156",,time-after-hours,Dec/2024,N/A,($0.12),2025-03-04 05:18:23
908 Devices Inc.,MASS,"$72,083,271",($0.35),time-not-supplied,Dec/2024,3,($0.23),2025-03-04 05:18:23
"Stem, Inc.",STEM,"$71,969,834",($0.16),time-after-hours,Dec/2024,3,($0.21),2025-03-04 05:18:23
Cumberland Pharmaceuticals Inc.,CPIX,"$69,790,251",,time-after-hours,Dec/2024,7,($0.12),2025-03-04 05:18:23
Veea Inc.,VEEA,"$66,020,500",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"IO Biotech, Inc.",IOBT,"$65,834,797",($0.39),time-not-supplied,Dec/2024,4,($0.40),2025-03-04 05:18:23
"Fuel Tech, Inc.",FTEK,"$30,060,328",($0.03),time-after-hours,Dec/2024,1,($0.02),2025-03-04 05:18:23
"comScore, Inc.",SCOR,"$29,636,775",$1.56,time-after-hours,Dec/2024,1,($6.69),2025-03-04 05:18:23
CXApp Inc.,CXAI,"$18,599,942",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Impact BioMedical, Inc.",IBO,"$17,716,091",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
United Maritime Corporation,USEA,"$16,312,545",,time-not-supplied,Dec/2024,7,($0.07),2025-03-04 05:18:23
"Kindly MD, Inc.",KDLY,"$11,237,655",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Bionano Genomics, Inc.",BNGO,"$10,207,170",,time-not-supplied,Dec/2024,N/A,($57.49),2025-03-04 05:18:23
Connexa Sports Technologies Inc.,YYAI,"$8,979,562",,time-not-supplied,Jan/2025,7,($99.99),2025-03-04 05:18:23
"Cyclerion Therapeutics, Inc.",CYCN,"$7,642,471",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"Klotho Neurosciences, Inc.",KLTO,"$7,378,440",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
"CERo Therapeutics Holdings, Inc.",CERO,"$4,186,000",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
Purple Biotech Ltd.,PPBT,"$4,029,321",($0.22),time-not-supplied,Dec/2024,1,($6.40),2025-03-04 05:18:23
"PLUS THERAPEUTICS, Inc.",PSTV,"$3,980,025",($0.50),time-not-supplied,Dec/2024,2,($0.70),2025-03-04 05:18:23
"SmartKem, Inc.",SMTK,"$3,934,843",,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
Charles & Colvard Ltd.,CTHR,"$3,914,500",,time-not-supplied,Dec/2024,7,($0.90),2025-03-04 05:18:23
Lipella Pharmaceuticals Inc.,LIPO,"$3,554,222",,time-not-supplied,Dec/2024,7,($0.72),2025-03-04 05:18:23
"Wheeler Real Estate Investment Trust, Inc.",WHLR,"$1,621,237",,time-not-supplied,Dec/2024,7,$172.68,2025-03-04 05:18:23
Ares Acquisition Corporation II,AACT,,,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
