Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"CrowdStrike Holdings, Inc.",CRWD,"$93,657,451,299",$0.01,time-after-hours,Jan/2025,13,$0.24,2025-03-04 05:18:23
Sea Limited,SE,"$72,608,063,685",$0.44,time-pre-market,Dec/2024,3,($0.19),2025-03-04 05:18:23
"AutoZone, Inc.",AZO,"$57,809,338,730",$29.16,time-pre-market,Feb/2025,12,$28.89,2025-03-04 05:18:23
Target Corporation,TGT,"$56,130,961,303",$2.25,time-pre-market,Jan/2025,15,$2.98,2025-03-04 05:18:23
Flutter Entertainment plc,FLUT,"$48,271,855,343",$1.61,time-after-hours,Dec/2024,7,N/A,2025-03-04 05:18:23
"Ross Stores, Inc.",ROST,"$45,536,827,770",$1.65,time-after-hours,Jan/2025,9,$1.82,2025-03-04 05:18:23
On Holding AG,ONON,"$29,398,488,158",$0.12,time-pre-market,Dec/2024,7,($0.09),2025-03-04 05:18:23
Ecopetrol S.A.,EC,"$20,373,322,224",$0.36,time-after-hours,Dec/2024,2,$0.74,2025-03-04 05:18:23
"Best Buy Co., Inc.",BBY,"$18,946,566,338",$2.40,time-pre-market,Jan/2025,12,$2.72,2025-03-04 05:18:23
Sociedad Quimica y Minera S.A.,SQM,"$11,425,538,240",$0.52,time-after-hours,Dec/2024,3,$0.71,2025-03-04 05:18:23
NIO Inc.,NIO,"$9,997,539,635",($0.42),time-not-supplied,Dec/2024,2,($0.45),2025-03-04 05:18:23
Credo Technology Group Holding Ltd,CRDO,"$8,796,775,082",$0.09,time-after-hours,Jan/2025,3,N/A,2025-03-04 05:18:23
Ingram Micro Holding Corporation,INGM,"$5,137,983,712",$0.91,time-after-hours,Dec/2024,7,N/A,2025-03-04 05:18:23
Enstar Group Limited,ESGR,"$5,062,206,203",,time-not-supplied,Dec/2024,7,$31.02,2025-03-04 05:18:23
"Box, Inc.",BOX,"$4,656,002,116",$0.06,time-after-hours,Jan/2025,5,$0.09,2025-03-04 05:18:23
"AeroVironment, Inc.",AVAV,"$4,283,115,021",$0.58,time-after-hours,Jan/2025,3,$0.63,2025-03-04 05:18:23
"Nordstrom, Inc.",JWN,"$4,008,887,614",$0.90,time-after-hours,Jan/2025,7,$0.96,2025-03-04 05:18:23
"Grupo Simec, S.A. de C.V.",SIM,"$3,735,243,833",,time-not-supplied,Dec/2024,7,$0.47,2025-03-04 05:18:23
"Hagerty, Inc.",HGTY,"$3,437,948,274",$0.01,time-pre-market,Dec/2024,3,($0.01),2025-03-04 05:18:23
Genius Sports Limited,GENI,"$1,956,482,272",$0.04,time-pre-market,Dec/2024,1,($0.12),2025-03-04 05:18:23
Baytex Energy Corp.,BTE,"$1,787,171,000",$0.12,time-after-hours,Dec/2024,1,$0.18,2025-03-04 05:18:23
"Apogee Therapeutics, Inc.",APGE,"$1,786,407,935",($0.94),time-not-supplied,Dec/2024,4,($0.32),2025-03-04 05:18:23
"TWFG, Inc.",TWFG,"$1,653,187,883",$0.09,time-not-supplied,Dec/2024,7,N/A,2025-03-04 05:18:23
WAVE Life Sciences Ltd.,WVE,"$1,610,608,771",($0.17),time-pre-market,Dec/2024,7,($0.15),2025-03-04 05:18:23
"Plug Power, Inc.",PLUG,"$1,485,251,006",($0.23),time-pre-market,Dec/2024,10,($1.07),2025-03-04 05:18:23
